iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,status
2026-08-31T19:49:04.786858,1.630,1,-4.1274,-2.2522,0.3043,-73.09,0.300,-0.500,32.566,NAVIGATING
2026-08-31T19:49:04.886812,1.730,2,-4.1273,-2.2521,0.3044,-73.08,0.300,-0.500,32.566,NAVIGATING
2026-08-31T19:49:04.989877,1.833,3,-4.1274,-2.2521,0.3043,-73.09,0.300,-0.500,32.566,NAVIGATING
2026-08-31T19:49:05.087174,1.931,4,-4.1273,-2.2521,0.3043,-73.07,0.300,-0.500,32.566,NAVIGATING
2026-08-31T19:49:05.186787,2.030,5,-15.2554,27.4142,0.3043,11.55,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:05.286838,2.130,6,-15.2554,27.4142,0.3043,11.56,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:05.386826,2.230,7,-15.2555,27.4143,0.3043,11.56,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:05.486790,2.330,8,-15.2553,27.4142,0.3043,11.55,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:05.587402,2.431,9,-15.2554,27.4143,0.3043,11.57,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:05.686932,2.530,10,-15.2554,27.4142,0.3043,11.55,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:05.787636,2.631,11,-15.2554,27.4143,0.3043,11.56,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:05.886869,2.730,12,-15.2554,27.4142,0.3043,11.55,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:05.986773,2.830,13,-15.2553,27.4143,0.3043,11.56,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.087214,2.931,14,-15.2554,27.4142,0.3043,11.55,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.186841,3.030,15,-15.2554,27.4142,0.3043,11.55,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.287571,3.130,16,-15.2554,27.4143,0.3043,11.56,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.386846,3.230,17,-15.2553,27.4142,0.3044,11.54,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.487529,3.330,18,-15.2554,27.4142,0.3043,11.55,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.597773,3.441,19,-15.2554,27.4141,0.3044,11.54,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.686981,3.530,20,-15.2554,27.4142,0.3043,11.55,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.789211,3.633,21,-15.2554,27.4142,0.3043,11.54,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.886815,3.730,22,-15.2554,27.4142,0.3044,11.54,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:06.987008,3.830,23,-15.2555,27.4142,0.3044,11.54,0.300,0.500,3.480,NAVIGATING
2026-08-31T19:49:07.086728,3.930,24,-12.3947,27.3963,0.3060,-174.03,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.187201,4.031,25,-12.3946,27.3962,0.3060,-174.02,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.287010,4.130,26,-12.3945,27.3963,0.3061,-174.02,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.386928,4.230,27,-12.3946,27.3961,0.3060,-174.01,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.486986,4.330,28,-12.3946,27.3962,0.3060,-174.02,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.589033,4.432,29,-12.3946,27.3962,0.3060,-174.00,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.686799,4.530,30,-12.3946,27.3962,0.3060,-174.01,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.786892,4.630,31,-12.3947,27.3962,0.3060,-174.01,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.887253,4.730,32,-12.3946,27.3961,0.3060,-174.00,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:07.987104,4.830,33,-12.3946,27.3962,0.3060,-174.02,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:08.086887,4.930,34,-12.3946,27.3961,0.3060,-173.99,0.300,-0.004,6.320,NAVIGATING
2026-08-31T19:49:08.186968,5.030,35,-12.3919,27.3824,0.3061,-174.30,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:08.286786,5.130,36,-12.3919,27.3823,0.3060,-174.28,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:08.386837,5.230,37,-12.3919,27.3824,0.3061,-174.30,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:08.486807,5.330,38,-12.3920,27.3824,0.3060,-174.30,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:08.586878,5.430,39,-12.3918,27.3823,0.3061,-174.28,0.300,-0.004,6.322,NAVIGATING
2026-08-31T19:49:08.686806,5.530,40,-12.3919,27.3824,0.3061,-174.30,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:08.786822,5.630,41,-12.3919,27.3823,0.3060,-174.28,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:08.886752,5.730,42,-12.3919,27.3825,0.3061,-174.29,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:08.986732,5.830,43,-12.3919,27.3824,0.3060,-174.27,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:09.086923,5.930,44,-12.3919,27.3824,0.3061,-174.28,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:09.187427,6.031,45,-12.3919,27.3824,0.3061,-174.27,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:09.287067,6.130,46,-12.3919,27.3823,0.3061,-174.26,0.300,-0.004,6.322,NAVIGATING
2026-08-31T19:49:09.386917,6.230,47,-12.3919,27.3824,0.3061,-174.27,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:09.486795,6.330,48,-12.3919,27.3823,0.3060,-174.26,0.300,-0.004,6.322,NAVIGATING
2026-08-31T19:49:09.586971,6.430,49,-12.3920,27.3824,0.3060,-174.27,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:09.687128,6.531,50,-12.3920,27.3823,0.3060,-174.25,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:09.786820,6.630,51,-12.3920,27.3824,0.3060,-174.27,0.300,-0.004,6.321,NAVIGATING
2026-08-31T19:49:09.886803,6.730,52,-12.3920,27.3823,0.3060,-174.25,0.300,-0.004,6.321,NAVIGATING
