iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,rel_heading_deg,fwd_clear_m,left_clear_m,right_clear_m,status
2026-09-03T18:09:29.565530,0.111,1,76.7044,8.1325,0.3093,-77.64,0.000,0.400,6.555,80.77,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:29.665344,0.211,2,76.7044,8.1325,0.3093,-77.64,0.000,0.400,6.555,80.77,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:29.765364,0.311,3,76.7044,8.1325,0.3093,-77.64,0.000,0.400,6.555,80.77,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:29.865303,0.411,4,76.7042,8.1326,0.3093,-77.65,0.000,0.400,6.556,80.78,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:29.965208,0.511,5,76.7042,8.1326,0.3093,-77.65,0.000,0.400,6.556,80.78,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.065961,0.611,6,76.7042,8.1326,0.3093,-77.65,0.000,0.400,6.556,80.78,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.165522,0.711,7,76.7042,8.1326,0.3093,-77.65,0.000,0.400,6.556,80.78,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.265261,0.811,8,76.7042,8.1326,0.3093,-77.65,0.000,0.400,6.556,80.78,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.365312,0.911,9,76.7015,8.1294,0.3089,-74.08,0.000,0.400,6.558,77.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.465502,1.011,10,76.7015,8.1294,0.3089,-74.08,0.000,0.400,6.558,77.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.567857,1.114,11,76.7015,8.1294,0.3089,-74.08,0.000,0.400,6.558,77.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.665492,1.211,12,76.7015,8.1294,0.3089,-74.08,0.000,0.400,6.558,77.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.765626,1.311,13,76.7015,8.1294,0.3089,-74.08,0.000,0.400,6.558,77.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.865337,1.411,14,76.7051,8.1242,0.3090,-69.79,0.000,0.400,6.555,72.98,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:30.965518,1.511,15,76.7051,8.1242,0.3090,-69.79,0.000,0.400,6.555,72.98,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.065480,1.611,16,76.7051,8.1242,0.3090,-69.79,0.000,0.400,6.555,72.98,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.166434,1.712,17,76.7051,8.1242,0.3090,-69.79,0.000,0.400,6.555,72.98,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.267987,1.814,18,76.7051,8.1242,0.3090,-69.79,0.000,0.400,6.555,72.98,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.365574,1.911,19,76.7076,8.1204,0.3085,-66.48,0.000,0.400,6.553,69.71,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.465216,2.011,20,76.7076,8.1204,0.3085,-66.48,0.000,0.400,6.553,69.71,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.565282,2.111,21,76.7076,8.1204,0.3085,-66.48,0.000,0.400,6.553,69.71,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.665938,2.212,22,76.7076,8.1204,0.3085,-66.48,0.000,0.400,6.553,69.71,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.765344,2.311,23,76.7076,8.1204,0.3085,-66.48,0.000,0.400,6.553,69.71,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.865632,2.412,24,76.7076,8.1204,0.3085,-66.48,0.000,0.400,6.553,69.71,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:31.965375,2.511,25,76.7089,8.1172,0.3087,-64.26,0.000,0.400,6.552,67.52,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.065652,2.612,26,76.7089,8.1172,0.3087,-64.26,0.000,0.400,6.552,67.52,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.165323,2.711,27,76.7089,8.1172,0.3087,-64.26,0.000,0.400,6.552,67.52,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.265460,2.811,28,76.7089,8.1172,0.3087,-64.26,0.000,0.400,6.552,67.52,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.365239,2.911,29,76.7089,8.1172,0.3087,-64.26,0.000,0.400,6.552,67.52,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.465806,3.012,30,76.7108,8.1168,0.3084,-62.96,0.000,0.400,6.550,66.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.565207,3.111,31,76.7108,8.1168,0.3084,-62.96,0.000,0.400,6.550,66.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.665527,3.211,32,76.7108,8.1168,0.3084,-62.96,0.000,0.400,6.550,66.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.765342,3.311,33,76.7108,8.1168,0.3084,-62.96,0.000,0.400,6.550,66.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.865730,3.411,34,76.7108,8.1168,0.3084,-62.96,0.000,0.400,6.550,66.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:32.965286,3.511,35,76.7184,8.1153,0.3085,-59.26,0.000,0.400,6.542,62.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.065465,3.611,36,76.7184,8.1153,0.3085,-59.26,0.000,0.400,6.542,62.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.165192,3.711,37,76.7184,8.1153,0.3085,-59.26,0.000,0.400,6.542,62.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.265540,3.811,38,76.7184,8.1153,0.3085,-59.26,0.000,0.400,6.542,62.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.365218,3.911,39,76.7184,8.1153,0.3085,-59.26,0.000,0.400,6.542,62.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.465630,4.011,40,76.7184,8.1153,0.3085,-59.26,0.000,0.400,6.542,62.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.565183,4.111,41,76.7230,8.1185,0.3058,-54.04,0.000,0.400,6.538,57.30,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.665200,4.211,42,76.7230,8.1185,0.3058,-54.04,0.000,0.400,6.538,57.30,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.765265,4.311,43,76.7230,8.1185,0.3058,-54.04,0.000,0.400,6.538,57.30,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.865222,4.411,44,76.7230,8.1185,0.3058,-54.04,0.000,0.400,6.538,57.30,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:33.965238,4.511,45,76.7230,8.1185,0.3058,-54.04,0.000,0.400,6.538,57.30,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.065940,4.612,46,76.7310,8.1224,0.3031,-45.85,0.000,0.400,6.529,49.08,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.165719,4.712,47,76.7310,8.1224,0.3031,-45.85,0.000,0.400,6.529,49.08,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.265567,4.811,48,76.7310,8.1224,0.3031,-45.85,0.000,0.400,6.529,49.08,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.365301,4.911,49,76.7310,8.1224,0.3031,-45.85,0.000,0.400,6.529,49.08,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.465320,5.011,50,76.7310,8.1224,0.3031,-45.85,0.000,0.400,6.529,49.08,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.565274,5.111,51,76.7310,8.1224,0.3031,-45.85,0.000,0.400,6.529,49.08,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.665508,5.211,52,76.7305,8.1285,0.3048,-37.70,0.000,0.400,6.530,40.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.765215,5.311,53,76.7305,8.1285,0.3048,-37.70,0.000,0.400,6.530,40.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.865476,5.411,54,76.7305,8.1285,0.3048,-37.70,0.000,0.400,6.530,40.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:34.965205,5.511,55,76.7305,8.1285,0.3048,-37.70,0.000,0.400,6.530,40.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.065422,5.611,56,76.7305,8.1285,0.3048,-37.70,0.000,0.400,6.530,40.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.165277,5.711,57,76.7310,8.1264,0.3070,-33.55,0.000,0.400,6.529,36.74,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.265287,5.811,58,76.7310,8.1264,0.3070,-33.55,0.000,0.400,6.529,36.74,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.365323,5.911,59,76.7310,8.1264,0.3070,-33.55,0.000,0.400,6.529,36.74,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.465949,6.012,60,76.7310,8.1264,0.3070,-33.55,0.000,0.400,6.529,36.74,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.565353,6.111,61,76.7310,8.1264,0.3070,-33.55,0.000,0.400,6.529,36.74,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.665430,6.211,62,76.7333,8.1229,0.3077,-30.91,0.000,0.400,6.527,34.14,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.765232,6.311,63,76.7333,8.1229,0.3077,-30.91,0.000,0.400,6.527,34.14,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.865398,6.411,64,76.7333,8.1229,0.3077,-30.91,0.000,0.400,6.527,34.14,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:35.965239,6.511,65,76.7333,8.1229,0.3077,-30.91,0.000,0.400,6.527,34.14,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:36.065394,6.611,66,76.7333,8.1229,0.3077,-30.91,0.000,0.400,6.527,34.14,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:36.165270,6.711,67,76.7333,8.1229,0.3077,-30.91,0.000,0.400,6.527,34.14,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:36.265684,6.811,68,76.7366,8.1232,0.3083,-28.60,0.000,0.400,6.524,31.82,999.00,1.00,1.00,NAVIGATING
2026-09-03T18:09:36.365553,6.911,69,76.7366,8.1232,0.3083,-28.60,0.000,0.400,6.524,31.82,999.00,1.00,1.00,NAVIGATING
