time_s,x_m,y_m,dist_to_goal_m
0.111,-0.0,-0.0,11.303
0.113,-0.0,-0.0,11.303
0.174,-0.0,0.0001,11.303
0.188,-0.0,0.0,11.303
0.215,0.0001,-0.0,11.3029
0.242,0.0,-0.0,11.303
0.267,-0.0,-0.0001,11.303
0.315,0.0,-0.0001,11.303
0.358,-0.0,0.0,11.303
0.359,-0.0,-0.0,11.303
0.384,0.0001,0.0,11.303
0.426,0.0,0.0,11.303
0.442,0.0001,-0.0001,11.3029
0.477,0.0001,-0.0001,11.3029
0.504,0.0001,-0.0001,11.3029
0.525,0.0001,0.0,11.3029
0.564,0.0001,-0.0,11.3029
0.61,0.0,0.0001,11.303
0.639,0.0,0.0001,11.303
0.664,0.0001,0.0,11.3029
0.701,0.0001,-0.0,11.3029
0.715,0.0,-0.0,11.303
0.761,0.0,0.0,11.303
0.781,0.0,-0.0001,11.303
0.802,0.0,0.0001,11.303
0.85,0.0001,0.0001,11.303
0.924,0.0001,0.0,11.303
0.93,0.0,-0.0,11.303
0.944,0.0001,-0.0,11.303
0.971,-0.0,-0.0,11.303
1.001,0.0,-0.0001,11.303
1.037,-0.0,0.0001,11.303
1.076,-0.0,0.0001,11.303
1.1,0.0,0.0,11.303
1.136,0.0,0.0001,11.303
1.168,0.0,-0.0,11.303
1.205,-0.0,0.0,11.303
1.24,0.0,-0.0,11.303
1.292,-0.0,0.0,11.303
1.308,0.0,0.0001,11.303
1.348,0.0001,-0.0,11.3029
1.354,0.0,0.0001,11.303
1.402,0.0,-0.0,11.3029
1.413,0.0,-0.0001,11.3029
1.44,0.0,-0.0,11.303
1.491,0.0,-0.0,11.303
1.52,-0.0,0.0001,11.3031
1.556,-0.0,0.0001,11.3031
1.594,0.0,-0.0,11.303
1.632,0.0,-0.0,11.303
1.663,-0.0,-0.0001,11.303
1.71,-0.0,-0.0001,11.303
1.733,-0.0,0.0,11.303
1.76,-0.0,0.0001,11.303
1.786,0.0,0.0,11.303
1.809,0.0,-0.0001,11.3029
1.845,0.0,-0.0,11.303
1.88,0.0,-0.0001,11.3029
1.907,0.0,-0.0001,11.3029
1.937,0.0,-0.0001,11.303
1.983,0.0,-0.0001,11.303
1.986,0.0,-0.0,11.303
2.044,0.0001,-0.0,11.3029
2.086,0.0001,-0.0001,11.3029
2.138,0.0001,-0.0001,11.3029
2.172,0.0,-0.0,11.303
2.18,0.0001,-0.0001,11.3029
2.22,0.0001,0.0,11.3029
2.258,0.0001,0.0,11.303
2.29,0.0001,-0.0001,11.3029
2.336,0.0001,-0.0001,11.3029
2.341,0.0,-0.0001,11.3029
2.391,0.0,-0.0,11.303
2.431,0.0,-0.0001,11.3029
2.441,-0.0,0.0,11.303
2.48,-0.0,0.0,11.303
2.492,0.0,-0.0,11.303
2.515,0.0,-0.0,11.303
2.534,-0.0,-0.0001,11.303
2.609,-0.0,-0.0001,11.303
2.636,-0.0001,0.0001,11.3031
2.667,-0.0001,0.0001,11.3031
2.695,-0.0,0.0001,11.303
2.738,-0.0,0.0001,11.303
2.78,0.0,-0.0001,11.303
2.831,0.0,-0.0001,11.303
2.88,-0.0,0.0001,11.303
2.897,-0.0,0.0,11.303
2.938,-0.0,0.0001,11.3031
2.964,-0.0,0.0001,11.3031
2.971,-0.0,-0.0,11.303
3.003,-0.0,-0.0,11.303
3.021,-0.0,-0.0,11.303
3.06,-0.0,0.0001,11.3031
3.139,-0.0,0.0001,11.3031
3.21,-0.0001,0.0001,11.3031
3.221,-0.0001,0.0001,11.3031
3.257,-0.0002,-0.0,11.3031
3.3,-0.0001,0.0,11.3031
3.355,-0.0002,0.0001,11.3032
3.387,-0.0002,0.0,11.3032
3.414,-0.0002,0.0,11.3032
3.438,-0.0002,0.0001,11.3032
3.457,-0.0002,0.0,11.3032
3.479,-0.0002,-0.0,11.3032
3.52,-0.0002,-0.0,11.3032
3.552,-0.0002,0.0001,11.3032
3.592,-0.0002,0.0,11.3032
3.618,-0.0001,0.0001,11.3032
3.647,-0.0002,0.0001,11.3032
3.673,-0.0002,-0.0,11.3031
3.697,-0.0002,-0.0001,11.3032
3.713,-0.0002,-0.0,11.3032
3.745,-0.0002,0.0,11.3032
3.789,-0.0002,0.0,11.3032
3.818,-0.0002,0.0001,11.3032
3.882,-0.0002,0.0001,11.3033
3.91,-0.0001,-0.0,11.3031
3.941,-0.0001,-0.0,11.3031
3.972,-0.0001,-0.0,11.3031
4.004,-0.0001,-0.0,11.3031
4.057,-0.0001,0.0001,11.3032
4.065,-0.0002,0.0001,11.3032
4.08,-0.0002,0.0001,11.3032
4.115,-0.0,0.0,11.303
4.143,-0.0001,0.0,11.3031
4.18,0.0,-0.0001,11.303
4.208,0.0,-0.0001,11.303
4.23,-0.0,0.0,11.303
4.248,-0.0,0.0001,11.3031
4.287,-0.0,0.0001,11.3031
4.345,-0.0001,0.0,11.3031
4.362,-0.0001,0.0001,11.3031
4.38,-0.0,-0.0001,11.303
4.411,-0.0001,-0.0,11.303
4.432,-0.0,-0.0001,11.303
4.464,-0.0001,0.0001,11.3031
4.498,-0.0,0.0,11.303
4.529,-0.0,0.0001,11.3031
4.558,-0.0,0.0001,11.3031
4.579,-0.0001,-0.0,11.3031
4.624,-0.0001,-0.0,11.3031
4.635,-0.0001,-0.0,11.3031
4.687,-0.0001,-0.0,11.3031
4.71,-0.0001,0.0001,11.3031
4.723,-0.0001,0.0,11.3031
4.766,-0.0001,0.0001,11.3031
4.804,-0.0001,-0.0001,11.303
