time_s,x_m,y_m,dist_to_goal_m
0.167,0.0002,-0.0003,11.3028
0.188,0.0001,-0.0003,11.3028
0.225,0.0002,-0.0002,11.3028
0.295,0.0002,-0.0002,11.3028
0.327,0.0002,-0.0002,11.3027
0.347,0.0002,-0.0002,11.3027
0.381,0.0002,-0.0003,11.3027
0.399,0.0003,-0.0003,11.3027
0.416,0.0002,-0.0003,11.3027
0.444,0.0002,-0.0002,11.3027
0.456,0.0002,-0.0002,11.3027
0.487,0.0003,-0.0002,11.3027
0.56,0.0003,-0.0002,11.3027
0.58,0.0003,-0.0003,11.3027
0.607,0.0003,-0.0002,11.3027
0.67,0.0002,-0.0002,11.3027
0.674,0.0002,-0.0002,11.3027
0.7,0.0002,-0.0002,11.3027
0.738,0.0003,-0.0002,11.3027
0.763,0.0003,-0.0002,11.3027
0.8,0.0003,-0.0002,11.3027
0.832,0.0003,-0.0002,11.3027
0.844,0.0003,-0.0002,11.3027
0.875,0.0003,-0.0002,11.3027
0.911,0.0003,-0.0002,11.3026
0.953,0.0003,-0.0002,11.3026
0.988,0.0003,-0.0002,11.3026
1.034,0.0003,-0.0002,11.3026
1.063,0.0003,-0.0003,11.3027
1.103,0.0003,-0.0002,11.3027
1.129,0.0003,-0.0002,11.3027
1.168,0.0003,-0.0002,11.3027
1.204,0.0003,-0.0002,11.3027
1.26,0.0003,-0.0002,11.3027
1.27,0.0002,-0.0003,11.3027
1.304,0.0003,-0.0002,11.3027
1.365,0.0002,-0.0002,11.3028
1.376,0.0002,-0.0002,11.3027
1.418,0.0002,-0.0002,11.3027
1.45,0.0002,-0.0002,11.3027
1.495,0.0002,-0.0003,11.3027
1.511,0.0002,-0.0002,11.3027
1.555,0.0002,-0.0003,11.3027
1.603,0.0002,-0.0003,11.3027
1.629,0.0002,-0.0002,11.3027
1.665,0.0002,-0.0002,11.3027
1.693,0.0002,-0.0002,11.3027
1.721,0.0002,-0.0002,11.3027
1.753,0.0002,-0.0003,11.3027
1.811,0.0002,-0.0003,11.3027
1.837,0.0002,-0.0003,11.3027
1.876,0.0002,-0.0003,11.3027
1.912,0.0002,-0.0003,11.3027
1.93,0.0002,-0.0003,11.3027
1.95,0.0003,-0.0003,11.3027
1.999,0.0002,-0.0004,11.3027
2.018,0.0002,-0.0003,11.3027
2.062,0.0001,-0.0004,11.3028
2.076,0.0002,-0.0004,11.3027
2.099,0.0001,-0.0003,11.3028
2.138,0.0001,-0.0003,11.3028
2.161,0.0001,-0.0003,11.3028
2.208,0.0001,-0.0003,11.3028
2.255,0.0002,-0.0003,11.3028
2.28,0.0002,-0.0003,11.3028
2.318,0.0001,-0.0003,11.3028
2.351,0.0001,-0.0003,11.3028
2.385,0.0002,-0.0003,11.3027
2.415,0.0002,-0.0003,11.3027
2.438,0.0002,-0.0003,11.3027
2.457,0.0002,-0.0004,11.3027
2.497,0.0002,-0.0003,11.3027
2.535,0.0002,-0.0004,11.3027
2.58,0.0002,-0.0004,11.3027
2.604,0.0002,-0.0003,11.3027
2.637,0.0002,-0.0003,11.3027
2.678,0.0003,-0.0003,11.3026
2.728,0.0003,-0.0003,11.3026
2.778,0.0002,-0.0003,11.3027
2.793,0.0002,-0.0003,11.3027
2.822,0.0002,-0.0003,11.3027
2.858,0.0002,-0.0003,11.3027
2.886,0.0002,-0.0003,11.3027
