time_s,x_m,y_m,dist_to_goal_m
0.09,0.0001,-0.0,9.3096
0.105,0.0001,-0.0,9.3096
0.154,0.0001,-0.0,9.3096
0.21,-0.0,0.0,9.3097
0.25,0.0,0.0,9.3096
0.28,0.0,0.0,9.3097
0.289,-0.0,0.0,9.3097
0.432,-0.0,0.0,9.3097
0.489,-0.0001,0.0001,9.3098
0.506,-0.0001,0.0001,9.3097
0.563,-0.0,0.0001,9.3097
0.582,-0.0,0.0001,9.3097
0.632,-0.0,0.0001,9.3097
0.702,-0.0,0.0002,9.3097
0.759,-0.0,0.0001,9.3097
0.797,-0.0,0.0001,9.3097
0.847,-0.0001,0.0001,9.3098
0.878,-0.0001,0.0001,9.3098
0.898,-0.0001,0.0001,9.3098
0.978,-0.0,0.0001,9.3097
1.046,0.0,0.0,9.3096
1.063,0.0,0.0001,9.3096
1.112,-0.0,0.0001,9.3097
1.148,0.0,0.0001,9.3096
1.185,0.0,0.0001,9.3096
1.203,0.0,0.0001,9.3096
1.225,-0.0,0.0,9.3097
1.265,0.0,0.0,9.3096
1.295,-0.0,0.0001,9.3097
1.318,-0.0,0.0,9.3097
1.364,0.0001,0.0001,9.3096
1.389,0.0,0.0001,9.3096
1.421,0.0001,0.0001,9.3096
1.45,0.0001,0.0001,9.3096
1.482,-0.0,0.0001,9.3097
1.517,-0.0,0.0001,9.3097
1.551,-0.0001,0.0001,9.3097
1.561,-0.0001,0.0001,9.3097
1.584,-0.0001,0.0001,9.3097
1.634,-0.0001,0.0001,9.3097
1.654,-0.0,0.0001,9.3097
1.685,-0.0001,0.0001,9.3098
1.736,-0.0001,0.0001,9.3097
1.764,-0.0001,0.0001,9.3098
1.823,-0.0001,0.0001,9.3098
1.86,0.0,0.0001,9.3096
1.894,-0.0,0.0001,9.3097
1.945,0.0,0.0001,9.3096
1.984,0.0,0.0001,9.3097
2.013,-0.0001,0.0001,9.3097
2.039,-0.0,0.0001,9.3097
2.07,-0.0,0.0001,9.3097
2.093,-0.0,0.0001,9.3097
2.119,-0.0,0.0001,9.3097
2.17,-0.0,0.0001,9.3097
2.232,-0.0,0.0001,9.3097
2.234,-0.0,0.0001,9.3097
2.289,0.0,0.0002,9.3096
2.311,-0.0,0.0002,9.3097
2.336,0.0,0.0001,9.3096
2.37,0.0,0.0001,9.3096
2.414,-0.0001,0.0001,9.3097
2.461,-0.0,0.0001,9.3097
2.492,-0.0001,0.0001,9.3097
2.505,-0.0001,0.0001,9.3097
2.546,-0.0001,0.0001,9.3097
2.598,-0.0001,0.0001,9.3097
2.621,-0.0,0.0001,9.3097
2.654,-0.0,0.0001,9.3097
2.705,-0.0001,0.0001,9.3098
2.747,-0.0001,0.0001,9.3098
2.798,-0.0,0.0001,9.3097
2.804,-0.0,0.0001,9.3097
2.815,0.0,0.0001,9.3096
2.867,0.0,0.0001,9.3096
2.891,-0.0,0.0001,9.3097
2.938,0.0,0.0001,9.3097
2.964,0.0001,0.0002,9.3096
2.994,0.0,0.0002,9.3096
3.02,0.0001,0.0002,9.3096
3.036,0.0,0.0001,9.3096
3.056,0.0001,0.0002,9.3096
3.104,-0.0,0.0001,9.3097
3.136,0.0,0.0001,9.3096
3.176,-0.0001,0.0002,9.3097
3.209,-0.0001,0.0002,9.3097
3.246,-0.0,0.0002,9.3097
3.289,-0.0,0.0002,9.3097
3.346,-0.0,0.0001,9.3097
3.361,-0.0,0.0002,9.3097
3.415,-0.0001,0.0002,9.3098
3.453,-0.0001,0.0002,9.3097
3.497,-0.0,0.0002,9.3097
3.518,-0.0001,0.0002,9.3097
3.551,-0.0001,0.0002,9.3097
3.583,-0.0001,0.0001,9.3097
3.62,-0.0001,0.0001,9.3097
3.657,-0.0001,0.0002,9.3097
3.711,-0.0001,0.0002,9.3097
3.743,-0.0,0.0001,9.3097
3.769,-0.0,0.0002,9.3097
3.792,-0.0001,0.0001,9.3097
3.84,-0.0001,0.0001,9.3097
3.878,-0.0,0.0002,9.3097
3.904,-0.0,0.0002,9.3097
3.922,0.0001,0.0002,9.3095
3.949,0.0001,0.0001,9.3095
3.964,0.0001,0.0002,9.3096
4.012,0.0001,0.0001,9.3095
4.032,0.0001,0.0001,9.3095
4.072,0.0001,0.0002,9.3095
4.115,0.0001,0.0001,9.3096
4.143,0.0002,0.0002,9.3094
4.178,0.0002,0.0002,9.3095
4.206,0.0002,0.0002,9.3094
4.231,0.0001,0.0001,9.3095
4.244,0.0002,0.0001,9.3095
4.28,0.0001,0.0002,9.3095
4.32,0.0001,0.0002,9.3095
4.358,0.0001,0.0002,9.3095
4.411,0.0001,0.0002,9.3095
4.437,0.0001,0.0001,9.3096
4.461,0.0001,0.0002,9.3096
4.488,0.0001,0.0001,9.3096
4.516,0.0001,0.0002,9.3096
4.532,0.0001,0.0002,9.3096
4.593,0.0001,0.0002,9.3096
4.601,0.0001,0.0002,9.3096
4.632,0.0001,0.0001,9.3096
4.671,0.0001,0.0002,9.3096
4.698,0.0,0.0001,9.3096
4.73,-0.0,0.0002,9.3097
4.754,0.0,0.0001,9.3096
4.786,0.0,0.0002,9.3097
4.821,-0.0,0.0002,9.3097
4.852,-0.0,0.0001,9.3097
4.899,-0.0,0.0002,9.3097
4.922,-0.0001,0.0001,9.3097
4.954,-0.0001,0.0001,9.3097
5.017,-0.0,0.0002,9.3097
5.051,-0.0001,0.0001,9.3097
5.085,-0.0,0.0001,9.3097
5.112,-0.0,0.0001,9.3097
5.141,-0.0001,0.0,9.3097
5.175,-0.0,0.0001,9.3097
5.197,-0.0001,0.0001,9.3097
5.231,-0.0001,0.0001,9.3097
5.266,-0.0,0.0001,9.3097
5.28,-0.0,0.0,9.3097
5.307,0.0,0.0001,9.3096
5.337,-0.0,0.0,9.3097
5.39,-0.0,0.0,9.3097
5.431,-0.0001,0.0,9.3098
5.454,-0.0001,0.0,9.3098
5.485,-0.0001,0.0001,9.3097
5.516,-0.0001,0.0001,9.3097
5.548,-0.0001,0.0001,9.3097
5.571,-0.0001,0.0,9.3098
5.597,-0.0001,0.0001,9.3097
5.655,-0.0001,0.0,9.3098
5.693,-0.0002,0.0,9.3098
5.731,-0.0002,0.0,9.3098
5.762,-0.0002,0.0,9.3098
5.804,-0.0002,0.0,9.3098
5.824,-0.0001,0.0,9.3098
5.851,-0.0001,0.0,9.3098
5.891,-0.0002,0.0,9.3098
5.913,-0.0001,0.0,9.3098
5.926,-0.0002,0.0,9.3098
5.973,-0.0001,-0.0,9.3097
6.004,-0.0001,0.0,9.3098
6.064,-0.0001,-0.0001,9.3098
6.079,-0.0001,-0.0001,9.3097
6.106,-0.0002,-0.0001,9.3099
6.137,-0.0002,-0.0001,9.3099
6.166,-0.0002,-0.0,9.3098
6.178,-0.0001,-0.0,9.3098
6.211,-0.0002,-0.0,9.3098
6.251,-0.0002,-0.0001,9.3098
6.273,-0.0002,-0.0,9.3098
6.292,-0.0003,-0.0001,9.3099
6.345,-0.0003,-0.0001,9.3099
6.358,-0.0003,-0.0,9.3099
6.388,-0.0002,0.0,9.3099
6.415,-0.0003,-0.0,9.3099
6.451,-0.0001,-0.0,9.3098
6.489,-0.0002,0.0,9.3098
6.51,-0.0002,-0.0001,9.3098
6.589,-0.0002,-0.0001,9.3098
6.591,-0.0002,-0.0001,9.3099
6.603,-0.0002,-0.0001,9.3098
6.626,-0.0002,-0.0001,9.3099
6.661,-0.0001,-0.0001,9.3098
6.706,-0.0001,-0.0,9.3098
6.733,-0.0001,-0.0001,9.3098
6.775,-0.0001,-0.0001,9.3097
6.812,-0.0001,-0.0001,9.3098
6.833,-0.0001,-0.0001,9.3098
6.86,-0.0001,-0.0,9.3098
6.925,-0.0001,-0.0,9.3098
6.932,-0.0,-0.0001,9.3097
6.946,-0.0001,-0.0001,9.3098
6.967,-0.0,-0.0001,9.3097
7.012,-0.0001,-0.0001,9.3098
