time_s,x_m,y_m,dist_to_goal_m
0.168,0.0004,0.0,11.3026
0.171,0.0003,-0.0,11.3027
0.174,0.0004,-0.0,11.3026
0.177,0.0003,0.0,11.3027
0.219,0.0003,0.0,11.3027
0.242,0.0003,-0.0,11.3027
0.295,0.0003,-0.0,11.3027
0.354,0.0003,-0.0,11.3027
0.417,0.0003,0.0001,11.3028
0.419,0.0003,0.0,11.3027
0.456,0.0003,0.0001,11.3028
0.481,0.0003,-0.0,11.3027
0.502,0.0003,0.0,11.3027
0.536,0.0002,-0.0,11.3028
0.57,0.0003,-0.0,11.3028
0.606,0.0003,0.0001,11.3028
0.616,0.0003,0.0001,11.3028
0.649,0.0003,0.0001,11.3028
0.681,0.0003,0.0,11.3027
0.754,0.0003,0.0001,11.3028
0.796,0.0003,0.0001,11.3027
0.826,0.0003,0.0,11.3027
0.878,0.0003,0.0001,11.3027
0.91,0.0003,0.0001,11.3027
0.977,0.0003,0.0001,11.3027
1.028,0.0004,-0.0,11.3026
1.061,0.0004,0.0,11.3027
1.104,0.0004,0.0001,11.3026
1.131,0.0004,-0.0,11.3026
1.165,0.0005,0.0,11.3026
1.216,0.0004,0.0001,11.3026
1.247,0.0004,-0.0,11.3027
1.286,0.0004,-0.0,11.3026
1.35,0.0004,0.0001,11.3026
1.352,0.0004,0.0001,11.3026
1.394,0.0004,0.0,11.3026
1.422,0.0004,0.0,11.3026
1.449,0.0003,-0.0001,11.3027
1.49,0.0003,-0.0001,11.3027
1.535,0.0003,-0.0001,11.3027
1.538,0.0004,0.0,11.3026
1.556,0.0003,-0.0001,11.3027
1.643,0.0004,0.0,11.3026
1.672,0.0003,-0.0001,11.3027
1.726,0.0003,-0.0001,11.3027
1.743,0.0003,-0.0001,11.3027
1.755,0.0003,-0.0001,11.3027
1.782,0.0003,-0.0001,11.3027
1.826,0.0004,-0.0001,11.3026
1.874,0.0004,-0.0,11.3026
1.896,0.0005,-0.0001,11.3025
1.933,0.0005,-0.0001,11.3025
1.96,0.0005,-0.0001,11.3025
1.996,0.0005,-0.0001,11.3025
2.017,0.0005,-0.0001,11.3025
2.049,0.0005,-0.0001,11.3025
2.067,0.0005,-0.0001,11.3025
2.119,0.0005,-0.0001,11.3025
2.136,0.0005,-0.0001,11.3025
2.169,0.0005,-0.0001,11.3025
2.189,0.0005,-0.0001,11.3025
2.232,0.0005,-0.0,11.3025
2.267,0.0005,-0.0001,11.3025
2.305,0.0006,-0.0001,11.3025
2.337,0.0005,-0.0,11.3025
2.371,0.0006,-0.0001,11.3024
2.387,0.0006,-0.0001,11.3025
2.415,0.0006,-0.0001,11.3024
2.47,0.0006,-0.0001,11.3025
2.503,0.0006,0.0,11.3025
2.536,0.0006,-0.0001,11.3025
2.561,0.0006,0.0,11.3025
2.61,0.0005,-0.0001,11.3025
2.633,0.0005,-0.0001,11.3025
2.684,0.0005,-0.0001,11.3025
2.728,0.0005,-0.0,11.3025
2.765,0.0006,-0.0,11.3025
2.82,0.0006,-0.0001,11.3024
2.844,0.0006,-0.0,11.3024
2.862,0.0006,-0.0001,11.3024
2.888,0.0006,-0.0001,11.3024
2.927,0.0006,0.0,11.3024
2.947,0.0006,0.0,11.3024
2.991,0.0006,0.0,11.3024
3.012,0.0006,0.0,11.3024
3.041,0.0006,-0.0,11.3024
3.082,0.0006,0.0,11.3025
3.088,0.0006,-0.0,11.3024
3.138,0.0006,0.0001,11.3025
3.185,0.0005,0.0,11.3025
3.222,0.0006,0.0,11.3025
3.24,0.0006,0.0,11.3025
3.27,0.0005,-0.0001,11.3025
3.312,0.0006,0.0,11.3025
3.331,0.0005,-0.0,11.3025
