time_s,x_m,y_m,dist_to_goal_m
0.06,-0.0,0.0001,9.3097
0.085,-0.0,0.0001,9.3097
0.139,-0.0,0.0001,9.3097
0.141,0.0001,0.0001,9.3096
0.16,0.0,0.0001,9.3096
0.184,0.0001,0.0001,9.3096
0.213,0.0001,0.0001,9.3096
0.254,-0.0,0.0001,9.3097
0.295,-0.0,0.0001,9.3097
0.311,-0.0,0.0002,9.3097
0.357,-0.0,0.0002,9.3097
0.379,0.0,0.0001,9.3096
0.417,0.0,0.0001,9.3096
0.418,0.0,0.0001,9.3096
0.456,-0.0,0.0001,9.3097
0.497,-0.0,0.0001,9.3097
0.516,-0.0,0.0002,9.3097
0.59,-0.0,0.0002,9.3097
0.645,-0.0,0.0001,9.3097
0.682,-0.0001,0.0001,9.3097
0.695,-0.0,0.0001,9.3097
0.719,-0.0001,0.0001,9.3097
0.765,-0.0001,0.0001,9.3097
0.805,0.0,0.0001,9.3096
0.836,0.0,0.0002,9.3096
0.862,0.0001,0.0001,9.3096
0.9,0.0,0.0001,9.3096
0.912,0.0001,0.0001,9.3096
0.948,-0.0,0.0002,9.3097
0.98,-0.0,0.0001,9.3097
1.013,-0.0,0.0002,9.3097
1.047,-0.0,0.0002,9.3097
1.07,-0.0,0.0002,9.3097
1.131,-0.0,0.0002,9.3097
1.163,-0.0,0.0002,9.3097
1.195,-0.0,0.0001,9.3097
1.232,-0.0,0.0002,9.3097
1.27,-0.0,0.0002,9.3097
1.317,0.0001,0.0001,9.3096
1.345,0.0,0.0001,9.3096
1.393,-0.0,0.0001,9.3097
1.422,-0.0,0.0001,9.3097
1.444,-0.0,0.0002,9.3097
1.479,-0.0,0.0002,9.3097
1.518,0.0001,0.0002,9.3096
1.536,0.0,0.0002,9.3096
1.58,0.0,0.0002,9.3096
1.607,0.0,0.0002,9.3096
1.635,-0.0,0.0002,9.3097
1.68,-0.0,0.0002,9.3097
1.701,-0.0,0.0002,9.3097
1.73,-0.0,0.0001,9.3097
1.76,-0.0,0.0002,9.3097
1.815,-0.0001,0.0001,9.3097
1.818,-0.0,0.0001,9.3097
1.838,-0.0001,0.0001,9.3097
1.874,0.0,0.0001,9.3096
1.909,-0.0001,0.0001,9.3097
1.996,0.0,0.0001,9.3096
2.007,0.0,0.0001,9.3096
2.027,-0.0,0.0001,9.3097
2.041,-0.0,0.0001,9.3097
2.07,0.0,0.0001,9.3096
2.108,-0.0,0.0001,9.3097
2.139,0.0001,0.0001,9.3096
2.164,0.0001,0.0001,9.3096
2.199,0.0001,0.0,9.3096
2.225,-0.0,0.0,9.3097
2.258,0.0,0.0,9.3096
2.285,0.0,0.0001,9.3096
2.34,-0.0,0.0001,9.3097
2.386,0.0001,0.0,9.3096
2.399,0.0001,0.0001,9.3096
2.439,0.0001,0.0,9.3096
2.459,0.0001,0.0,9.3096
2.471,0.0001,0.0,9.3096
2.532,0.0001,0.0,9.3096
2.556,0.0002,0.0,9.3095
2.588,0.0002,0.0,9.3095
2.626,0.0002,0.0,9.3095
2.663,0.0002,0.0,9.3095
2.708,0.0002,-0.0,9.3095
2.714,0.0002,-0.0,9.3095
2.737,0.0001,0.0001,9.3095
2.767,0.0002,0.0,9.3095
2.784,0.0001,0.0,9.3095
2.821,0.0002,-0.0,9.3095
2.869,0.0002,-0.0,9.3095
2.889,0.0002,-0.0,9.3095
2.952,0.0002,-0.0,9.3095
2.977,0.0002,0.0001,9.3095
3.027,0.0002,0.0,9.3094
3.048,0.0002,0.0,9.3094
3.084,0.0002,-0.0,9.3094
3.092,0.0002,0.0,9.3094
3.147,0.0002,0.0001,9.3094
3.178,0.0002,0.0,9.3095
3.231,0.0002,0.0001,9.3095
3.25,0.0002,0.0001,9.3095
3.278,0.0002,0.0,9.3094
3.295,0.0002,0.0,9.3094
3.331,0.0002,0.0,9.3095
3.37,0.0002,0.0,9.3095
3.399,0.0002,0.0001,9.3095
3.431,0.0002,0.0001,9.3095
3.453,0.0002,0.0001,9.3095
3.492,0.0002,0.0001,9.3095
3.517,0.0002,0.0,9.3095
3.532,0.0001,0.0,9.3096
3.554,0.0001,-0.0,9.3096
3.589,0.0001,0.0001,9.3096
3.622,0.0001,0.0001,9.3096
3.667,0.0002,0.0001,9.3095
3.696,0.0002,0.0001,9.3095
3.723,0.0001,0.0,9.3095
3.743,0.0001,0.0,9.3096
3.779,0.0001,0.0,9.3095
3.815,0.0001,0.0001,9.3096
3.861,0.0001,0.0,9.3096
3.884,0.0001,0.0001,9.3096
3.923,0.0001,0.0001,9.3096
3.962,0.0001,0.0,9.3095
3.976,0.0001,-0.0,9.3095
3.995,0.0001,0.0,9.3095
4.034,0.0001,0.0,9.3096
4.065,0.0001,0.0,9.3096
4.091,0.0001,0.0001,9.3096
4.135,0.0001,0.0001,9.3096
4.166,0.0001,0.0,9.3096
4.209,0.0001,0.0,9.3096
4.258,0.0001,0.0,9.3096
4.263,0.0001,0.0,9.3096
4.292,0.0001,0.0001,9.3096
4.307,0.0001,0.0001,9.3095
4.324,0.0001,0.0001,9.3096
4.362,0.0001,0.0,9.3095
4.402,0.0001,0.0001,9.3095
4.424,0.0001,0.0,9.3095
4.471,0.0001,0.0,9.3095
4.51,0.0001,0.0001,9.3095
4.532,0.0001,0.0001,9.3095
4.559,0.0001,0.0001,9.3096
4.581,0.0001,0.0,9.3095
4.609,0.0001,0.0001,9.3095
4.642,0.0001,0.0,9.3095
