time_s,x_m,y_m,dist_to_goal_m
0.073,-0.0005,-0.0001,9.3102
0.082,-0.0005,-0.0001,9.3102
0.119,-0.0005,-0.0,9.3102
0.147,-0.0005,-0.0001,9.3102
0.191,-0.0005,-0.0001,9.3102
0.233,-0.0005,-0.0001,9.3102
0.267,-0.0005,-0.0001,9.3102
0.31,-0.0005,-0.0,9.3101
0.335,-0.0005,-0.0001,9.3101
0.371,-0.0005,-0.0,9.3102
0.407,-0.0005,-0.0,9.3102
0.436,-0.0005,-0.0001,9.3102
0.47,-0.0005,-0.0001,9.3102
0.498,-0.0005,-0.0001,9.3102
0.518,-0.0006,-0.0,9.3102
0.55,-0.0005,-0.0001,9.3102
0.589,-0.0005,-0.0,9.3102
0.612,-0.0005,-0.0,9.3102
0.655,-0.0006,-0.0001,9.3102
0.678,-0.0005,-0.0001,9.3102
0.717,-0.0006,-0.0001,9.3102
0.755,-0.0006,-0.0001,9.3102
0.787,-0.0006,-0.0,9.3102
0.832,-0.0005,-0.0,9.3102
0.865,-0.0006,-0.0001,9.3102
0.887,-0.0006,-0.0001,9.3102
0.914,-0.0005,-0.0001,9.3102
0.938,-0.0005,-0.0001,9.3101
0.955,-0.0005,-0.0001,9.3102
0.995,-0.0005,-0.0,9.3102
1.03,-0.0005,-0.0001,9.3101
1.042,-0.0006,-0.0001,9.3102
1.109,-0.0006,-0.0001,9.3102
1.14,-0.0005,-0.0001,9.3102
1.169,-0.0005,-0.0001,9.3102
1.192,-0.0005,-0.0001,9.3102
1.241,-0.0005,-0.0001,9.3102
1.266,-0.0005,-0.0001,9.3102
1.289,-0.0006,-0.0001,9.3102
1.315,-0.0005,-0.0001,9.3102
1.343,-0.0005,-0.0002,9.3102
1.383,-0.0006,-0.0002,9.3102
1.419,-0.0005,-0.0002,9.3102
1.453,-0.0005,-0.0002,9.3102
1.464,-0.0006,-0.0001,9.3102
1.522,-0.0006,-0.0001,9.3102
1.563,-0.0006,-0.0002,9.3102
1.585,-0.0006,-0.0002,9.3102
1.599,-0.0005,-0.0002,9.3102
1.625,-0.0005,-0.0002,9.3102
1.66,-0.0005,-0.0002,9.3102
1.704,-0.0005,-0.0001,9.3102
1.742,-0.0005,-0.0001,9.3102
1.775,-0.0006,-0.0001,9.3103
1.808,-0.0006,-0.0001,9.3103
1.84,-0.0005,-0.0002,9.3102
1.876,-0.0005,-0.0002,9.3102
1.898,-0.0005,-0.0002,9.3102
1.922,-0.0005,-0.0001,9.3102
1.951,-0.0005,-0.0002,9.3102
2.03,-0.0006,-0.0001,9.3102
2.056,-0.0006,-0.0002,9.3103
2.084,-0.0006,-0.0002,9.3103
2.106,-0.0006,-0.0002,9.3103
2.147,-0.0006,-0.0002,9.3103
2.157,-0.0006,-0.0002,9.3103
2.206,-0.0007,-0.0001,9.3103
2.233,-0.0007,-0.0002,9.3103
2.27,-0.0007,-0.0002,9.3103
2.294,-0.0007,-0.0002,9.3103
2.332,-0.0007,-0.0002,9.3103
