time_s,x_m,y_m,dist_to_goal_m
0.061,0.0001,0.0001,5.3818
0.097,0.0001,0.0001,5.3817
0.125,0.0001,0.0001,5.3817
0.161,0.0001,0.0001,5.3817
0.182,0.0001,0.0001,5.3817
0.205,0.0,0.0001,5.3818
0.237,0.0,0.0001,5.3818
0.263,-0.0,0.0001,5.3818
0.284,0.0001,0.0001,5.3817
0.34,0.0,0.0001,5.3818
0.39,0.0001,0.0,5.3817
0.398,0.0001,0.0001,5.3818
0.475,0.0001,0.0,5.3818
0.507,0.0001,0.0001,5.3817
0.535,0.0001,0.0001,5.3817
0.582,0.0001,0.0001,5.3817
0.629,0.0001,0.0001,5.3817
0.646,0.0,0.0001,5.3818
0.67,0.0,0.0001,5.3818
0.718,0.0,0.0001,5.3818
0.761,-0.0,0.0001,5.3818
0.807,0.0001,0.0001,5.3818
0.846,0.0,0.0001,5.3818
0.869,0.0,0.0001,5.3818
0.882,0.0001,0.0001,5.3818
0.904,-0.0001,0.0001,5.3819
0.929,-0.0,0.0001,5.3819
0.963,-0.0001,0.0002,5.3819
0.995,-0.0001,0.0002,5.3819
1.025,0.0,0.0002,5.3818
1.045,0.0,0.0001,5.3819
1.067,0.0,0.0002,5.3818
1.132,-0.0001,0.0002,5.3819
1.145,-0.0,0.0001,5.3819
1.183,-0.0001,0.0002,5.3819
1.215,-0.0001,0.0002,5.3819
1.24,0.0,0.0002,5.3819
1.3,-0.0,0.0002,5.3819
1.342,-0.0,0.0001,5.3819
1.366,-0.0,0.0001,5.3819
1.392,-0.0,0.0002,5.3819
1.44,-0.0,0.0002,5.3819
1.467,0.0,0.0002,5.3819
1.504,-0.0,0.0002,5.3819
1.537,0.0,0.0002,5.3818
1.562,0.0,0.0002,5.3818
1.581,-0.0,0.0002,5.3819
1.626,-0.0,0.0002,5.3819
1.649,-0.0,0.0002,5.3819
1.691,0.0,0.0002,5.3819
1.738,0.0,0.0002,5.3819
1.761,-0.0,0.0001,5.3819
1.789,0.0,0.0002,5.3819
1.839,-0.0,0.0002,5.3819
1.875,-0.0,0.0002,5.3819
1.895,-0.0,0.0002,5.3819
1.913,-0.0,0.0002,5.3819
1.962,0.0,0.0002,5.3818
1.993,0.0,0.0002,5.3818
2.029,0.0,0.0001,5.3818
2.069,0.0,0.0001,5.3818
2.096,-0.0,0.0002,5.3819
2.138,-0.0,0.0002,5.3819
2.172,0.0001,0.0002,5.3818
2.206,0.0001,0.0002,5.3818
2.234,0.0001,0.0002,5.3818
2.264,0.0001,0.0001,5.3818
2.299,0.0001,0.0002,5.3818
2.31,0.0001,0.0002,5.3818
2.35,0.0001,0.0002,5.3818
2.392,0.0002,0.0002,5.3817
2.421,0.0001,0.0002,5.3817
2.449,0.0002,0.0001,5.3816
2.473,0.0002,0.0001,5.3816
2.51,0.0002,0.0001,5.3817
2.558,0.0002,0.0001,5.3817
2.561,0.0002,0.0002,5.3817
2.596,0.0002,0.0001,5.3816
2.607,0.0002,0.0002,5.3817
2.638,0.0003,0.0001,5.3816
2.696,0.0003,0.0001,5.3816
2.711,0.0003,0.0001,5.3816
2.743,0.0002,0.0002,5.3817
2.758,0.0002,0.0001,5.3817
2.796,0.0003,0.0002,5.3817
2.83,0.0002,0.0002,5.3817
2.855,0.0002,0.0002,5.3817
2.889,0.0003,0.0002,5.3816
2.921,0.0002,0.0001,5.3816
2.967,0.0002,0.0001,5.3817
3.03,0.0002,0.0002,5.3817
3.064,0.0002,0.0002,5.3817
3.085,0.0003,0.0002,5.3816
3.109,0.0003,0.0002,5.3816
3.12,0.0003,0.0002,5.3816
3.164,0.0002,0.0002,5.3817
3.189,0.0003,0.0002,5.3816
3.22,0.0002,0.0002,5.3817
3.254,0.0002,0.0002,5.3817
3.294,0.0002,0.0002,5.3817
3.334,0.0002,0.0002,5.3817
3.358,0.0002,0.0002,5.3817
3.383,0.0001,0.0002,5.3817
3.396,0.0002,0.0002,5.3817
3.441,0.0002,0.0002,5.3817
3.461,0.0001,0.0002,5.3817
3.481,0.0002,0.0002,5.3817
3.533,0.0002,0.0002,5.3817
3.568,0.0003,0.0002,5.3816
3.61,0.0003,0.0002,5.3816
3.641,0.0002,0.0002,5.3817
3.682,0.0002,0.0002,5.3817
3.717,0.0001,0.0002,5.3817
3.759,0.0002,0.0002,5.3817
3.8,0.0002,0.0001,5.3817
3.825,0.0002,0.0002,5.3817
3.861,0.0002,0.0001,5.3817
3.897,0.0002,0.0001,5.3817
3.929,0.0001,0.0002,5.3817
3.97,0.0002,0.0002,5.3817
3.986,0.0002,0.0002,5.3817
4.013,0.0002,0.0002,5.3817
4.041,0.0003,0.0002,5.3816
4.066,0.0002,0.0001,5.3817
4.097,0.0002,0.0002,5.3817
4.124,0.0001,0.0001,5.3817
4.182,0.0001,0.0001,5.3818
4.221,0.0001,0.0002,5.3817
4.24,0.0001,0.0002,5.3817
4.272,0.0002,0.0001,5.3817
4.301,0.0002,0.0001,5.3817
4.328,0.0001,0.0001,5.3817
4.355,0.0001,0.0002,5.3818
4.378,0.0002,0.0001,5.3817
4.41,0.0001,0.0002,5.3817
4.45,0.0002,0.0002,5.3817
4.486,0.0002,0.0002,5.3817
4.517,0.0002,0.0002,5.3817
4.544,0.0002,0.0002,5.3817
4.581,0.0002,0.0002,5.3817
4.651,0.0002,0.0002,5.3817
4.684,0.0002,0.0002,5.3817
4.704,0.0002,0.0002,5.3817
4.729,0.0002,0.0002,5.3817
4.764,0.0002,0.0002,5.3817
4.799,0.0002,0.0002,5.3817
4.822,0.0001,0.0002,5.3818
4.84,0.0002,0.0002,5.3817
4.858,0.0001,0.0002,5.3817
4.895,0.0002,0.0003,5.3817
4.932,0.0002,0.0002,5.3817
4.968,0.0003,0.0002,5.3816
5.015,0.0003,0.0003,5.3817
5.038,0.0003,0.0002,5.3816
5.086,0.0003,0.0002,5.3816
5.11,0.0002,0.0003,5.3817
5.134,0.0002,0.0002,5.3817
5.159,0.0003,0.0003,5.3817
5.19,0.0003,0.0003,5.3816
5.218,0.0003,0.0003,5.3817
5.265,0.0003,0.0002,5.3816
5.28,0.0003,0.0002,5.3816
5.323,0.0003,0.0003,5.3817
5.35,0.0003,0.0003,5.3817
5.39,0.0003,0.0003,5.3816
5.421,0.0003,0.0003,5.3816
5.444,0.0003,0.0002,5.3816
5.458,0.0003,0.0002,5.3816
5.506,0.0003,0.0002,5.3816
5.535,0.0002,0.0002,5.3817
5.558,0.0003,0.0002,5.3817
