time_s,x_m,y_m,dist_to_goal_m
0.096,0.0003,-0.0001,8.9903
0.098,0.0003,-0.0001,8.9903
0.139,0.0003,-0.0001,8.9903
0.174,0.0003,-0.0001,8.9903
0.193,0.0003,-0.0001,8.9903
0.227,0.0003,-0.0001,8.9903
0.265,0.0003,-0.0001,8.9903
0.305,0.0002,-0.0001,8.9904
0.329,0.0003,-0.0001,8.9904
0.365,0.0002,-0.0001,8.9904
0.398,0.0002,-0.0001,8.9904
0.439,0.0003,-0.0001,8.9903
0.475,0.0003,-0.0001,8.9903
0.517,0.0002,-0.0001,8.9904
0.54,0.0002,-0.0001,8.9904
0.575,0.0002,-0.0001,8.9904
0.61,0.0002,-0.0001,8.9905
0.627,0.0002,-0.0001,8.9904
0.665,0.0002,-0.0001,8.9904
0.675,0.0002,-0.0001,8.9904
0.763,0.0002,-0.0001,8.9905
0.781,0.0001,-0.0001,8.9905
0.822,0.0001,-0.0001,8.9905
0.853,0.0002,-0.0001,8.9904
0.901,0.0002,-0.0001,8.9904
0.932,0.0002,-0.0001,8.9904
0.958,0.0002,-0.0001,8.9904
0.982,0.0001,-0.0002,8.9905
1.021,0.0002,-0.0001,8.9904
1.044,0.0001,-0.0002,8.9905
1.088,0.0002,-0.0001,8.9904
1.104,0.0002,-0.0001,8.9904
1.139,0.0002,-0.0001,8.9904
1.186,0.0002,-0.0001,8.9904
1.226,0.0001,-0.0001,8.9905
1.273,0.0002,-0.0001,8.9905
1.3,0.0001,-0.0001,8.9905
1.361,0.0001,-0.0001,8.9905
1.37,0.0001,-0.0001,8.9905
1.407,0.0001,-0.0001,8.9905
1.443,0.0001,-0.0001,8.9905
1.473,0.0001,-0.0001,8.9905
1.507,0.0001,-0.0001,8.9905
1.519,0.0001,-0.0001,8.9905
1.534,0.0001,-0.0,8.9904
1.588,0.0001,-0.0,8.9904
1.628,0.0001,-0.0001,8.9905
1.661,0.0001,-0.0001,8.9905
1.734,0.0001,-0.0001,8.9905
1.746,0.0001,-0.0001,8.9905
1.796,0.0001,-0.0,8.9904
1.853,0.0001,-0.0,8.9904
1.861,0.0,-0.0001,8.9906
1.88,0.0,-0.0001,8.9905
1.895,0.0,-0.0001,8.9906
1.948,0.0,-0.0001,8.9906
1.984,0.0001,-0.0,8.9905
2.016,0.0001,-0.0,8.9905
2.054,0.0001,-0.0001,8.9905
2.089,0.0001,-0.0001,8.9905
2.123,-0.0,-0.0001,8.9906
2.154,-0.0,-0.0001,8.9906
2.181,-0.0,-0.0,8.9906
2.222,0.0,-0.0,8.9905
2.245,-0.0,-0.0,8.9906
2.292,0.0,-0.0001,8.9906
2.324,0.0,-0.0001,8.9906
2.349,-0.0,-0.0001,8.9906
2.397,-0.0,-0.0001,8.9906
2.429,-0.0,-0.0001,8.9906
2.453,-0.0,-0.0001,8.9906
2.481,-0.0,-0.0001,8.9906
2.515,-0.0,-0.0001,8.9906
2.546,-0.0001,-0.0002,8.9907
2.586,-0.0001,-0.0002,8.9907
2.626,-0.0001,-0.0001,8.9907
2.662,-0.0001,-0.0001,8.9907
2.705,-0.0,-0.0001,8.9906
2.761,-0.0,-0.0001,8.9906
2.784,-0.0001,-0.0002,8.9907
2.797,-0.0001,-0.0002,8.9907
2.837,-0.0001,-0.0002,8.9907
2.86,-0.0001,-0.0002,8.9907
2.896,-0.0,-0.0001,8.9906
2.937,-0.0,-0.0001,8.9906
2.961,-0.0,-0.0001,8.9906
2.982,-0.0001,-0.0002,8.9907
3.024,-0.0,-0.0002,8.9906
3.069,-0.0001,-0.0002,8.9907
3.106,-0.0,-0.0001,8.9906
3.116,0.0,-0.0001,8.9906
3.146,-0.0,-0.0001,8.9906
3.178,0.0,-0.0001,8.9906
3.216,0.0,-0.0001,8.9906
3.269,0.0,-0.0002,8.9906
3.292,0.0,-0.0002,8.9906
3.318,0.0001,-0.0001,8.9905
3.344,0.0001,-0.0001,8.9905
3.381,0.0001,-0.0001,8.9905
3.418,0.0001,-0.0001,8.9905
3.448,0.0001,-0.0002,8.9905
3.514,0.0001,-0.0002,8.9905
3.54,0.0,-0.0002,8.9906
3.566,0.0,-0.0002,8.9906
3.597,0.0001,-0.0001,8.9905
3.625,0.0001,-0.0001,8.9905
3.644,0.0001,-0.0002,8.9906
