time_s,x_m,y_m,dist_to_goal_m
0.174,-0.0002,0.0,3.4152
0.177,-0.0002,-0.0,3.4152
0.18,-0.0002,-0.0,3.4151
0.193,-0.0002,-0.0,3.4152
0.234,-0.0002,-0.0,3.4152
0.274,-0.0002,0.0,3.4152
0.288,-0.0002,-0.0,3.4151
0.305,-0.0002,0.0,3.4152
0.347,-0.0002,-0.0,3.4152
0.388,-0.0002,-0.0,3.4152
0.422,-0.0002,-0.0,3.4152
0.449,-0.0002,-0.0,3.4152
0.483,-0.0003,0.0,3.4153
0.515,-0.0003,0.0,3.4152
0.522,-0.0003,0.0,3.4152
0.561,-0.0002,-0.0,3.4152
0.581,-0.0002,0.0,3.4152
0.621,-0.0002,-0.0,3.4152
0.65,-0.0002,-0.0001,3.4152
0.677,-0.0003,-0.0,3.4153
0.711,-0.0003,-0.0,3.4153
0.744,-0.0003,0.0,3.4152
0.787,-0.0003,0.0,3.4152
0.823,-0.0003,-0.0,3.4152
0.858,-0.0003,-0.0,3.4152
0.863,-0.0003,-0.0001,3.4153
0.896,-0.0003,-0.0,3.4153
0.928,-0.0003,-0.0001,3.4153
0.962,-0.0002,-0.0,3.4152
1.008,-0.0003,-0.0,3.4152
1.038,-0.0002,-0.0001,3.4152
1.063,-0.0002,-0.0001,3.4152
1.114,-0.0003,-0.0001,3.4153
1.161,-0.0003,-0.0001,3.4153
1.178,-0.0003,-0.0,3.4153
1.204,-0.0003,-0.0,3.4153
1.218,-0.0002,-0.0,3.4152
1.261,-0.0002,-0.0,3.4152
1.301,-0.0002,-0.0,3.4152
1.331,-0.0002,-0.0,3.4152
1.342,-0.0003,-0.0001,3.4153
1.381,-0.0003,0.0,3.4152
1.403,-0.0003,-0.0,3.4153
1.437,-0.0003,-0.0,3.4152
1.48,-0.0003,0.0,3.4152
1.508,-0.0003,-0.0,3.4152
1.562,-0.0003,-0.0,3.4152
1.583,-0.0003,-0.0,3.4153
1.611,-0.0003,-0.0,3.4153
1.64,-0.0003,-0.0,3.4153
1.678,-0.0003,0.0,3.4152
1.696,-0.0003,0.0,3.4153
1.722,-0.0002,-0.0,3.4152
1.786,-0.0003,0.0,3.4152
1.817,-0.0003,0.0,3.4152
1.827,-0.0003,0.0,3.4152
1.856,-0.0003,0.0001,3.4152
1.906,-0.0003,0.0001,3.4152
1.942,-0.0002,0.0001,3.4151
1.978,-0.0002,0.0001,3.4151
2.006,-0.0002,0.0,3.4152
2.042,-0.0002,0.0,3.4152
2.075,-0.0003,0.0001,3.4152
2.119,-0.0003,0.0001,3.4152
2.141,-0.0003,0.0001,3.4152
2.154,-0.0003,0.0,3.4152
2.186,-0.0003,0.0001,3.4152
2.223,-0.0003,0.0,3.4153
2.262,-0.0003,0.0,3.4152
2.285,-0.0004,0.0,3.4154
2.33,-0.0004,0.0,3.4154
2.363,-0.0004,0.0,3.4153
2.401,-0.0004,0.0001,3.4153
2.433,-0.0004,-0.0,3.4153
2.453,-0.0004,-0.0,3.4153
2.478,-0.0004,-0.0,3.4153
2.512,-0.0004,0.0,3.4154
2.536,-0.0004,-0.0,3.4153
2.574,-0.0004,0.0,3.4153
2.601,-0.0004,0.0,3.4153
2.637,-0.0004,-0.0,3.4153
2.671,-0.0004,-0.0,3.4153
2.709,-0.0003,-0.0,3.4153
2.752,-0.0003,-0.0,3.4153
2.791,-0.0004,0.0,3.4154
2.826,-0.0004,0.0,3.4154
2.876,-0.0004,0.0,3.4153
2.898,-0.0004,0.0,3.4153
2.963,-0.0003,0.0,3.4153
2.968,-0.0003,0.0,3.4153
3.027,-0.0004,0.0001,3.4153
3.039,-0.0004,0.0001,3.4153
3.069,-0.0003,0.0001,3.4152
3.123,-0.0003,0.0001,3.4152
3.135,-0.0003,0.0,3.4152
3.169,-0.0003,0.0,3.4152
3.201,-0.0003,0.0001,3.4152
3.243,-0.0003,0.0001,3.4152
3.269,-0.0003,0.0001,3.4152
3.286,-0.0003,0.0001,3.4152
3.314,-0.0003,0.0001,3.4152
3.356,-0.0003,0.0001,3.4152
3.378,-0.0003,0.0001,3.4152
3.416,-0.0003,0.0001,3.4153
3.436,-0.0003,0.0001,3.4152
3.466,-0.0003,0.0001,3.4152
3.505,-0.0003,0.0002,3.4151
3.516,-0.0003,0.0001,3.4152
3.551,-0.0002,0.0001,3.4151
3.592,-0.0002,0.0001,3.4151
3.629,-0.0003,0.0001,3.4152
3.662,-0.0003,0.0001,3.4152
3.691,-0.0003,0.0001,3.4152
3.722,-0.0003,0.0001,3.4152
3.765,-0.0003,0.0001,3.4152
3.788,-0.0002,0.0001,3.4151
3.805,-0.0003,0.0001,3.4152
3.834,-0.0003,0.0001,3.4152
3.862,-0.0003,0.0001,3.4152
3.914,-0.0003,0.0001,3.4152
3.949,-0.0003,0.0001,3.4152
3.978,-0.0003,0.0001,3.4151
4.002,-0.0003,0.0001,3.4152
4.038,-0.0002,0.0001,3.4151
4.105,-0.0002,0.0001,3.4151
4.131,-0.0003,0.0001,3.4152
4.151,-0.0002,0.0001,3.4152
4.184,-0.0003,0.0001,3.4152
4.232,-0.0003,0.0001,3.4152
4.266,-0.0002,0.0001,3.4151
4.298,-0.0002,0.0001,3.4151
4.329,-0.0003,0.0001,3.4152
4.353,-0.0003,0.0001,3.4152
4.378,-0.0003,0.0001,3.4152
4.428,-0.0003,0.0001,3.4152
4.438,-0.0003,0.0001,3.4152
4.491,-0.0002,0.0001,3.4151
4.521,-0.0003,0.0001,3.4152
4.532,-0.0003,0.0001,3.4152
4.577,-0.0003,0.0001,3.4152
4.611,-0.0002,0.0002,3.4151
4.64,-0.0002,0.0002,3.4151
4.682,-0.0002,0.0002,3.4151
4.705,-0.0003,0.0002,3.4151
4.74,-0.0002,0.0001,3.4151
4.753,-0.0002,0.0001,3.4151
4.78,-0.0002,0.0001,3.4151
4.826,-0.0002,0.0002,3.415
4.842,-0.0002,0.0002,3.4151
4.883,-0.0001,0.0002,3.415
4.915,-0.0001,0.0002,3.415
4.957,-0.0001,0.0002,3.415
4.993,-0.0001,0.0002,3.415
5.016,-0.0002,0.0002,3.4151
5.047,-0.0002,0.0002,3.4151
5.073,-0.0002,0.0002,3.4151
5.137,-0.0002,0.0002,3.4151
5.156,-0.0002,0.0002,3.4151
5.18,-0.0003,0.0001,3.4152
5.191,-0.0002,0.0001,3.4151
5.225,-0.0003,0.0001,3.4152
5.283,-0.0003,0.0001,3.4152
5.316,-0.0004,0.0001,3.4152
5.359,-0.0004,0.0001,3.4153
5.388,-0.0003,0.0002,3.4152
5.42,-0.0003,0.0002,3.4152
5.448,-0.0003,0.0001,3.4152
5.49,-0.0003,0.0001,3.4152
5.518,-0.0003,0.0002,3.4152
5.551,-0.0003,0.0002,3.4152
5.589,-0.0003,0.0002,3.4151
5.643,-0.0003,0.0002,3.4151
5.68,-0.0002,0.0001,3.4151
5.714,-0.0002,0.0002,3.4151
5.764,-0.0002,0.0002,3.4151
5.765,-0.0002,0.0002,3.4151
5.79,-0.0002,0.0002,3.4151
5.826,-0.0002,0.0002,3.4151
5.858,-0.0002,0.0002,3.4151
5.898,-0.0002,0.0002,3.4151
5.928,-0.0002,0.0001,3.4151
5.97,-0.0002,0.0001,3.4151
6.011,-0.0002,0.0002,3.4151
6.041,-0.0002,0.0002,3.4151
6.085,-0.0001,0.0002,3.415
6.115,-0.0001,0.0002,3.415
6.138,-0.0001,0.0001,3.4151
6.175,-0.0002,0.0001,3.4151
6.205,-0.0002,0.0002,3.4151
6.259,-0.0002,0.0002,3.4151
6.278,-0.0001,0.0002,3.415
6.32,-0.0001,0.0002,3.415
6.335,-0.0001,0.0001,3.415
6.357,-0.0001,0.0001,3.4151
6.397,-0.0001,0.0001,3.415
6.439,-0.0001,0.0002,3.415
6.459,-0.0001,0.0001,3.415
6.49,-0.0001,0.0002,3.415
6.525,-0.0001,0.0002,3.415
6.558,-0.0001,0.0001,3.415
6.591,-0.0001,0.0001,3.4151
6.609,-0.0001,0.0001,3.415
6.668,-0.0002,0.0001,3.4151
6.713,-0.0002,0.0002,3.4151
6.727,-0.0002,0.0002,3.4151
6.767,-0.0001,0.0001,3.415
6.814,-0.0001,0.0002,3.415
6.86,-0.0001,0.0,3.4151
6.882,-0.0001,0.0001,3.4151
6.906,-0.0007,-0.0011,3.4162
6.949,-0.0007,-0.0011,3.4161
6.973,0.0002,0.0002,3.4147
7.029,0.0002,0.0001,3.4148
7.075,0.0001,0.0015,3.4141
7.093,0.0002,0.0013,3.4142
7.138,0.0001,0.0028,3.4135
7.163,0.0001,0.0025,3.4137
7.204,0.0002,0.0035,3.4131
7.246,0.0002,0.0034,3.4132
7.266,0.0005,0.0041,3.4125
7.303,0.0005,0.0041,3.4126
7.335,0.0009,0.0051,3.4117
7.361,0.0012,0.0059,3.4111
7.395,0.0008,0.005,3.4118
7.415,0.0014,0.0066,3.4106
7.459,0.0012,0.006,3.4111
7.498,0.0016,0.0071,3.4101
7.518,0.0015,0.0067,3.4104
7.55,0.0019,0.0078,3.4095
7.584,0.0019,0.0077,3.4096
7.612,0.0023,0.009,3.4086
7.658,0.0023,0.0088,3.4087
7.681,0.0027,0.0098,3.4078
7.719,0.0027,0.0098,3.4078
7.749,0.0032,0.0106,3.407
7.794,0.0033,0.0106,3.407
7.814,0.0038,0.0114,3.4061
7.854,0.0039,0.0114,3.4061
7.876,0.0042,0.012,3.4054
7.885,0.0048,0.0122,3.4049
7.928,0.0043,0.012,3.4053
7.972,0.0051,0.0123,3.4045
7.987,0.0051,0.0123,3.4045
8.011,0.0056,0.0125,3.404
8.062,0.0056,0.0125,3.404
8.093,0.0061,0.0128,3.4034
8.142,0.0061,0.0128,3.4034
8.165,0.0068,0.0133,3.4026
8.188,0.007,0.0137,3.4022
8.212,0.0068,0.0133,3.4025
8.263,0.0072,0.014,3.4019
8.297,0.0071,0.0138,3.402
8.324,0.0071,0.0143,3.4018
8.35,0.0071,0.0142,3.4018
8.381,0.0069,0.0146,3.4018
8.432,0.0069,0.0145,3.4018
8.461,0.0065,0.0149,3.4021
8.51,0.0066,0.0148,3.402
8.54,0.0062,0.0166,3.4015
8.564,0.0061,0.0161,3.4018
8.603,0.0072,0.0183,3.3998
8.635,0.0073,0.0238,3.397
8.651,0.0071,0.0184,3.3998
8.709,0.0072,0.0234,3.3972
8.762,0.0068,0.0255,3.3966
8.775,0.0068,0.0253,3.3967
8.824,0.0065,0.0243,3.3974
8.842,0.0066,0.0245,3.3973
8.872,0.0058,0.0227,3.3989
8.916,0.0059,0.0228,3.3987
8.953,0.0039,0.0225,3.4006
8.975,0.0044,0.0225,3.4002
8.996,0.0022,0.0226,3.402
9.057,0.0021,0.0226,3.4021
9.102,-0.0004,0.022,3.4046
9.134,0.0003,0.0222,3.4039
9.201,-0.0019,0.0217,3.4061
9.209,-0.0018,0.0218,3.4059
9.243,-0.004,0.0213,3.408
9.271,-0.0037,0.0214,3.4078
9.295,-0.0052,0.021,3.4093
9.341,-0.0052,0.021,3.4093
9.372,-0.0064,0.0203,3.4107
9.406,-0.0063,0.0203,3.4106
9.441,-0.0075,0.0198,3.4119
9.485,-0.0074,0.0199,3.4117
9.52,-0.0085,0.0191,3.4131
9.538,-0.0082,0.0193,3.4127
9.572,-0.0086,0.019,3.4132
9.612,-0.0086,0.019,3.4132
9.636,-0.0084,0.0191,3.413
9.68,-0.0081,0.0191,3.4127
9.688,-0.0084,0.0191,3.4129
9.723,-0.0078,0.0191,3.4125
9.751,-0.0079,0.0191,3.4126
9.779,-0.0076,0.0192,3.4122
9.835,-0.0076,0.0192,3.4122
9.864,-0.0073,0.0194,3.4119
9.896,-0.0074,0.0194,3.412
9.926,-0.0072,0.0195,3.4117
9.975,-0.0072,0.0195,3.4118
10.008,-0.0071,0.0195,3.4117
10.033,-0.0071,0.0195,3.4117
10.067,-0.007,0.0196,3.4116
10.098,-0.007,0.0196,3.4115
10.128,-0.0064,0.0197,3.411
10.168,-0.0065,0.0197,3.411
10.191,-0.0063,0.0197,3.4109
10.233,-0.0063,0.0197,3.4109
10.258,-0.006,0.0199,3.4105
10.279,-0.0059,0.0196,3.4106
10.31,-0.006,0.0198,3.4105
10.341,-0.0061,0.0193,3.4109
10.383,-0.006,0.0195,3.4108
10.41,-0.0056,0.0196,3.4103
10.456,-0.0061,0.0192,3.4109
10.492,-0.0067,0.0181,3.412
10.534,-0.0065,0.0184,3.4117
10.56,-0.0072,0.0178,3.4126
10.609,-0.0071,0.0178,3.4125
10.626,-0.0073,0.0181,3.4126
