iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,rel_heading_deg,status
2026-09-02T11:10:40.717404,0.091,1,-12.3715,27.4181,0.3085,-172.62,0.000,0.000,6.319,-4.05,NAVIGATING
2026-09-02T11:10:40.817299,0.191,2,-12.3715,27.4181,0.3085,-172.62,0.500,0.000,6.319,-4.05,NAVIGATING
2026-09-02T11:10:40.917382,0.291,3,-12.3715,27.4181,0.3085,-172.62,0.500,0.000,6.319,-4.05,NAVIGATING
2026-09-02T11:10:41.017365,0.391,4,-12.3715,27.4181,0.3085,-172.62,0.500,0.000,6.319,-4.05,NAVIGATING
2026-09-02T11:10:41.117437,0.491,5,-12.3715,27.4181,0.3085,-172.62,0.500,0.000,6.319,-4.05,NAVIGATING
2026-09-02T11:10:41.217351,0.591,6,-12.3715,27.4181,0.3085,-172.62,0.500,0.000,6.319,-4.05,NAVIGATING
2026-09-02T11:10:41.317300,0.691,7,-12.5367,27.4066,0.2978,-174.38,0.500,0.000,6.154,-2.30,NAVIGATING
2026-09-02T11:10:41.417317,0.791,8,-12.5367,27.4066,0.2978,-174.38,0.500,0.000,6.154,-2.30,NAVIGATING
2026-09-02T11:10:41.517344,0.891,9,-12.5367,27.4066,0.2978,-174.38,0.500,0.000,6.154,-2.30,NAVIGATING
2026-09-02T11:10:41.617300,0.991,10,-12.5367,27.4066,0.2978,-174.38,0.500,0.000,6.154,-2.30,NAVIGATING
2026-09-02T11:10:41.717331,1.091,11,-12.5367,27.4066,0.2978,-174.38,0.500,0.000,6.154,-2.30,NAVIGATING
2026-09-02T11:10:41.817298,1.191,12,-12.5367,27.4066,0.2978,-174.38,0.500,0.000,6.154,-2.30,NAVIGATING
2026-09-02T11:10:41.917290,1.291,13,-12.7911,27.4023,0.2913,-174.29,0.500,0.000,5.899,-2.29,NAVIGATING
2026-09-02T11:10:42.017346,1.391,14,-12.7911,27.4023,0.2913,-174.29,0.500,0.000,5.899,-2.29,NAVIGATING
2026-09-02T11:10:42.117347,1.491,15,-12.7911,27.4023,0.2913,-174.29,0.500,0.000,5.899,-2.29,NAVIGATING
2026-09-02T11:10:42.217714,1.591,16,-12.7911,27.4023,0.2913,-174.29,0.500,0.000,5.899,-2.29,NAVIGATING
2026-09-02T11:10:42.318808,1.692,17,-12.7911,27.4023,0.2913,-174.29,0.500,0.000,5.899,-2.29,NAVIGATING
2026-09-02T11:10:42.417501,1.791,18,-12.7911,27.4023,0.2913,-174.29,0.500,0.000,5.899,-2.29,NAVIGATING
2026-09-02T11:10:42.517358,1.891,19,-13.0121,27.3242,0.3022,-172.79,0.500,0.000,5.674,-4.44,NAVIGATING
2026-09-02T11:10:42.617446,1.991,20,-13.0121,27.3242,0.3022,-172.79,0.500,0.000,5.674,-4.44,NAVIGATING
2026-09-02T11:10:42.717299,2.091,21,-13.0121,27.3242,0.3022,-172.79,0.500,0.000,5.674,-4.44,NAVIGATING
2026-09-02T11:10:42.817354,2.191,22,-13.0121,27.3242,0.3022,-172.79,0.500,0.000,5.674,-4.44,NAVIGATING
2026-09-02T11:10:42.917381,2.291,23,-13.0121,27.3242,0.3022,-172.79,0.500,0.000,5.674,-4.44,NAVIGATING
2026-09-02T11:10:43.018787,2.392,24,-13.0121,27.3242,0.3022,-172.79,0.500,0.000,5.674,-4.44,NAVIGATING
2026-09-02T11:10:43.117904,2.491,25,-13.2536,27.2786,0.2931,-172.18,0.500,0.000,5.431,-5.40,NAVIGATING
2026-09-02T11:10:43.217499,2.591,26,-13.2536,27.2786,0.2931,-172.18,0.500,0.000,5.431,-5.40,NAVIGATING
2026-09-02T11:10:43.319987,2.693,27,-13.2536,27.2786,0.2931,-172.18,0.500,0.000,5.431,-5.40,NAVIGATING
2026-09-02T11:10:43.417334,2.791,28,-13.2536,27.2786,0.2931,-172.18,0.500,0.000,5.431,-5.40,NAVIGATING
2026-09-02T11:10:43.517315,2.891,29,-13.2536,27.2786,0.2931,-172.18,0.500,0.000,5.431,-5.40,NAVIGATING
2026-09-02T11:10:43.617273,2.991,30,-13.2536,27.2786,0.2931,-172.18,0.500,0.000,5.431,-5.40,NAVIGATING
2026-09-02T11:10:43.717412,3.091,31,-13.4893,27.2403,0.2960,-171.60,0.500,0.000,5.194,-6.30,NAVIGATING
2026-09-02T11:10:43.822610,3.196,32,-13.4893,27.2403,0.2960,-171.60,0.500,0.000,5.194,-6.30,NAVIGATING
2026-09-02T11:10:43.917488,3.291,33,-13.4893,27.2403,0.2960,-171.60,0.500,0.000,5.194,-6.30,NAVIGATING
2026-09-02T11:10:44.017370,3.391,34,-13.4893,27.2403,0.2960,-171.60,0.500,0.000,5.194,-6.30,NAVIGATING
2026-09-02T11:10:44.118027,3.492,35,-13.4893,27.2403,0.2960,-171.60,0.500,0.000,5.194,-6.30,NAVIGATING
2026-09-02T11:10:44.217314,3.591,36,-13.4893,27.2403,0.2960,-171.60,0.500,0.000,5.194,-6.30,NAVIGATING
2026-09-02T11:10:44.317356,3.691,37,-13.7255,27.2004,0.2859,-169.34,0.500,0.000,4.957,-8.92,NAVIGATING
2026-09-02T11:10:44.417303,3.791,38,-13.7255,27.2004,0.2859,-169.34,0.500,0.000,4.957,-8.92,NAVIGATING
2026-09-02T11:10:44.517626,3.891,39,-13.7255,27.2004,0.2859,-169.34,0.500,0.000,4.957,-8.92,NAVIGATING
