episode_time_s,odom_x_m,odom_y_m,start_forward_m,start_left_m,yaw_relative_rad,cumulative_path_m,goal_distance_interpolated_m
0.0,-2.6890057813326105,4.594054004216657,1.5337249906175303e-06,1.3640548561140615e-05,-1.6500309942824032e-05,0.0,4.840708526945939
0.1,-2.6890414828248566,4.59410279948,1.4407719791073734e-05,-4.543427290423461e-05,-0.00032560985935248254,6.046134528182557e-05,4.840664140678869
0.2,-2.689065021007806,4.594070320714374,4.9085155292471355e-05,-2.5275112698159535e-05,-0.00015208392562371387,0.00010057264385427012,4.840647258876343
0.3,-2.68904130226066,4.594035811695265,4.137931636787702e-05,1.5883986083297177e-05,-0.00036617031278973755,0.00014244687657599895,4.840677148187359
0.4,-2.689067718671376,4.59410578773639,3.7183902327151155e-05,-5.879446855843323e-05,-0.0003387496941007484,0.00021724308695226136,4.840637818192107
0.5,-2.6890396694281846,4.594018570183564,4.687098032624778e-05,3.230889078918492e-05,-0.0004476123055829895,0.0003088600153256893,4.840682053228284
0.6,-2.6889800145612965,4.594137673022125,-5.5918279926838974e-05,-5.2417476260551575e-05,-0.00043361306069700234,0.0004420673323049884,4.840717792085263
0.7,-2.6889415236701466,4.59404149181031,-5.2146548248066376e-05,5.111101376969776e-05,-0.0003817454497037076,0.0005456645050839793,4.84077399149194
0.8,-2.6889980655768815,4.594101771114453,-2.4870901288604365e-05,-2.690578447410525e-05,-0.00047264361365728647,0.0006283118385271792,4.840706951137873
0.9,-2.6889865625954754,4.594068638110752,-2.1965619701965555e-05,8.046666862217677e-06,-0.00040965395138226057,0.0006633848269301609,4.840724587023261
1.0,-2.689001742150303,4.594032683267915,6.477904316836253e-06,3.476998158199823e-05,-0.0005765041461081033,0.000702412632507987,4.840716575063074
1.1,-2.689022457656788,4.594145703303168,-2.0366768653762772e-05,-7.695299774935885e-05,-0.00036711211143147793,0.0008173154635330459,4.840674596705695
1.2,-2.688975744887141,4.594053843651906,-2.586273689037151e-05,2.595508119073365e-05,-0.0006548686548590865,0.0009203701983975738,4.840738038056258
1.3,-2.688936455494772,4.594141041888251,-9.710787580561616e-05,-3.785180680135705e-05,-0.0005970983215406456,0.0010160111351050721,4.8407598996764785
1.4,-2.688900987650868,4.5940615785716306,-9.734465597133837e-05,4.916733232691805e-05,-0.0005795221535191963,0.001103030596373647,4.840809929823555
1.5,-2.688950006540369,4.594160682212385,-9.267479753740293e-05,-6.129793624584317e-05,-0.0006895949999163875,0.0012135945287324648,4.840742838104372
1.6,-2.6889304815657424,4.594077974459373,-7.70211274415728e-05,2.2229063310783347e-05,-0.0005890248071542814,0.0012985756857168327,4.840777841666612
1.7,-2.689038050910219,4.594057861244978,2.9474445423584402e-05,-2.958199831386208e-06,-0.0008165232841754744,0.0014080092512462027,4.840676116055048
1.8,-2.6890320147524154,4.594021150618198,3.8827186752067735e-05,3.305057061794536e-05,-0.0006478931703504109,0.0014452128171993498,4.840689071914242
1.9,-2.688984844864358,4.593986981827499,9.5427803030157e-06,8.339864045226323e-05,-0.0007516685358162079,0.001503458028136513,4.840741913218958
2.0,-2.6890303465087753,4.594075913052471,1.511775205495722e-05,-1.6341432284799755e-05,-0.0007228141817021694,0.0016033537859024439,4.840680220322329
2.1,-2.689035861017439,4.5939492347526825,7.147676431041577e-05,9.724317574257126e-05,-0.0006864603171208293,0.0017301520565655031,4.8406990722237495
2.2,-2.688990108624995,4.594085540346189,-2.5570659093368496e-05,-8.843080889331745e-06,-0.0008717980014329995,0.0018739313883050941,4.840717869387337
2.3,-2.688962792247051,4.593996335539596,-1.4408507876719145e-05,8.378028767119101e-05,-0.0008160932329861481,0.0019672249144646395,4.8407617658553805
2.4,-2.688986035841583,4.594068491180083,-2.238769502248063e-05,8.394389033545473e-06,-0.0010415411439410605,0.002043031913751727,4.8407251321668525
2.5,-2.688984632097485,4.594048647695451,-1.5632525268558374e-05,2.7105403475376176e-05,-0.000807283028076089,0.0020629249874168673,4.840730310579032
2.6,-2.6889689768716996,4.594012309472858,-1.5225097149680753e-05,6.667036926486072e-05,-0.0010443383165634756,0.00210249205093686,4.840752636067335
2.7,-2.6889648728474884,4.5941368272681435,-6.941932365562661e-05,-4.551033393701243e-05,-0.0009336767887737629,0.0022270774608268004,4.840732815494627
2.8,-2.6890060766811748,4.594051821315961,2.6880449514043575e-06,1.551666999913043e-05,-0.0011385165783219797,0.002321543157335386,4.840708655164333
2.9,-2.6890376659351083,4.59416608669463,-1.471954330347604e-05,-0.00010174983671715672,-0.0012275180419414333,0.002440094655538878,4.84065576622833
3.0,-2.6889813508794087,4.594030200432377,-1.1159486885763067e-05,4.530045320311911e-05,-0.0010215649305660435,0.0025871880332529493,4.84073706435197
3.1,-2.6890941495514173,4.594099358253297,6.395351512894871e-05,-6.362328860563791e-05,-0.0012195397852154954,0.0027194995769718663,4.840613108033481
3.2,-2.6890510235986196,4.594003908607273,6.319117926531498e-05,4.111400931121423e-05,-0.0010032072993397811,0.0028242396492025672,4.840673717619081
3.3,-2.6890929887520976,4.593980621248327,0.00011099246433063501,4.54049694856214e-05,-0.0012360205630228547,0.0028722331403562055,4.840636990179322
3.4,-2.6891579759772206,4.594025515925179,0.00015222173299260356,-2.1967271418823277e-05,-0.0010704825394420858,0.002951219667301548,4.840564606814912
3.5,-2.6892041502185777,4.593955580917383,0.0002227681865637074,2.32672703487987e-05,-0.0013973316826452198,0.003035022804953945,4.840532683863626
3.6,-2.689047544381007,4.593947193476491,8.298546522419031e-05,9.437654077745124e-05,-0.0020243284497625247,0.0031918530875079732,4.8406879962344505
3.7,-2.689482374932928,4.593287975791426,0.000747587626204351,0.00052093196836862,-0.02705648562924834,0.00398156541816198,4.8403875504179865
3.8,-2.689740739411008,4.59113074501487,0.0018576951838238983,0.002388566310890765,-0.04900910961711036,0.0061542128416645055,4.840548013398259
3.9,-2.6895423620104832,4.589624831936389,0.002286367925914908,0.0038457442249313478,-0.06303134816438138,0.007673136076386883,4.841032260146877
4.0,-2.6884013922091063,4.587531951231675,0.0020910340020784445,0.006221413896837788,-0.0841749138958745,0.010056822660612544,4.842554996743596
4.1,-2.6871100692830905,4.585722396129079,0.0016434613939968433,0.008398954557555523,-0.10790577349542564,0.01227988464098646,4.844171225937976
4.2,-2.6865466062895855,4.584175422132477,0.0017549800268094491,0.010041569145872047,-0.12648925175983505,0.013926280429129353,4.845023033186841
4.3,-2.6857226855482255,4.581450991613752,0.0021053556184823558,0.012866211421304471,-0.1560819698451974,0.01677257047749059,4.846358959535694
4.4,-2.6853296478378437,4.579379987609223,0.002584973467995863,0.014918893312632428,-0.1790029052473523,0.018880540170953395,4.847146521166864
4.5,-2.6858885419039864,4.577606959218432,0.0038142070829558527,0.016313517624615102,-0.19727339588670612,0.020739570093176476,4.846943142048406
4.6,-2.6875985731273233,4.575272562815635,0.0063233037375633105,0.017755061008636813,-0.22040006801575052,0.023633289732357007,4.845721000044886
4.7,-2.6891408253221973,4.573616013776566,0.008404409324327122,0.018644834062945922,-0.2398845232502298,0.025896627213033298,4.844532178489718
4.8,-2.6906360440881114,4.5720667794805125,0.010399040433991234,0.019455545354571994,-0.265779545618416,0.028049719422394034,4.843369212685437
4.9,-2.692050736516308,4.570869396177443,0.012177514030486652,0.01997718997252115,-0.290267061675364,0.029903116692508204,4.842216816829605
5.0,-2.6930028154589567,4.569548805954218,0.013582943673256312,0.020798883571094336,-0.3091754831341835,0.031531125553267814,4.841542662466874
5.1,-2.693671753080664,4.568155102764027,0.014759122881043352,0.021802122622993435,-0.3337669105831149,0.03307705120610043,4.8411609555054955
5.2,-2.694245147836642,4.56772142226807,0.015459045651900332,0.02196634330863303,-0.3562958939741851,0.03379598118791789,4.840684188283044
5.3,-2.694659976271228,4.5649686930578355,0.016953439748903325,0.024315042314010674,-0.38862976627495227,0.036579791658301844,4.840820502112181
5.4,-2.692963728558046,4.562249980305601,0.01650395421587919,0.02748783573452214,-0.4181204573258661,0.03978426592620272,4.843020933633945
5.5,-2.691733641394917,4.559973901494886,0.016301356069147264,0.030067099810265435,-0.451264934857984,0.042371474688842316,4.844677756932246
5.6,-2.691461003366287,4.55845674884695,0.016666687473237237,0.03156463666022256,-0.4766886402729291,0.04391292973255713,4.845246206310049
5.7,-2.6913492744830774,4.557289307720694,0.017037465968123153,0.032677257635374275,-0.5080234622388482,0.04508570512734397,4.845587808800214
5.8,-2.6898854489799167,4.55932269617205,0.014875406524325473,0.03141117996820894,-0.552363456674187,0.04759118985046833,4.846618419179573
5.9,-2.6879177156661864,4.555362773779363,0.014680521805432572,0.03582875619238522,-0.5919315286489417,0.052013062728567094,4.849334175952407
6.0,-2.689504424343513,4.548711855162724,0.018825486638087446,0.04126673646155839,-0.6148564600536122,0.058850632682275965,4.849108745449424
6.1,-2.691866795793835,4.546973686161223,0.021689469152270532,0.04189890297880355,-0.6011570990989017,0.061783554492872414,4.847143452639893
6.2,-2.6938672324782376,4.5448859357776525,0.024364159589995448,0.04299730165630943,-0.5924009716031975,0.0646749985252555,4.845604078530981
6.3,-2.695249302755184,4.5426147423223835,0.02654780700873013,0.04451391693789183,-0.5813044731017794,0.06733365193660416,4.844708615046451
6.4,-2.696271253447157,4.540619899307969,0.02829025759499221,0.04592375658246751,-0.5674397751079385,0.06957503139331879,4.844111155563051
6.5,-2.6972031723580603,4.539345776008956,0.029658431765767726,0.046711133541750924,-0.559540175822586,0.07115359499279386,4.8434566636028595
6.6,-2.6983251471648373,4.537875571405887,0.031279801212576334,0.04760079086841281,-0.5507591442575448,0.07300300815429338,4.842656311512473
6.7,-2.6991333825056,4.536757013339849,0.03247187554049502,0.0482960428442266,-0.5435872312375647,0.07438301413730786,4.842092209172021
6.8,-2.699884815971904,4.535921047026123,0.03349753983373971,0.048755939234221314,-0.5369953066887505,0.07550706570728465,4.841526529333151
6.9,-2.7005443990183835,4.535618247492711,0.03422324247726609,0.04876558422338361,-0.5317116517182519,0.07623283244159886,4.840942390568513
7.0,-2.7011372573342967,4.535461342876077,0.034828838633293904,0.04866887157026649,-0.5269991136861769,0.07684610239966677,4.840393902408461
7.1,-2.7013948880602072,4.535179411556409,0.03517859349304095,0.04882226778282129,-0.5230067767034274,0.07722801712829455,4.8401990973803555
7.2,-2.7015360140724978,4.534971425323517,0.035391876179356345,0.04895525394802461,-0.519723273875675,0.07747936315356131,4.840103306771824
7.3,-2.7016998952363664,4.5345633173855875,0.035707032376232975,0.04926198786600988,-0.5169251195278908,0.0779191461965181,4.840026041003448
7.4,-2.7016655883363647,4.534253593611355,0.03580113528605081,0.04955905759196019,-0.5131191156534753,0.07823076419938761,4.840122774336046
7.5,-2.7016645771939216,4.5338653556996595,0.03595748559785397,0.04991442258529234,-0.5103885049360555,0.07861900342781115,4.840202945403999
7.6,-2.701652483280087,4.5337378744900185,0.03599807096549305,0.05003587442552945,-0.5078660629382168,0.07874705701645036,4.840240791276928
7.7,-2.7015986911838614,4.5337030633548085,0.03596299226702285,0.05008949242311014,-0.5062718779183406,0.07881113044893939,4.840300554013879
7.8,-2.701533670875298,4.533649865275304,0.035925096450797424,0.05016446964165841,-0.5048139017054849,0.07889514042566018,4.840375060279721
7.9,-2.701613947308037,4.533420631743143,0.0360913532775242,0.05034153173666281,-0.5035202280581861,0.07913802376786504,4.84034324797146
8.0,-2.701626092428885,4.533381221137996,0.03611842242664767,0.05037264380705608,-0.5027365627492104,0.07917926330906551,4.840339401315137
8.1,-2.70172743614098,4.533373806865382,0.03621408174484425,0.05033836824343139,-0.5121955675746332,0.07928087787209476,4.840241703727313
8.2,-2.702749415493078,4.5321696187985445,0.037636265042140404,0.051025321928419826,-0.5444626146587552,0.08086027987805376,4.839487194333586
8.3,-2.7034288474426247,4.530433807372575,0.038960626617337075,0.05233709000957302,-0.5661967615325323,0.08272432630467241,4.839177197874237
8.4,-2.7036771381289824,4.52870934997048,0.03988620793946629,0.053813132289691805,-0.591054457437735,0.08446656670041942,4.839287546290155
8.5,-2.702686781870486,4.528185508232149,0.039192959844306464,0.054693258851112134,-0.6109756770119419,0.08558693078658083,4.840364296086817
8.6,-2.700064224011395,4.528143882670335,0.03681208887730864,0.055793711417188224,-0.6353211165869936,0.08820981896789482,4.84293963594258
8.7,-2.6974510401434584,4.528174683451882,0.034410448459956694,0.05682414915015887,-0.6782732003485354,0.09082318434912036,4.8454910082123845
8.8,-2.69748040319972,4.527475935175663,0.03472035650070077,0.05745110078216384,-0.7072702115856511,0.09152254930577142,4.845605519249157
8.9,-2.6989595057893827,4.525687234211321,0.036797260724843066,0.058487278592351415,-0.7054966053266476,0.09384358261242283,4.844525116328041
9.0,-2.7006969717491636,4.5254125758117665,0.03849704250365714,0.058034545666384295,-0.6892736767363942,0.09560262360053058,4.8428812122428
9.1,-2.7017101937531915,4.526183183331075,0.03911123156934169,0.05691954496241354,-0.6815580819933311,0.09687559444790365,4.841731218660313
9.2,-2.7022263346183295,4.526893917809944,0.03929520735335505,0.05606065160290105,-0.6756356465389879,0.09775397072952673,4.841080067160884
9.3,-2.702746315770692,4.52722750364621,0.03963547672827389,0.055545019310019726,-0.6704874002373731,0.09837175702669566,4.840502661315968
9.4,-2.703234763595352,4.527480878759847,0.03997940931774575,0.055115495620888834,-0.666450501353745,0.0989220117182935,4.83997259508674
9.5,-2.703814168843287,4.527695811169194,0.0404220749087838,0.05468427229541465,-0.6617940455706535,0.09953999746402076,4.839361405313345
9.6,-2.704355890419049,4.52768534639116,0.040921595506417635,0.05447438911418085,-0.658144265722632,0.10008182010772004,4.838833372706704
9.7,-2.7047504612474556,4.527538718670029,0.04134173963723026,0.05444860662831554,-0.6552571167591728,0.1005027545767692,4.8384773198594635
9.8,-2.704970773290341,4.527695745196551,0.04147955367413907,0.05421579336086108,-0.6534594155184625,0.1007732998156331,4.838229456700347
9.9,-2.705184125318946,4.527872176782553,0.04160314338968576,0.053968058068946105,-0.6519428368414304,0.10105015210955372,4.837984423393895
10.0,-2.7054712358343433,4.528080835963085,0.04178111312206489,0.05366097847661107,-0.6504365477332628,0.10140507618829697,4.83766058994568
10.1,-2.705689986539414,4.5283341109669175,0.04187850951273514,0.053340800336164326,-0.6489970006346422,0.10173974034612616,4.837394507494178
10.2,-2.7059235204657157,4.52849934320477,0.04202508783355296,0.05309512863851495,-0.6475196237274211,0.10202581688686255,4.837132032975702
10.3,-2.706218175449902,4.528686507899368,0.04221866266265151,0.0528046446146011,-0.6461968111311789,0.10237489020668192,4.836805240156545
10.4,-2.7063985044470837,4.528617877769466,0.04241133456201186,0.0527943401907007,-0.6453869134637737,0.10256783745842457,4.836642832847701
10.5,-2.7066877113398884,4.52838542022754,0.042769916878134334,0.052889712399483445,-0.6444353933756424,0.10293888615555724,4.836407495987401
10.6,-2.7069855768253577,4.528196639886912,0.04311872192186385,0.05294164414228494,-0.6430351135784931,0.10329153593145615,4.836154733566377
10.7,-2.7072944689046285,4.528007641228591,0.04347769672116283,0.052989308625411013,-0.6415231491026754,0.10365366133719763,4.835891236959978
10.8,-2.707529873658767,4.527783276224936,0.0437838109240399,0.05309907723628477,-0.6395629768758777,0.10397886135739476,4.835706938475433
10.9,-2.7078486733196727,4.527492884771969,0.04419291807124186,0.053235428847415014,-0.637756827394838,0.10441009264075618,4.835454608125329
11.0,-2.7083514240239883,4.527269936623967,0.044742885450203884,0.05323560050089832,-0.6354242426547865,0.10496006004650608,4.835008416318905
11.1,-2.708782439341748,4.527101336878423,0.045205250632135326,0.05321514281582189,-0.6339482833532006,0.1054228775897574,4.834621272619226
11.2,-2.7090887275760758,4.5269253796313595,0.04555656174464912,0.053251938705619666,-0.632870130083766,0.10577611042413394,4.834357715985884
11.3,-2.709342016546081,4.526788024305691,0.045843779470941905,0.05327491185340283,-0.6321449279954874,0.10606424544077694,4.83413809559084
