t_s,utc,source_stamp_s,receipt_age_s,x_m,y_m,z_m,yaw_rad,source,frame,raw_frame
0.024053389000073366,2026-09-13T15:47:49.801533+00:00,1789314469.7723243,0.029208660125732422,0.00013969386148405055,1.6182169203686722e-05,0.31087562441825867,0.0008157383048211439,control_pose,robot_origin,robot_origin
0.06199404100061656,2026-09-13T15:47:49.839465+00:00,1789314469.7622042,0.07726073265075684,0.00014750772181449122,1.198689865319254e-05,0.31088076493454225,0.0008572275765607052,control_pose,robot_origin,robot_origin
0.08184002000052715,2026-09-13T15:47:49.859316+00:00,1789314469.8252015,0.03411459922790527,9.423513672677174e-05,2.7293093456270227e-06,0.31086236238479614,0.0006477097119737545,control_pose,robot_origin,robot_origin
0.11135346599985496,2026-09-13T15:47:49.888819+00:00,1789314469.8788126,0.010006427764892578,8.99813722556057e-05,-6.530429090160814e-05,0.31087398529052734,0.0007844411435846177,control_pose,robot_origin,robot_origin
0.14169278300050792,2026-09-13T15:47:49.919171+00:00,1789314469.8312597,0.08791136741638184,9.657525995140955e-05,-1.5841106554080107e-06,0.3108677392343875,0.0006256144801769098,control_pose,robot_origin,robot_origin
0.17109635900033027,2026-09-13T15:47:49.948579+00:00,1789314469.9289074,0.01967167854309082,7.697390574246998e-05,-8.600522264599503e-05,0.3107958137989044,0.0009287676275211822,control_pose,robot_origin,robot_origin
0.21777741000005335,2026-09-13T15:47:49.995254+00:00,1789314469.9022038,0.09305024147033691,8.047120684134484e-05,-8.15229809185427e-05,0.3108739618310824,0.0008562599052668549,control_pose,robot_origin,robot_origin
0.2331283550001899,2026-09-13T15:47:50.010617+00:00,1789314469.9820426,0.028574466705322266,0.00010148788679466107,-6.577750345680719e-06,0.3104150593280792,0.0008744346687815893,control_pose,robot_origin,robot_origin
0.2865373990007356,2026-09-13T15:47:50.064011+00:00,1789314469.978558,0.08545303344726562,8.783167309087432e-05,-1.690090572397263e-05,0.3104298365818562,0.0008779210894782263,control_pose,robot_origin,robot_origin
0.29316266700061533,2026-09-13T15:47:50.070644+00:00,1789314470.035223,0.035420894622802734,0.0001034978345364766,4.989678098560033e-06,0.31037646532058716,0.000573478267488405,control_pose,robot_origin,robot_origin
0.3733344800002669,2026-09-13T15:47:50.150810+00:00,1789314470.0556705,0.0951395034790039,0.0001005466918232369,-2.7934004649097466e-06,0.31043952722478546,0.000522105345148083,control_pose,robot_origin,robot_origin
0.4280827100001261,2026-09-13T15:47:50.205561+00:00,1789314470.1286504,0.07691049575805664,9.846752935160429e-05,-8.476441952115687e-05,0.3107186555862427,0.0007953359308509996,control_pose,robot_origin,robot_origin
0.45168105799984914,2026-09-13T15:47:50.229153+00:00,1789314470.1179922,0.1111607551574707,9.944647133816339e-05,-7.861461138109328e-05,0.3106786013413821,0.0007398862000234531,control_pose,robot_origin,robot_origin
0.4772385470005247,2026-09-13T15:47:50.254723+00:00,1789314470.1853418,0.0693812370300293,0.00010034068605086151,-4.59860029811803e-05,0.31080833077430725,0.0008353240537619528,control_pose,robot_origin,robot_origin
0.49832539100043505,2026-09-13T15:47:50.275804+00:00,1789314470.183267,0.09253692626953125,0.0001002721334565425,-4.740519074217164e-05,0.310805048898957,0.0008338605408248793,control_pose,robot_origin,robot_origin
0.5169763909998437,2026-09-13T15:47:50.294456+00:00,1789314470.2520387,0.042417287826538086,9.127391866000515e-05,-2.011037847636323e-05,0.31042468547821045,0.0006929083473167073,control_pose,robot_origin,robot_origin
0.5581493700001374,2026-09-13T15:47:50.335623+00:00,1789314470.305508,0.030115127563476562,0.00011404123430610147,-6.965690784664603e-05,0.3106934130191803,0.0005963120506551355,control_pose,robot_origin,robot_origin
0.5854803120000724,2026-09-13T15:47:50.362956+00:00,1789314470.276864,0.08609199523925781,0.00011107231652447839,-4.846971509192597e-05,0.3105649354991399,0.0006550786889708219,control_pose,robot_origin,robot_origin
0.6217021030006435,2026-09-13T15:47:50.399172+00:00,1789314470.3604016,0.038770437240600586,7.231697850285768e-05,-0.00012765380174813658,0.310803085565567,0.0005939109704258201,control_pose,robot_origin,robot_origin
0.6439890440005911,2026-09-13T15:47:50.421466+00:00,1789314470.3245494,0.09691667556762695,0.00010803283933356662,-9.829797760212516e-05,0.31074328456433764,0.0005800784423636838,control_pose,robot_origin,robot_origin
0.672997041000599,2026-09-13T15:47:50.450471+00:00,1789314470.4119594,0.03851151466369629,6.903840307941319e-05,-0.0001154131481105824,0.31057825684547424,0.0007093987740989832,control_pose,robot_origin,robot_origin
0.7347306190004019,2026-09-13T15:47:50.512205+00:00,1789314470.4014075,0.11079740524291992,6.521508759636125e-05,-0.00012467550264904227,0.3106386605595683,0.0007240872966436314,control_pose,robot_origin,robot_origin
0.7546955530006016,2026-09-13T15:47:50.532074+00:00,1789314470.4889255,0.04314851760864258,7.3977266585913e-05,-6.606157637533563e-05,0.3107651174068451,0.0006184176192529318,control_pose,robot_origin,robot_origin
0.7783206570002221,2026-09-13T15:47:50.555789+00:00,1789314470.4614768,0.09431219100952148,7.221589674276385e-05,-8.366205673816886e-05,0.3106984764565093,0.0006508643405357035,control_pose,robot_origin,robot_origin
0.8361912549999033,2026-09-13T15:47:50.613667+00:00,1789314470.5426624,0.07100462913513184,1.6169708751624786e-05,-0.00010137405638983122,0.31082335114479065,0.0006036497777180764,control_pose,robot_origin,robot_origin
0.8516554300003918,2026-09-13T15:47:50.629123+00:00,1789314470.5986779,0.030445098876953125,0.00038833153000626956,-0.0001567038403146112,0.31084978580474854,0.0008679608342197732,control_pose,robot_origin,robot_origin
