iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,rel_heading_deg,fwd_clear_m,left_clear_m,right_clear_m,status
2026-09-03T22:05:34.710423,0.092,1,4.3671,-2.1148,0.2042,-63.58,0.000,0.400,6.557,82.21,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:34.802917,0.186,2,4.3670,-2.1147,0.2042,-63.60,0.000,0.400,6.557,82.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:34.902854,0.286,3,4.3670,-2.1147,0.2042,-63.60,0.000,0.400,6.557,82.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.006004,0.389,4,4.3670,-2.1147,0.2042,-63.60,0.000,0.400,6.557,82.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.102953,0.486,5,4.3670,-2.1147,0.2042,-63.60,0.000,0.400,6.557,82.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.203168,0.586,6,4.3670,-2.1147,0.2042,-63.60,0.000,0.400,6.557,82.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.308051,0.689,7,4.3670,-2.1147,0.2042,-63.60,0.000,0.400,6.557,82.23,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.402770,0.786,8,4.3622,-2.1125,0.2027,-59.94,0.000,0.400,6.560,78.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.502660,0.886,9,4.3622,-2.1125,0.2027,-59.94,0.000,0.400,6.560,78.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.604175,0.987,10,4.3622,-2.1125,0.2027,-59.94,0.000,0.400,6.560,78.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.702742,1.086,11,4.3622,-2.1125,0.2027,-59.94,0.000,0.400,6.560,78.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.802577,1.186,12,4.3622,-2.1125,0.2027,-59.94,0.000,0.400,6.560,78.54,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:35.902837,1.286,13,4.3634,-2.1083,0.2001,-56.30,0.000,0.400,6.558,74.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:36.007542,1.391,14,4.3634,-2.1083,0.2001,-56.30,0.000,0.400,6.558,74.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:36.102871,1.486,15,4.3634,-2.1083,0.2001,-56.30,0.000,0.400,6.558,74.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:36.202336,1.585,16,4.3634,-2.1083,0.2001,-56.30,0.000,0.400,6.558,74.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:36.302376,1.686,17,4.3634,-2.1083,0.2001,-56.30,0.000,0.400,6.558,74.87,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:36.402681,1.786,18,4.3661,-2.1112,0.1955,-52.20,0.000,0.400,6.556,70.80,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:36.502332,1.885,19,4.3661,-2.1112,0.1955,-52.20,0.000,0.400,6.556,70.80,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:05:36.602688,1.986,20,4.3661,-2.1112,0.1955,-52.20,0.000,0.400,6.556,70.80,999.00,1.00,1.00,NAVIGATING
