iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,rel_heading_deg,fwd_clear_m,left_clear_m,right_clear_m,status
2026-09-03T22:07:47.126930,0.072,1,-0.0008,0.0012,-0.0001,-1.00,0.000,-0.400,4.742,-25.30,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:47.226804,0.172,2,-0.0009,0.0012,-0.0001,-1.04,0.000,-0.400,4.742,-25.26,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:47.328446,0.274,3,-0.0009,0.0012,-0.0001,-1.04,0.000,-0.400,4.742,-25.26,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:47.427741,0.372,4,-0.0009,0.0012,-0.0001,-1.04,0.000,-0.400,4.742,-25.26,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:47.526717,0.472,5,-0.0009,0.0012,-0.0001,-1.04,0.000,-0.400,4.742,-25.26,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:47.626282,0.572,6,-0.0009,0.0012,-0.0001,-1.04,0.000,-0.400,4.742,-25.26,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:47.726446,0.672,7,-0.0063,-0.0017,-0.0006,-4.59,0.000,-0.450,4.745,-21.65,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:47.826429,0.772,8,-0.0063,-0.0017,-0.0006,-4.59,0.000,-0.450,4.745,-21.65,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:47.926487,0.872,9,-0.0063,-0.0017,-0.0006,-4.59,0.000,-0.450,4.745,-21.65,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:48.027453,0.973,10,-0.0063,-0.0017,-0.0006,-4.59,0.000,-0.450,4.745,-21.65,999.00,1.00,1.00,NAVIGATING
2026-09-03T22:07:48.127091,1.072,11,-0.0063,-0.0017,-0.0006,-4.59,0.500,0.000,4.745,-21.65,999.00,1.00,1.00,NAVIGATING
