t_s,utc,node,state,mode,healthy,error
0.038002754999979516,2026-09-13T15:52:16.500297+00:00,pixnav_runtime_node,WAITING_FIRST_VLM,EPISODE_RESET,True,
0.07086833300036233,2026-09-13T15:52:16.542088+00:00,vlm_node,WAITING_SYNC,WAITING_SYNC,True,
0.08573843500016665,2026-09-13T15:52:16.556954+00:00,rtab_pointgoal_adapter,READY,READY,True,
0.2403171129999464,2026-09-13T15:52:16.711317+00:00,go2_action_executor,ACTIVE,IDLE,True,
0.46652323500075,2026-09-13T15:52:16.937736+00:00,go2_sensor_input,READY,FIXED_STARTUP_OFFSET,True,
0.5088138390001404,2026-09-13T15:52:16.980032+00:00,sweep_scheduler_node,ACTIVE,IDLE,True,
4.027288193999993,2026-09-13T15:52:20.498520+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
4.25622626600034,2026-09-13T15:52:20.727457+00:00,go2_action_executor,ACTIVE,MOVING,True,
6.695134730000063,2026-09-13T15:52:23.166265+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
6.747768129000178,2026-09-13T15:52:23.218984+00:00,go2_action_executor,ACTIVE,IDLE,True,
7.9827107240007535,2026-09-13T15:52:24.453913+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
8.270783312000276,2026-09-13T15:52:24.742016+00:00,go2_action_executor,ACTIVE,MOVING,True,
9.865515063000203,2026-09-13T15:52:26.336733+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
9.975026400999923,2026-09-13T15:52:26.446243+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
14.612191156000335,2026-09-13T15:52:31.083424+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
14.744515653000235,2026-09-13T15:52:31.215741+00:00,go2_action_executor,ACTIVE,IDLE,True,
15.987403957999959,2026-09-13T15:52:32.458632+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
16.2795428190002,2026-09-13T15:52:32.750775+00:00,go2_action_executor,ACTIVE,MOVING,True,
22.141333343000042,2026-09-13T15:52:38.612548+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
22.244117111999913,2026-09-13T15:52:38.715267+00:00,go2_action_executor,ACTIVE,IDLE,True,
23.967874841000594,2026-09-13T15:52:40.439090+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
24.26056625199999,2026-09-13T15:52:40.731782+00:00,go2_action_executor,ACTIVE,MOVING,True,
30.374354974000198,2026-09-13T15:52:46.845573+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
30.751210177000758,2026-09-13T15:52:47.222424+00:00,go2_action_executor,ACTIVE,IDLE,True,
31.963294912000492,2026-09-13T15:52:48.434517+00:00,vlm_node,ACTIVE,OBSERVATION_READY,True,
