iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,rel_heading_deg,status
2026-09-02T18:58:04.291477,0.020,1,-11.6483,-27.2837,0.3086,-112.82,0.000,0.400,4.143,168.79,NAVIGATING
2026-09-02T18:58:04.391384,0.120,2,-11.6483,-27.2837,0.3086,-112.82,0.000,0.400,4.143,168.79,NAVIGATING
2026-09-02T18:58:04.491394,0.220,3,-11.6483,-27.2837,0.3086,-112.82,0.000,0.400,4.143,168.79,NAVIGATING
2026-09-02T18:58:04.591539,0.320,4,-11.6483,-27.2837,0.3086,-112.82,0.000,0.400,4.143,168.79,NAVIGATING
2026-09-02T18:58:04.691530,0.420,5,-11.6483,-27.2837,0.3086,-112.82,0.000,0.400,4.143,168.79,NAVIGATING
2026-09-02T18:58:04.791570,0.520,6,-11.6473,-27.2865,0.3096,-109.50,0.000,0.400,4.145,165.51,NAVIGATING
2026-09-02T18:58:04.891793,0.620,7,-11.6473,-27.2865,0.3096,-109.50,0.000,0.400,4.145,165.51,NAVIGATING
2026-09-02T18:58:04.991422,0.720,8,-11.6473,-27.2865,0.3096,-109.50,0.000,0.400,4.145,165.51,NAVIGATING
2026-09-02T18:58:05.091536,0.820,9,-11.6473,-27.2865,0.3096,-109.50,0.000,0.400,4.145,165.51,NAVIGATING
2026-09-02T18:58:05.192612,0.921,10,-11.6473,-27.2865,0.3096,-109.50,0.000,0.400,4.145,165.51,NAVIGATING
2026-09-02T18:58:05.291517,1.020,11,-11.6473,-27.2865,0.3096,-109.50,0.000,0.400,4.145,165.51,NAVIGATING
2026-09-02T18:58:05.391439,1.120,12,-11.6501,-27.2912,0.3095,-105.55,0.000,0.400,4.150,161.57,NAVIGATING
2026-09-02T18:58:05.491480,1.220,13,-11.6501,-27.2912,0.3095,-105.55,0.000,0.400,4.150,161.57,NAVIGATING
2026-09-02T18:58:05.591755,1.321,14,-11.6501,-27.2912,0.3095,-105.55,0.000,0.400,4.150,161.57,NAVIGATING
2026-09-02T18:58:05.691497,1.420,15,-11.6501,-27.2912,0.3095,-105.55,0.000,0.400,4.150,161.57,NAVIGATING
2026-09-02T18:58:05.791829,1.520,16,-11.6501,-27.2912,0.3095,-105.55,0.000,0.400,4.150,161.57,NAVIGATING
2026-09-02T18:58:05.891328,1.620,17,-11.6501,-27.2912,0.3095,-105.55,0.000,0.400,4.150,161.57,NAVIGATING
2026-09-02T18:58:05.991427,1.720,18,-11.6503,-27.3013,0.3081,-100.15,0.000,0.400,4.159,156.24,NAVIGATING
2026-09-02T18:58:06.091591,1.820,19,-11.6503,-27.3013,0.3081,-100.15,0.000,0.400,4.159,156.24,NAVIGATING
2026-09-02T18:58:06.191790,1.920,20,-11.6503,-27.3013,0.3081,-100.15,0.000,0.400,4.159,156.24,NAVIGATING
2026-09-02T18:58:06.291525,2.020,21,-11.6503,-27.3013,0.3081,-100.15,0.000,0.400,4.159,156.24,NAVIGATING
2026-09-02T18:58:06.392322,2.121,22,-11.6503,-27.3013,0.3081,-100.15,0.000,0.400,4.159,156.24,NAVIGATING
2026-09-02T18:58:06.491412,2.220,23,-11.6503,-27.3013,0.3081,-100.15,0.000,0.400,4.159,156.24,NAVIGATING
2026-09-02T18:58:06.591466,2.320,24,-11.6513,-27.3077,0.3086,-96.92,0.000,0.400,4.165,153.05,NAVIGATING
2026-09-02T18:58:06.691608,2.420,25,-11.6513,-27.3077,0.3086,-96.92,0.000,0.400,4.165,153.05,NAVIGATING
2026-09-02T18:58:06.792705,2.522,26,-11.6513,-27.3077,0.3086,-96.92,0.000,0.400,4.165,153.05,NAVIGATING
2026-09-02T18:58:06.891953,2.621,27,-11.6513,-27.3077,0.3086,-96.92,0.000,0.400,4.165,153.05,NAVIGATING
2026-09-02T18:58:06.991859,2.721,28,-11.6513,-27.3077,0.3086,-96.92,0.000,0.400,4.165,153.05,NAVIGATING
2026-09-02T18:58:07.091657,2.820,29,-11.6513,-27.3077,0.3086,-96.92,0.000,0.400,4.165,153.05,NAVIGATING
2026-09-02T18:58:07.191433,2.920,30,-11.6506,-27.3112,0.3089,-95.24,0.000,0.400,4.167,151.40,NAVIGATING
2026-09-02T18:58:07.291418,3.020,31,-11.6506,-27.3112,0.3089,-95.24,0.000,0.400,4.167,151.40,NAVIGATING
2026-09-02T18:58:07.391559,3.120,32,-11.6506,-27.3112,0.3089,-95.24,0.000,0.400,4.167,151.40,NAVIGATING
2026-09-02T18:58:07.491473,3.220,33,-11.6506,-27.3112,0.3089,-95.24,0.000,0.400,4.167,151.40,NAVIGATING
2026-09-02T18:58:07.592427,3.321,34,-11.6506,-27.3112,0.3089,-95.24,0.000,0.400,4.167,151.40,NAVIGATING
2026-09-02T18:58:07.691979,3.421,35,-11.6506,-27.3112,0.3089,-95.24,0.000,0.400,4.167,151.40,NAVIGATING
2026-09-02T18:58:07.791510,3.520,36,-11.6491,-27.3112,0.3090,-94.05,0.000,0.400,4.166,150.23,NAVIGATING
2026-09-02T18:58:07.891409,3.620,37,-11.6491,-27.3112,0.3090,-94.05,0.000,0.400,4.166,150.23,NAVIGATING
2026-09-02T18:58:07.991914,3.721,38,-11.6491,-27.3112,0.3090,-94.05,0.000,0.400,4.166,150.23,NAVIGATING
2026-09-02T18:58:08.091472,3.820,39,-11.6491,-27.3112,0.3090,-94.05,0.000,0.400,4.166,150.23,NAVIGATING
2026-09-02T18:58:08.191555,3.920,40,-11.6491,-27.3112,0.3090,-94.05,0.000,0.400,4.166,150.23,NAVIGATING
2026-09-02T18:58:08.292197,4.021,41,-11.6491,-27.3112,0.3090,-94.05,0.000,0.400,4.166,150.23,NAVIGATING
2026-09-02T18:58:08.391692,4.120,42,-11.6404,-27.3186,0.3073,-89.60,0.000,0.400,4.168,145.94,NAVIGATING
2026-09-02T18:58:08.491408,4.220,43,-11.6404,-27.3186,0.3073,-89.60,0.000,0.400,4.168,145.94,NAVIGATING
2026-09-02T18:58:08.591707,4.320,44,-11.6404,-27.3186,0.3073,-89.60,0.000,0.400,4.168,145.94,NAVIGATING
2026-09-02T18:58:08.691956,4.421,45,-11.6404,-27.3186,0.3073,-89.60,0.000,0.400,4.168,145.94,NAVIGATING
