t_s,utc,node,state,mode,healthy,error
0.013105119000101695,2026-09-13T12:59:28.419488+00:00,pixnav_runtime_node,WAITING_FIRST_VLM,EPISODE_RESET,True,
0.06876962699971045,2026-09-13T12:59:28.475150+00:00,vlm_node,WAITING_SYNC,WAITING_SYNC,True,
0.07314813399898412,2026-09-13T12:59:28.479539+00:00,rtab_pointgoal_adapter,READY,READY,True,
0.24706026300009398,2026-09-13T12:59:28.653449+00:00,go2_sensor_input,READY,FIXED_STARTUP_OFFSET,True,
0.268328804999328,2026-09-13T12:59:28.674712+00:00,sweep_scheduler_node,ACTIVE,IDLE,True,
0.4093333780001558,2026-09-13T12:59:28.815732+00:00,go2_action_executor,ACTIVE,IDLE,True,
3.7652968379989034,2026-09-13T12:59:32.171680+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
3.9334804889986117,2026-09-13T12:59:32.339861+00:00,go2_action_executor,ACTIVE,MOVING,True,
8.586015695998867,2026-09-13T12:59:36.992400+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
8.913451452999652,2026-09-13T12:59:37.319836+00:00,go2_action_executor,ACTIVE,IDLE,True,
9.689940832999127,2026-09-13T12:59:38.096321+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
9.919798604998505,2026-09-13T12:59:38.326154+00:00,go2_action_executor,ACTIVE,MOVING,True,
13.573826814999848,2026-09-13T12:59:41.980212+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
13.697529756998847,2026-09-13T12:59:42.103910+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
19.724648546000026,2026-09-13T12:59:48.131032+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
19.905031366999538,2026-09-13T12:59:48.311413+00:00,go2_action_executor,ACTIVE,IDLE,True,
21.710834464998698,2026-09-13T12:59:50.117224+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
21.94078936599908,2026-09-13T12:59:50.347171+00:00,go2_action_executor,ACTIVE,MOVING,True,
24.156107409999095,2026-09-13T12:59:52.562485+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
24.40881033599908,2026-09-13T12:59:52.815188+00:00,go2_action_executor,ACTIVE,IDLE,True,
25.68623981699966,2026-09-13T12:59:54.092631+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
25.932617728998594,2026-09-13T12:59:54.339001+00:00,go2_action_executor,ACTIVE,MOVING,True,
29.64027197699943,2026-09-13T12:59:58.046648+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
29.90494906999993,2026-09-13T12:59:58.311331+00:00,go2_action_executor,ACTIVE,IDLE,True,
31.68014767599925,2026-09-13T13:00:00.086526+00:00,vlm_node,ACTIVE,OBSERVATION_READY,True,
31.915916759999163,2026-09-13T13:00:00.322306+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
37.26102995200017,2026-09-13T13:00:05.667411+00:00,pixnav_runtime_node,ACTIVE,PIXNAV_ACTIVE,True,
37.450274498998624,2026-09-13T13:00:05.856658+00:00,go2_action_executor,ACTIVE,MOVING,True,
37.523546450998765,2026-09-13T13:00:05.929938+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_ACTIVE_TRAJECTORY,True,
38.765329159999965,2026-09-13T13:00:07.171721+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
38.91542929800016,2026-09-13T13:00:07.321825+00:00,go2_action_executor,ACTIVE,IDLE,True,
39.42534839699874,2026-09-13T13:00:07.831744+00:00,go2_action_executor,ACTIVE,MOVING,True,
40.4120560829997,2026-09-13T13:00:08.818435+00:00,go2_action_executor,ACTIVE,IDLE,True,
40.928025946999696,2026-09-13T13:00:09.334407+00:00,go2_action_executor,ACTIVE,MOVING,True,
41.9064618249995,2026-09-13T13:00:10.312842+00:00,go2_action_executor,ACTIVE,IDLE,True,
42.41994237699873,2026-09-13T13:00:10.826317+00:00,go2_action_executor,ACTIVE,MOVING,True,
43.512097486998755,2026-09-13T13:00:11.918476+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_PREFETCH_APPLY,True,
43.918946734998826,2026-09-13T13:00:12.325332+00:00,go2_action_executor,ACTIVE,IDLE,True,
44.42191049399844,2026-09-13T13:00:12.828296+00:00,go2_action_executor,ACTIVE,MOVING,True,
45.718200115999934,2026-09-13T13:00:14.124594+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
47.40731313200013,2026-09-13T13:00:15.813696+00:00,go2_action_executor,ACTIVE,IDLE,True,
47.92892229499921,2026-09-13T13:00:16.335307+00:00,go2_action_executor,ACTIVE,MOVING,True,
50.521520981999856,2026-09-13T13:00:18.927847+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_PREFETCH_APPLY,True,
58.44036419599979,2026-09-13T13:00:26.846743+00:00,go2_action_executor,ACTIVE,IDLE,True,
58.94452775799982,2026-09-13T13:00:27.350908+00:00,go2_action_executor,ACTIVE,MOVING,True,
59.93308735699975,2026-09-13T13:00:28.339467+00:00,go2_action_executor,ACTIVE,IDLE,True,
60.13088120700013,2026-09-13T13:00:28.537270+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
60.43165978899924,2026-09-13T13:00:28.838033+00:00,go2_action_executor,ACTIVE,MOVING,True,
63.40803658499863,2026-09-13T13:00:31.814421+00:00,go2_action_executor,ACTIVE,IDLE,True,
63.91084803400008,2026-09-13T13:00:32.317233+00:00,go2_action_executor,ACTIVE,MOVING,True,
64.52023760500015,2026-09-13T13:00:32.926623+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_PREFETCH_APPLY,True,
64.91264223899998,2026-09-13T13:00:33.319040+00:00,go2_action_executor,ACTIVE,IDLE,True,
64.98974189499859,2026-09-13T13:00:33.396128+00:00,vlm_node,WAITING_SYNC,WAITING_POST_REVALIDATION_OBSERVATION,True,
65.6938154290001,2026-09-13T13:00:34.100192+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
65.92440134699973,2026-09-13T13:00:34.330791+00:00,go2_action_executor,ACTIVE,MOVING,True,
67.39931358899958,2026-09-13T13:00:35.805698+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
67.41543367600025,2026-09-13T13:00:35.821815+00:00,go2_action_executor,ACTIVE,IDLE,True,
67.68157756300025,2026-09-13T13:00:36.087943+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
67.91866514399953,2026-09-13T13:00:36.325061+00:00,go2_action_executor,ACTIVE,MOVING,True,
79.88887912199971,2026-09-13T13:00:48.295264+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
79.9050824449987,2026-09-13T13:00:48.311414+00:00,go2_action_executor,ACTIVE,IDLE,True,
81.69027970000025,2026-09-13T13:00:50.096662+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
81.93004838399975,2026-09-13T13:00:50.336422+00:00,go2_action_executor,ACTIVE,MOVING,True,
83.79076825099946,2026-09-13T13:00:52.197151+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
83.91335695499947,2026-09-13T13:00:52.319749+00:00,go2_action_executor,ACTIVE,IDLE,True,
85.68246575199919,2026-09-13T13:00:54.088846+00:00,vlm_node,ACTIVE,OBSERVATION_READY,True,
85.90305566999996,2026-09-13T13:00:54.309440+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
90.4257954879995,2026-09-13T13:00:58.832176+00:00,go2_action_executor,ACTIVE,MOVING,True,
90.51442775999931,2026-09-13T13:00:58.920817+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_ACTIVE_TRAJECTORY,True,
91.65092811499926,2026-09-13T13:01:00.057311+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
94.91467561099853,2026-09-13T13:01:03.321056+00:00,go2_action_executor,ACTIVE,IDLE,True,
95.41746180399969,2026-09-13T13:01:03.823844+00:00,go2_action_executor,ACTIVE,MOVING,True,
96.41188005799995,2026-09-13T13:01:04.818265+00:00,go2_action_executor,ACTIVE,IDLE,True,
96.52877132499998,2026-09-13T13:01:04.935150+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_PREFETCH_APPLY,True,
96.92644328899951,2026-09-13T13:01:05.332828+00:00,go2_action_executor,ACTIVE,MOVING,True,
