elapsed_s,x_m,y_m,yaw_rad,stamp_ns,frame,episode_time_s
0.05649199600065913,2.7938613891601562,0.3631257116794586,-1.4289915388538357,1789300175894463049,odom,-4.794702397999572
0.11677457499990851,2.793835163116455,0.3630056083202362,-1.4292640599001563,1789300175998411165,odom,-4.734419819000323
0.16838406399983796,2.793813943862915,0.3630259931087494,-1.429162420890257,1789300176057982193,odom,-4.682810330000393
0.22207454900035373,2.7938170433044434,0.36313194036483765,-1.429044131602027,1789300176102271544,odom,-4.629119844999877
0.2737375130000146,2.793874502182007,0.36312195658683777,-1.4290391917695773,1789300176141334997,odom,-4.5774568810002165
0.3425189950003187,2.793853998184204,0.3630821704864502,-1.42923650572462,1789300176207813011,odom,-4.508675398999912
0.4065486330000567,2.793818235397339,0.36305466294288635,-1.4292636398477263,1789300176271319615,odom,-4.444645761000174
0.4604837060005593,2.793823003768921,0.36313432455062866,-1.4291112731777171,1789300176331470476,odom,-4.390710687999672
0.5125384970006053,2.793907642364502,0.3631102740764618,-1.4293403518084524,1789300176398153292,odom,-4.338655896999626
0.5687640160003866,2.793884515762329,0.3631332516670227,-1.4293593742041302,1789300176424517380,odom,-4.2824303779998445
0.6438804589997744,2.793842315673828,0.363064706325531,-1.4293159300823242,1789300176477720963,odom,-4.207313935000457
0.6966471240002647,2.7938144207000732,0.3631665110588074,-1.4292280046519605,1789300176577962624,odom,-4.154547269999966
0.7619113810005729,2.79388427734375,0.3630998730659485,-1.4293630130006796,1789300176639526354,odom,-4.089283012999658
0.8199142330004179,2.7938427925109863,0.36299794912338257,-1.4294599912492463,1789300176704659926,odom,-4.031280160999813
0.8731840899999952,2.793816328048706,0.36306077241897583,-1.4293529222517785,1789300176764604794,odom,-3.978010304000236
0.925015350000649,2.7938778400421143,0.36313101649284363,-1.4293282154960636,1789300176811079251,odom,-3.926179043999582
0.9772440369997639,2.7939374446868896,0.36314675211906433,-1.4294550947906042,1789300176857692944,odom,-3.873950357000467
1.0298672070002794,2.7939183712005615,0.36313921213150024,-1.4294803535320142,1789300176897722946,odom,-3.8213271869999517
1.0859637280000243,2.793849468231201,0.3631238341331482,-1.4294351292388818,1789300176971120821,odom,-3.765230666000207
1.1397417369998948,2.793879747390747,0.3631299138069153,-1.4295354476839615,1789300177024432169,odom,-3.7114526570003363
1.1974595510000654,2.793915271759033,0.3631080985069275,-1.429614139172924,1789300177084622847,odom,-3.6537348430001657
1.2578145160005079,2.7938618659973145,0.3630370795726776,-1.4296680326901472,1789300177137758957,odom,-3.5933798779997232
1.315937182000198,2.7938320636749268,0.3630850315093994,-1.4296007952806702,1789300177194391237,odom,-3.535257212000033
1.3919254419997742,2.793903350830078,0.36313334107398987,-1.4294881351510944,1789300177257963167,odom,-3.459268952000457
1.4484977930005698,2.7939178943634033,0.36308619379997253,-1.4297026106773536,1789300177334371554,odom,-3.4026966009996613
1.5028993200003242,2.7938668727874756,0.3630766272544861,-1.429620035992835,1789300177394445645,odom,-3.348295073999907
1.561781350000274,2.7938714027404785,0.36311277747154236,-1.4294444405462938,1789300177449487435,odom,-3.289413043999957
1.615789290000066,2.7938809394836426,0.36313045024871826,-1.4296029515895303,1789300177488132941,odom,-3.235405104000165
1.6788704340006007,2.7938830852508545,0.36312365531921387,-1.4298803915968135,1789300177557175146,odom,-3.1723239599996305
1.7518591910002215,2.793809652328491,0.3631160855293274,-1.4296565964986792,1789300177614406573,odom,-3.0993352030000096
1.8103781310001068,2.7938263416290283,0.36318597197532654,-1.4296832197060123,1789300177687824951,odom,-3.0408162630001243
1.8643863590004912,2.793870449066162,0.3630978763103485,-1.4298845589484315,1789300177751459109,odom,-2.98680803499974
1.9223724749999747,2.793844223022461,0.3630255460739136,-1.4297250823870473,1789300177798660742,odom,-2.9288219190002565
1.9818275240004368,2.7938077449798584,0.3630877137184143,-1.4295535059876776,1789300177869425045,odom,-2.8693668699997943
2.034329183999944,2.7938382625579834,0.3631076514720917,-1.429640694324527,1789300177911463009,odom,-2.8168652100002873
2.0863346920004915,2.7938408851623535,0.3630216419696808,-1.4299347719165882,1789300177964704739,odom,-2.7648597019997396
2.1663121990004583,2.79378342628479,0.36301881074905396,-1.4299065737136605,1789300178028087364,odom,-2.6848821949997728
2.220998155000416,2.793774127960205,0.3630950152873993,-1.4298839152352294,1789300178097820746,odom,-2.6301962389998153
2.2740969950000363,2.793806552886963,0.36305931210517883,-1.4301891964957119,1789300178162194954,odom,-2.577097399000195
