finished_utc,finished_kst,approximate_finish_t_s,approximate_begin_t_s,call_type,latency_s,model,error_code,error_message,response_headers_wait_s
2026-09-13T10:41:53Z,2026-09-13T19:41:53+09:00,21.113733053207397,20.423462629318237,point_verifier,0.6902704230001291,qwen3.5-9b-instruct,,,0.6896250249997138
2026-09-13T10:41:53Z,2026-09-13T19:41:53+09:00,21.113733053207397,20.36180305480957,point_verifier,0.7519300250000924,qwen3.5-9b-instruct,,,0.7516261750001831
2026-09-13T10:41:53Z,2026-09-13T19:41:53+09:00,21.113733053207397,20.280903339385986,point_verifier,0.832829823999873,qwen3.5-9b-instruct,,,0.8311220220002724
2026-09-13T10:41:53Z,2026-09-13T19:41:53+09:00,21.113733053207397,20.097527503967285,point_verifier,1.0162054399997942,qwen3.5-9b-instruct,,,1.0134120990001065
2026-09-13T10:41:54Z,2026-09-13T19:41:54+09:00,22.113733053207397,21.458967208862305,point_verifier,0.654765874000077,qwen3.5-9b-instruct,,,0.6542163200001596
2026-09-13T10:41:54Z,2026-09-13T19:41:54+09:00,22.113733053207397,21.38981533050537,point_verifier,0.7239178220002032,qwen3.5-9b-instruct,,,0.7232522959998278
2026-09-13T10:41:57Z,2026-09-13T19:41:57+09:00,25.113733053207397,22.258974075317383,navigation,2.8547589129998414,qwen3.5-9b-instruct,,,2.8541346039996824
2026-09-13T10:42:00Z,2026-09-13T19:42:00+09:00,28.113733053207397,27.528032302856445,candidate_screener,0.5857006480000564,qwen3.5-9b-instruct,,,0.5838323940001828
2026-09-13T10:42:00Z,2026-09-13T19:42:00+09:00,28.113733053207397,27.583929777145386,point_verifier,0.5298031909997007,qwen3.5-9b-instruct,,,0.5291037119995963
2026-09-13T10:42:01Z,2026-09-13T19:42:01+09:00,29.113733053207397,28.439123392105103,point_verifier,0.6746096420001777,qwen3.5-9b-instruct,,,0.6742006050003511
2026-09-13T10:42:01Z,2026-09-13T19:42:01+09:00,29.113733053207397,28.41286039352417,point_verifier,0.7008726670001124,qwen3.5-9b-instruct,,,0.6998772730003111
2026-09-13T10:42:03Z,2026-09-13T19:42:03+09:00,31.113733053207397,28.74818253517151,navigation,2.3655504900002597,qwen3.5-9b-instruct,,,2.3652357590003703
