trial_id,goal_label,method,started,success,reason,elapsed_s,path_length_10hz_odom_m,final_goal_distance_odom_m,minimum_goal_distance_odom_m,direct_intervention,contact,obstruction,vlm_calls,success_radius_m,spl,spl_status,reviewed_episode_file
direct_goal-goal-4-002,4,direct_goal_pixnav_look20cm,1,0,PIXNAV_TERMINAL_BEFORE_GOAL,35.39607037799988,4.908258956244584,7.46298360824585,7.454061508178711,0,0,0,0,1.0,,shortest_path_reference_pending,/home/unitree/s2e-vlm-async-framework-minimal/.local-data/recording-five-goals-recaptured5-20260914/quick-results/direct-goal-4-002-evaluation/episode.reviewed.json
