t_s,utc,node,state,mode,healthy,error
0.013837950999914028,2026-09-13T15:45:27.430637+00:00,direct_goal_pixnav,READY,DIRECT_GOAL,True,
0.07116781100012304,2026-09-13T15:45:27.487968+00:00,pixnav_runtime_node,WAITING_FIRST_VLM,EPISODE_RESET,True,
0.15625230600016948,2026-09-13T15:45:27.573059+00:00,go2_action_executor,ACTIVE,IDLE,True,
0.17394052999952692,2026-09-13T15:45:27.590740+00:00,go2_sensor_input,READY,FIXED_STARTUP_OFFSET,True,
0.5145603159999155,2026-09-13T15:45:27.931129+00:00,rtab_pointgoal_adapter,READY,READY,True,
0.5209653499996421,2026-09-13T15:45:27.937770+00:00,direct_goal_pixnav,ACTIVE,DIRECT_GOAL,True,
0.7514098310002737,2026-09-13T15:45:28.168209+00:00,pixnav_runtime_node,ACTIVE,PIXNAV_ACTIVE,True,
1.165844062999895,2026-09-13T15:45:28.582644+00:00,go2_action_executor,ACTIVE,MOVING,True,
2.1575602020002407,2026-09-13T15:45:29.574365+00:00,go2_action_executor,ACTIVE,IDLE,True,
2.6733946109998215,2026-09-13T15:45:30.090198+00:00,go2_action_executor,ACTIVE,MOVING,True,
3.6545170210001743,2026-09-13T15:45:31.071322+00:00,go2_action_executor,ACTIVE,IDLE,True,
4.162289752000106,2026-09-13T15:45:31.579092+00:00,go2_action_executor,ACTIVE,MOVING,True,
5.6545674099998,2026-09-13T15:45:33.071365+00:00,go2_action_executor,ACTIVE,IDLE,True,
6.163681631000145,2026-09-13T15:45:33.580480+00:00,go2_action_executor,ACTIVE,MOVING,True,
7.15823827999975,2026-09-13T15:45:34.575039+00:00,go2_action_executor,ACTIVE,IDLE,True,
7.664277601999856,2026-09-13T15:45:35.081077+00:00,go2_action_executor,ACTIVE,MOVING,True,
14.657691626999622,2026-09-13T15:45:42.074503+00:00,go2_action_executor,ACTIVE,IDLE,True,
15.164802543000405,2026-09-13T15:45:42.581599+00:00,go2_action_executor,ACTIVE,MOVING,True,
16.154117267999936,2026-09-13T15:45:43.570911+00:00,go2_action_executor,ACTIVE,IDLE,True,
16.65687622600035,2026-09-13T15:45:44.073656+00:00,go2_action_executor,ACTIVE,MOVING,True,
17.66540709000037,2026-09-13T15:45:45.082211+00:00,go2_action_executor,ACTIVE,IDLE,True,
18.169000183000207,2026-09-13T15:45:45.585744+00:00,go2_action_executor,ACTIVE,MOVING,True,
19.668797452000035,2026-09-13T15:45:47.085594+00:00,go2_action_executor,ACTIVE,IDLE,True,
20.16417981199993,2026-09-13T15:45:47.580980+00:00,go2_action_executor,ACTIVE,MOVING,True,
21.161266684999646,2026-09-13T15:45:48.578071+00:00,go2_action_executor,ACTIVE,IDLE,True,
21.676260885000374,2026-09-13T15:45:49.093062+00:00,go2_action_executor,ACTIVE,MOVING,True,
25.656555604999994,2026-09-13T15:45:53.073351+00:00,go2_action_executor,ACTIVE,IDLE,True,
26.16818236600011,2026-09-13T15:45:53.584985+00:00,go2_action_executor,ACTIVE,MOVING,True,
27.173249573999783,2026-09-13T15:45:54.590047+00:00,go2_action_executor,ACTIVE,IDLE,True,
