iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,status
2026-09-01T13:04:24.732928,0.003,1,-12.3505,27.3647,0.3126,-171.80,0.300,-0.013,6.361,NAVIGATING
2026-09-01T13:04:24.833694,0.104,2,-12.3581,27.3635,0.3126,-171.78,0.300,-0.013,6.354,NAVIGATING
2026-09-01T13:04:24.932878,0.203,3,-12.3827,27.3573,0.3096,-172.26,0.300,-0.012,6.329,NAVIGATING
2026-09-01T13:04:25.034732,0.305,4,-12.3971,27.3549,0.3074,-172.51,0.300,-0.011,6.314,NAVIGATING
2026-09-01T13:04:25.132774,0.403,5,-12.4371,27.3486,0.3002,-172.31,0.300,-0.012,6.274,NAVIGATING
2026-09-01T13:04:25.232730,0.503,6,-12.4648,27.3454,0.3005,-172.06,0.300,-0.013,6.246,NAVIGATING
2026-09-01T13:04:25.332692,0.603,7,-12.4806,27.3441,0.3010,-171.73,0.300,-0.014,6.230,NAVIGATING
2026-09-01T13:04:25.432556,0.703,8,-12.5031,27.3404,0.2988,-171.84,0.300,-0.013,6.207,NAVIGATING
2026-09-01T13:04:25.532549,0.803,9,-12.5266,27.3357,0.2966,-171.84,0.300,-0.014,6.184,NAVIGATING
2026-09-01T13:04:25.632718,0.903,10,-12.5521,27.3283,0.2979,-172.34,0.300,-0.012,6.158,NAVIGATING
2026-09-01T13:04:25.732571,1.003,11,-12.5704,27.3250,0.2993,-172.05,0.300,-0.013,6.139,NAVIGATING
2026-09-01T13:04:25.832715,1.103,12,-12.5942,27.3207,0.2986,-172.30,0.300,-0.012,6.115,NAVIGATING
2026-09-01T13:04:25.933362,1.203,13,-12.6185,27.3158,0.2958,-172.30,0.300,-0.012,6.091,NAVIGATING
2026-09-01T13:04:26.033297,1.303,14,-12.6436,27.3111,0.2920,-172.06,0.300,-0.013,6.065,NAVIGATING
2026-09-01T13:04:26.132964,1.403,15,-12.6615,27.3113,0.2928,-171.73,0.300,-0.014,6.047,NAVIGATING
2026-09-01T13:04:26.232884,1.503,16,-12.6880,27.3102,0.2946,-171.48,0.300,-0.015,6.021,NAVIGATING
2026-09-01T13:04:26.332908,1.603,17,-12.7059,27.3058,0.2934,-171.57,0.300,-0.015,6.003,NAVIGATING
2026-09-01T13:04:26.433361,1.703,18,-12.7247,27.3006,0.2917,-171.54,0.300,-0.015,5.983,NAVIGATING
2026-09-01T13:04:26.532920,1.803,19,-12.7440,27.2938,0.2909,-172.09,0.300,-0.014,5.964,NAVIGATING
2026-09-01T13:04:26.632614,1.903,20,-12.7658,27.2888,0.2915,-172.17,0.300,-0.013,5.942,NAVIGATING
2026-09-01T13:04:26.732635,2.003,21,-12.7823,27.2866,0.2926,-171.97,0.300,-0.014,5.925,NAVIGATING
2026-09-01T13:04:26.832509,2.103,22,-12.8075,27.2819,0.2905,-172.19,0.300,-0.013,5.900,NAVIGATING
2026-09-01T13:04:26.933383,2.204,23,-12.8339,27.2775,0.2879,-171.55,0.300,-0.016,5.873,NAVIGATING
2026-09-01T13:04:27.039925,2.310,24,-12.8487,27.2780,0.2885,-171.28,0.300,-0.017,5.858,NAVIGATING
2026-09-01T13:04:27.143958,2.414,25,-12.8704,27.2757,0.2885,-171.18,0.300,-0.017,5.836,NAVIGATING
2026-09-01T13:04:27.232944,2.503,26,-12.8897,27.2735,0.2876,-171.01,0.300,-0.018,5.817,NAVIGATING
2026-09-01T13:04:27.332691,2.603,27,-12.9162,27.2661,0.2855,-171.40,0.300,-0.017,5.790,NAVIGATING
2026-09-01T13:04:27.432789,2.703,28,-12.9363,27.2571,0.2854,-171.75,0.300,-0.016,5.769,NAVIGATING
2026-09-01T13:04:27.532639,2.803,29,-12.9558,27.2526,0.2862,-171.52,0.300,-0.016,5.750,NAVIGATING
2026-09-01T13:04:27.635306,2.906,30,-12.9684,27.2502,0.2852,-171.76,0.300,-0.016,5.737,NAVIGATING
2026-09-01T13:04:27.746270,3.015,31,-12.9899,27.2480,0.2829,-171.65,0.300,-0.016,5.715,NAVIGATING
2026-09-01T13:04:27.833238,3.103,32,-13.2260,27.3301,0.2861,-173.45,0.300,-0.006,5.486,NAVIGATING
2026-09-01T13:04:27.933261,3.203,33,-13.2390,27.3298,0.2854,-173.28,0.300,-0.007,5.473,NAVIGATING
2026-09-01T13:04:28.032555,3.303,34,-13.2610,27.3248,0.2816,-173.37,0.300,-0.007,5.451,NAVIGATING
2026-09-01T13:04:28.132522,3.403,35,-13.2809,27.3182,0.2799,-173.45,0.300,-0.007,5.430,NAVIGATING
2026-09-01T13:04:28.232562,3.503,36,-13.3016,27.3115,0.2792,-173.53,0.300,-0.006,5.409,NAVIGATING
2026-09-01T13:04:28.333649,3.604,37,-13.3179,27.3104,0.2786,-173.48,0.300,-0.007,5.393,NAVIGATING
2026-09-01T13:04:28.433018,3.703,38,-13.3412,27.3097,0.2752,-173.64,0.300,-0.006,5.369,NAVIGATING
2026-09-01T13:04:28.532552,3.803,39,-13.3622,27.3112,0.2734,-173.50,0.300,-0.006,5.349,NAVIGATING
2026-09-01T13:04:28.633099,3.903,40,-13.3821,27.3100,0.2730,-173.30,0.300,-0.007,5.329,NAVIGATING
2026-09-01T13:04:28.732922,4.003,41,-13.3979,27.3068,0.2708,-173.02,0.300,-0.008,5.313,NAVIGATING
2026-09-01T13:04:28.832657,4.103,42,-13.4163,27.2986,0.2670,-173.46,0.300,-0.007,5.294,NAVIGATING
2026-09-01T13:04:28.936410,4.207,43,-13.4304,27.2915,0.2646,-173.69,0.300,-0.006,5.279,NAVIGATING
2026-09-01T13:04:29.033908,4.304,44,-13.4515,27.2899,0.2629,-173.62,0.300,-0.006,5.258,NAVIGATING
2026-09-01T13:04:29.132949,4.403,45,-13.4631,27.2909,0.2619,-173.93,0.300,-0.005,5.246,NAVIGATING
2026-09-01T13:04:29.233580,4.504,46,-13.4841,27.2920,0.2582,-174.20,0.300,-0.004,5.226,NAVIGATING
2026-09-01T13:04:29.332533,4.603,47,-13.5124,27.2927,0.2567,-174.01,0.300,-0.005,5.197,NAVIGATING
2026-09-01T13:04:29.433314,4.703,48,-13.5268,27.2901,0.2549,-173.70,0.300,-0.006,5.183,NAVIGATING
2026-09-01T13:04:29.532698,4.803,49,-13.5458,27.2827,0.2511,-173.98,0.300,-0.005,5.163,NAVIGATING
2026-09-01T13:04:29.635025,4.905,50,-13.5606,27.2759,0.2469,-174.15,0.300,-0.005,5.148,NAVIGATING
2026-09-01T13:04:29.738671,5.009,51,-13.5731,27.2738,0.2430,-174.28,0.300,-0.004,5.135,NAVIGATING
2026-09-01T13:04:29.834623,5.105,52,-13.2627,27.3015,0.2625,-178.21,0.300,0.009,5.447,NAVIGATING
2026-09-01T13:04:29.932846,5.203,53,-13.2879,27.3060,0.2610,-178.82,0.300,0.012,5.422,NAVIGATING
2026-09-01T13:04:30.032912,5.303,54,-13.3050,27.3088,0.2590,-178.52,0.300,0.011,5.405,NAVIGATING
2026-09-01T13:04:30.133146,5.403,55,-13.3260,27.3091,0.2583,-178.29,0.300,0.010,5.385,NAVIGATING
2026-09-01T13:04:30.235178,5.505,56,-13.3446,27.3064,0.2555,-178.10,0.300,0.009,5.366,NAVIGATING
2026-09-01T13:04:30.332458,5.603,57,-13.3578,27.3030,0.2527,-178.50,0.300,0.011,5.352,NAVIGATING
2026-09-01T13:04:30.433913,5.704,58,-13.3812,27.2978,0.2481,-178.73,0.300,0.011,5.329,NAVIGATING
2026-09-01T13:04:30.532607,5.803,59,-13.3988,27.2988,0.2447,-178.72,0.300,0.012,5.311,NAVIGATING
2026-09-01T13:04:30.632592,5.903,60,-13.4127,27.3037,0.2443,-178.70,0.300,0.012,5.298,NAVIGATING
2026-09-01T13:04:30.733304,6.003,61,-13.4259,27.3062,0.2423,-179.06,0.300,0.013,5.285,NAVIGATING
2026-09-01T13:04:30.835109,6.105,62,-13.4470,27.3104,0.2399,-178.64,0.300,0.012,5.264,NAVIGATING
2026-09-01T13:04:30.932703,6.203,63,-13.4691,27.3096,0.2386,-178.12,0.300,0.010,5.242,NAVIGATING
2026-09-01T13:04:31.034251,6.304,64,-13.4850,27.3066,0.2355,-178.02,0.300,0.010,5.226,NAVIGATING
2026-09-01T13:04:31.136376,6.406,65,-13.5095,27.2991,0.2304,-178.40,0.300,0.011,5.201,NAVIGATING
2026-09-01T13:04:31.232614,6.503,66,-13.5262,27.2974,0.2255,-178.57,0.300,0.011,5.184,NAVIGATING
2026-09-01T13:04:31.333413,6.604,67,-13.5358,27.2988,0.2229,-178.67,0.300,0.012,5.175,NAVIGATING
2026-09-01T13:04:31.432968,6.703,68,-13.5501,27.3037,0.2233,-178.76,0.300,0.012,5.161,NAVIGATING
2026-09-01T13:04:31.534704,6.805,69,-13.5650,27.3055,0.2223,-179.05,0.300,0.013,5.146,NAVIGATING
2026-09-01T13:04:31.632604,6.903,70,-13.5944,27.3093,0.2200,-178.58,0.300,0.012,5.117,NAVIGATING
2026-09-01T13:04:31.732823,7.003,71,-13.6091,27.3093,0.2189,-178.21,0.300,0.011,5.102,NAVIGATING
2026-09-01T13:04:31.835113,7.105,72,-13.6328,27.3037,0.2145,-178.59,0.300,0.012,5.078,NAVIGATING
2026-09-01T13:04:31.932610,7.203,73,-13.6488,27.2998,0.2127,-178.76,0.300,0.012,5.062,NAVIGATING
2026-09-01T13:04:32.032573,7.303,74,-13.6717,27.2986,0.2071,-178.77,0.300,0.013,5.039,NAVIGATING
2026-09-01T13:04:32.139892,7.410,75,-13.6798,27.3010,0.2063,-178.53,0.300,0.012,5.031,NAVIGATING
2026-09-01T13:04:32.232651,7.503,76,-13.7038,27.3076,0.2035,-178.92,0.300,0.014,5.008,NAVIGATING
2026-09-01T13:04:32.334010,7.604,77,-13.7269,27.3111,0.2018,-178.38,0.300,0.012,4.985,NAVIGATING
2026-09-01T13:04:32.435191,7.705,78,-13.7389,27.3105,0.2013,-178.16,0.300,0.011,4.973,NAVIGATING
2026-09-01T13:04:32.532668,7.803,79,-13.7664,27.3051,0.1966,-178.05,0.300,0.011,4.945,NAVIGATING
2026-09-01T13:04:32.637012,7.906,80,-13.7770,27.3024,0.1943,-178.00,0.300,0.010,4.935,NAVIGATING
2026-09-01T13:04:32.732772,8.003,81,-13.8030,27.2958,0.1887,-178.48,0.300,0.012,4.908,NAVIGATING
2026-09-01T13:04:32.832755,8.103,82,-13.8171,27.2975,0.1863,-178.45,0.300,0.012,4.894,NAVIGATING
2026-09-01T13:04:32.932641,8.203,83,-13.8336,27.3041,0.1854,-178.61,0.300,0.013,4.878,NAVIGATING
2026-09-01T13:04:33.032842,8.303,84,-13.8497,27.3072,0.1827,-178.93,0.300,0.014,4.863,NAVIGATING
2026-09-01T13:04:33.137218,8.407,85,-13.8754,27.3099,0.1816,-178.32,0.300,0.012,4.837,NAVIGATING
2026-09-01T13:04:33.234130,8.504,86,-13.8896,27.3078,0.1800,-177.94,0.300,0.011,4.823,NAVIGATING
2026-09-01T13:04:33.333509,8.604,87,-13.9124,27.3016,0.1754,-178.12,0.300,0.011,4.800,NAVIGATING
2026-09-01T13:04:33.433028,8.703,88,-13.9289,27.2962,0.1729,-178.32,0.300,0.012,4.783,NAVIGATING
2026-09-01T13:04:33.534341,8.804,89,-13.9502,27.2947,0.1677,-178.45,0.300,0.012,4.761,NAVIGATING
2026-09-01T13:04:33.633145,8.903,90,-13.9591,27.2972,0.1666,-178.35,0.300,0.012,4.753,NAVIGATING
2026-09-01T13:04:33.732902,9.003,91,-13.9821,27.3051,0.1644,-178.77,0.300,0.014,4.730,NAVIGATING
2026-09-01T13:04:33.832643,9.103,92,-13.9959,27.3080,0.1623,-178.51,0.300,0.013,4.717,NAVIGATING
2026-09-01T13:04:33.934320,9.204,93,-14.0232,27.3078,0.1603,-178.11,0.300,0.012,4.690,NAVIGATING
2026-09-01T13:04:34.033061,9.303,94,-14.0417,27.3035,0.1571,-177.93,0.300,0.011,4.671,NAVIGATING
2026-09-01T13:04:34.133274,9.403,95,-14.0580,27.2982,0.1538,-178.24,0.300,0.012,4.654,NAVIGATING
2026-09-01T13:04:34.232739,9.503,96,-14.0750,27.2930,0.1509,-178.57,0.300,0.013,4.637,NAVIGATING
2026-09-01T13:04:34.335174,9.605,97,-14.0926,27.2930,0.1462,-178.82,0.300,0.014,4.619,NAVIGATING
2026-09-01T13:04:34.432693,9.703,98,-14.1039,27.2973,0.1462,-178.72,0.300,0.014,4.608,NAVIGATING
2026-09-01T13:04:34.532939,9.803,99,-14.1217,27.3012,0.1450,-179.16,0.300,0.016,4.591,NAVIGATING
2026-09-01T13:04:34.632983,9.903,100,-14.1416,27.3055,0.1435,-178.83,0.300,0.015,4.572,NAVIGATING
2026-09-01T13:04:34.732562,10.003,101,-14.1597,27.3061,0.1419,-178.50,0.300,0.014,4.554,NAVIGATING
2026-09-01T13:04:34.839837,10.106,102,-14.1736,27.3040,0.1397,-178.27,0.300,0.013,4.540,NAVIGATING
2026-09-01T13:04:34.935262,10.205,103,-14.2001,27.2969,0.1347,-178.60,0.300,0.014,4.513,NAVIGATING
2026-09-01T13:04:35.032607,10.303,104,-14.2181,27.2929,0.1308,-178.84,0.300,0.015,4.494,NAVIGATING
2026-09-01T13:04:35.132711,10.403,105,-14.3263,27.2399,0.2730,-172.01,0.300,-0.011,4.382,NAVIGATING
2026-09-01T13:04:35.232794,10.503,106,-14.3409,27.2441,0.2733,-172.03,0.300,-0.011,4.368,NAVIGATING
2026-09-01T13:04:35.332991,10.603,107,-14.3619,27.2464,0.2709,-172.44,0.300,-0.009,4.347,NAVIGATING
2026-09-01T13:04:35.432557,10.703,108,-14.3768,27.2473,0.2723,-172.22,0.300,-0.010,4.332,NAVIGATING
2026-09-01T13:04:35.533918,10.804,109,-14.3945,27.2448,0.2725,-172.11,0.300,-0.010,4.314,NAVIGATING
2026-09-01T13:04:35.632867,10.903,110,-14.4182,27.2357,0.2690,-172.36,0.300,-0.010,4.290,NAVIGATING
2026-09-01T13:04:35.732773,11.003,111,-14.4351,27.2280,0.2667,-172.72,0.300,-0.009,4.272,NAVIGATING
2026-09-01T13:04:35.832869,11.103,112,-14.4520,27.2251,0.2630,-172.93,0.300,-0.008,4.255,NAVIGATING
2026-09-01T13:04:35.933855,11.204,113,-14.4658,27.2257,0.2622,-173.16,0.300,-0.007,4.242,NAVIGATING
2026-09-01T13:04:36.051623,11.322,114,-14.4732,27.2283,0.2633,-173.20,0.300,-0.007,4.235,NAVIGATING
2026-09-01T13:04:36.132697,11.403,115,-14.4992,27.2307,0.2620,-174.01,0.300,-0.004,4.209,NAVIGATING
