t_s,utc,node,state,mode,healthy,error
0.05371760899970468,2026-09-13T10:25:12.235997+00:00,pixnav_runtime_node,WAITING_FIRST_VLM,WAITING_FIRST_VLM,True,
0.10193093699990641,2026-09-13T10:25:12.284210+00:00,pixnav_runtime_node,WAITING_FIRST_VLM,EPISODE_RESET,True,
0.12897245099975407,2026-09-13T10:25:12.311243+00:00,vlm_node,WAITING_SYNC,WAITING_SYNC,True,
0.17134363100012706,2026-09-13T10:25:12.353622+00:00,sweep_scheduler_node,ACTIVE,IDLE,True,
0.24691870800006654,2026-09-13T10:25:12.429198+00:00,go2_action_executor,ACTIVE,IDLE,True,
0.26253023899971595,2026-09-13T10:25:12.444810+00:00,go2_sensor_input,READY,FIXED_STARTUP_OFFSET,True,
0.38750745200013625,2026-09-13T10:25:12.569797+00:00,rtab_pointgoal_adapter,READY,READY,True,
3.8111407549999967,2026-09-13T10:25:15.993419+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
4.254177394999715,2026-09-13T10:25:16.436452+00:00,go2_action_executor,ACTIVE,MOVING,True,
10.787290656000096,2026-09-13T10:25:22.969567+00:00,go2_action_executor,ACTIVE,IDLE,True,
10.807143545000145,2026-09-13T10:25:22.989423+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
11.697896790999948,2026-09-13T10:25:23.880181+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
11.76695321699981,2026-09-13T10:25:23.949236+00:00,go2_action_executor,ACTIVE,MOVING,True,
15.591403888000059,2026-09-13T10:25:27.773694+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
15.687934066999787,2026-09-13T10:25:27.870223+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
22.81558292999989,2026-09-13T10:25:34.997856+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
23.254346051000084,2026-09-13T10:25:35.436621+00:00,go2_action_executor,ACTIVE,IDLE,True,
23.680791382999814,2026-09-13T10:25:35.863063+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
23.76898944300001,2026-09-13T10:25:35.951267+00:00,go2_action_executor,ACTIVE,MOVING,True,
30.416673929999888,2026-09-13T10:25:42.598953+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
30.75216312600014,2026-09-13T10:25:42.934372+00:00,go2_action_executor,ACTIVE,IDLE,True,
31.681391035999695,2026-09-13T10:25:43.863666+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
31.75042144500003,2026-09-13T10:25:43.932698+00:00,go2_action_executor,ACTIVE,MOVING,True,
41.16914929399991,2026-09-13T10:25:53.351418+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
41.243077948000064,2026-09-13T10:25:53.425351+00:00,go2_action_executor,ACTIVE,IDLE,True,
41.6824931860001,2026-09-13T10:25:53.864780+00:00,vlm_node,ACTIVE,OBSERVATION_READY,True,
41.91961057299977,2026-09-13T10:25:54.101884+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
47.354945401999885,2026-09-13T10:25:59.537171+00:00,pixnav_runtime_node,ACTIVE,PIXNAV_ACTIVE,True,
47.421530033999716,2026-09-13T10:25:59.603807+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_ACTIVE_TRAJECTORY,True,
47.7601084529997,2026-09-13T10:25:59.942383+00:00,go2_action_executor,ACTIVE,MOVING,True,
48.74594049899997,2026-09-13T10:26:00.928214+00:00,go2_action_executor,ACTIVE,IDLE,True,
48.883552407000025,2026-09-13T10:26:01.065832+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
49.259643634999975,2026-09-13T10:26:01.441921+00:00,go2_action_executor,ACTIVE,MOVING,True,
50.245729738000136,2026-09-13T10:26:02.427143+00:00,go2_action_executor,ACTIVE,IDLE,True,
50.7819858859998,2026-09-13T10:26:02.964273+00:00,go2_action_executor,ACTIVE,MOVING,True,
51.75493119600014,2026-09-13T10:26:03.937198+00:00,go2_action_executor,ACTIVE,IDLE,True,
52.26022713800012,2026-09-13T10:26:04.442501+00:00,go2_action_executor,ACTIVE,MOVING,True,
53.425170498999705,2026-09-13T10:26:05.607452+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_PREFETCH_APPLY,True,
55.753350412000145,2026-09-13T10:26:07.935630+00:00,go2_action_executor,ACTIVE,IDLE,True,
56.2534553319997,2026-09-13T10:26:08.435732+00:00,go2_action_executor,ACTIVE,MOVING,True,
69.75290604199972,2026-09-13T10:26:21.935181+00:00,go2_action_executor,ACTIVE,IDLE,True,
70.26357099500001,2026-09-13T10:26:22.445849+00:00,go2_action_executor,ACTIVE,MOVING,True,
71.26816370200004,2026-09-13T10:26:23.450447+00:00,go2_action_executor,ACTIVE,IDLE,True,
71.26863491799986,2026-09-13T10:26:23.450922+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
71.79917295399991,2026-09-13T10:26:23.981458+00:00,go2_action_executor,ACTIVE,MOVING,True,
75.42159882999977,2026-09-13T10:26:27.603878+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_PREFETCH_APPLY,True,
75.7570216869999,2026-09-13T10:26:27.939296+00:00,go2_action_executor,ACTIVE,IDLE,True,
76.29690570000002,2026-09-13T10:26:28.479179+00:00,go2_action_executor,ACTIVE,MOVING,True,
76.97186438400013,2026-09-13T10:26:29.154144+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
78.24520587200004,2026-09-13T10:26:30.427482+00:00,go2_action_executor,ACTIVE,IDLE,True,
78.75148242299974,2026-09-13T10:26:30.933755+00:00,go2_action_executor,ACTIVE,MOVING,True,
81.42665434599985,2026-09-13T10:26:33.608909+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_PREFETCH_APPLY,True,
82.27238323199981,2026-09-13T10:26:34.454662+00:00,go2_action_executor,ACTIVE,IDLE,True,
82.37943657999995,2026-09-13T10:26:34.561713+00:00,vlm_node,WAITING_SYNC,WAITING_POST_REVALIDATION_OBSERVATION,True,
82.44435545999977,2026-09-13T10:26:34.626628+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
82.78236829099978,2026-09-13T10:26:34.964644+00:00,go2_action_executor,ACTIVE,MOVING,True,
87.59417495299977,2026-09-13T10:26:39.776452+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
87.6873273870001,2026-09-13T10:26:39.869602+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
95.26902981700005,2026-09-13T10:26:47.451311+00:00,go2_action_executor,ACTIVE,IDLE,True,
95.28619583299997,2026-09-13T10:26:47.468467+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
95.70029297400015,2026-09-13T10:26:47.882565+00:00,vlm_node,FROZEN_ROTATING,FROZEN_ROTATING,True,
95.75864062499977,2026-09-13T10:26:47.940917+00:00,go2_action_executor,ACTIVE,MOVING,True,
97.13072186999989,2026-09-13T10:26:49.312997+00:00,vlm_node,WAITING_SYNC,WAITING_SWEEP_OBSERVATION,True,
97.25446976100011,2026-09-13T10:26:49.436745+00:00,go2_action_executor,ACTIVE,IDLE,True,
97.69165615600014,2026-09-13T10:26:49.873935+00:00,vlm_node,ACTIVE,OBSERVATION_READY,True,
97.93836628000008,2026-09-13T10:26:50.120653+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
103.28869114700001,2026-09-13T10:26:55.470962+00:00,go2_action_executor,ACTIVE,MOVING,True,
103.43026203499994,2026-09-13T10:26:55.612540+00:00,vlm_node,WAITING_SYNC,WAITING_PIXNAV_ACTIVE_TRAJECTORY,True,
104.16950914400013,2026-09-13T10:26:56.351768+00:00,vlm_node,ACTIVE,VLM_IN_FLIGHT,True,
104.24371707099999,2026-09-13T10:26:56.425989+00:00,go2_action_executor,ACTIVE,IDLE,True,
104.76659622599982,2026-09-13T10:26:56.948872+00:00,go2_action_executor,ACTIVE,MOVING,True,
105.24875244799978,2026-09-13T10:26:57.431039+00:00,go2_action_executor,ACTIVE,IDLE,True,
105.76172003800002,2026-09-13T10:26:57.943987+00:00,go2_action_executor,ACTIVE,MOVING,True,
