episode_time_s,odom_x_m,odom_y_m,start_forward_m,start_left_m,yaw_relative_rad,cumulative_path_m,goal_distance_interpolated_m
0.0,-2.5071392019690717,5.043465463456199,-5.34902630521845e-06,3.1697889899403267e-06,-1.000361384262405e-05,0.0,4.840708172401685
0.1,-2.5072022467702926,5.04348215393077,2.5380565153200576e-05,-5.4353346453066464e-05,-0.00020243460486701892,6.521670723362108e-05,4.840650037563306
0.2,-2.5071413901091932,5.0434537185969,4.739634431972709e-06,9.568898434425837e-06,-2.109149621176698e-06,0.00013238888460264091,4.840703566996269
0.3,-2.5071746362867153,5.043471145737078,1.4630156778729946e-05,-2.66414744209364e-05,-0.00023365554311327585,0.0001699257136458094,4.840674721103877
0.4,-2.50724279889002,5.043452917090948,7.440931163136135e-05,-6.412315893620123e-05,-0.00027574302189581346,0.00024048366166725294,4.840604250519774
0.5,-2.5071363429405604,5.043442659279832,9.397507140385711e-06,2.0797728606751444e-05,-0.00020961263818985998,0.00034743267692338166,4.840706179582129
0.6,-2.5072590414392,5.04344531858665,9.103687593752245e-05,-7.083745537600767e-05,-0.0003954684922655715,0.00047015999043243317,4.840586774592447
0.7,-2.5071540914410533,5.043434116490033,2.7742254573528388e-05,1.3624251840852409e-05,-0.0004110221622761756,0.0005757061371152845,4.8406870330337375
0.8,-2.5072714713821433,5.0434006593382215,0.00013219813529925694,-4.9513696807092636e-05,-0.0005525540002664364,0.0006977611721513623,4.840565244809447
0.9,-2.507178572953236,5.043428967870482,4.818898436332226e-05,-7.90461577838059e-07,-0.0005096348338100576,0.0007948770364176186,4.840662016211242
1.0,-2.5072004718358003,5.0434064799331155,7.956989426815143e-05,-1.5024153014866924e-06,-0.000534986644997737,0.0008262660215009185,4.840635883858534
1.1,-2.5072007397583826,5.043394349289035,8.863286158818358e-05,6.565231918746459e-06,-0.0004629377284981473,0.0008383996239467755,4.840633074973544
1.2,-2.5071569685908512,5.043381385024297,6.830525187021004e-05,4.7440353330401625e-05,-0.0006203509465794176,0.0008840503333307906,4.840673148608688
1.3,-2.5072320197827866,5.043339166754694,0.000150339157510084,2.125825974224081e-05,-0.0006295137036560483,0.0009701610974615947,4.840590906409126
1.4,-2.5071733820250195,5.043303080744899,0.00013681062597460674,8.876800402711579e-05,-0.0005822948144560414,0.001039013016381227,4.84064066133216
1.5,-2.507324077102575,5.043278473812393,0.00025748289080566037,-4.78792591525133e-06,-0.0008675538760081203,0.0011917039051953177,4.8404881586177915
1.6,-2.507274974011776,5.043272829911138,0.0002281640036607886,3.500365615928093e-05,-0.0007385448206060907,0.0012411302862828297,4.84053498255793
1.7,-2.507284698744641,5.043307825933906,0.00020916935461083095,4.044080155645579e-06,-0.0008298300606859321,0.0012774523462306896,4.840532821624926
1.8,-2.5072811736134355,5.043309984036504,0.00020518804524063508,5.15454516583297e-06,-0.0008226913962459115,0.0012815856205792007,4.840536721273854
1.9,-2.507242091986118,5.043360541294008,0.0001415530613545222,-6.762957618724801e-07,-0.0010457109528556607,0.0013454871845671819,4.840585546284626
2.0,-2.5073175233108302,5.043385530374624,0.0001746456112369457,-7.29204791967219e-05,-0.0010457767083646985,0.0014249499991277601,4.8405170428956215
2.1,-2.5072138189875814,5.043373795840744,0.00011258936364617333,1.0992023333104e-05,-0.001099758460832323,0.0015293161140591174,4.840615971953874
2.2,-2.50734846290703,5.043364474841998,0.00021113672893262051,-8.122664536896442e-05,-0.001186586432687875,0.0016642822804197365,4.840482372134175
2.3,-2.5072687231519186,5.043344303946843,0.0001715819009790084,-9.110703011321192e-06,-0.0010773848679548337,0.0017465336850069578,4.840556099623579
