iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,rel_heading_deg,status
2026-09-02T19:52:56.632171,0.097,1,-12.4335,-30.0311,0.3080,-91.78,0.000,-0.400,3.347,-35.91,NAVIGATING
2026-09-02T19:52:56.732747,0.197,2,-12.4335,-30.0311,0.3080,-91.78,0.000,-0.400,3.347,-35.91,NAVIGATING
2026-09-02T19:52:56.832380,0.296,3,-12.4335,-30.0311,0.3080,-91.78,0.000,-0.400,3.347,-35.91,NAVIGATING
2026-09-02T19:52:56.933514,0.398,4,-12.4315,-30.0336,0.3095,-93.99,0.000,-0.400,3.347,-33.75,NAVIGATING
2026-09-02T19:52:57.032127,0.496,5,-12.4315,-30.0336,0.3095,-93.99,0.000,-0.400,3.347,-33.75,NAVIGATING
2026-09-02T19:52:57.132200,0.597,6,-12.4315,-30.0336,0.3095,-93.99,0.000,-0.400,3.347,-33.75,NAVIGATING
2026-09-02T19:52:57.231858,0.696,7,-12.4315,-30.0336,0.3095,-93.99,0.000,-0.400,3.347,-33.75,NAVIGATING
2026-09-02T19:52:57.332092,0.796,8,-12.4315,-30.0336,0.3095,-93.99,0.000,-0.400,3.347,-33.75,NAVIGATING
2026-09-02T19:52:57.432183,0.897,9,-12.4315,-30.0336,0.3095,-93.99,0.000,-0.400,3.347,-33.75,NAVIGATING
2026-09-02T19:52:57.532079,0.996,10,-12.4205,-30.0486,0.3105,-100.53,0.000,-0.400,3.342,-27.52,NAVIGATING
2026-09-02T19:52:57.632359,1.097,11,-12.4205,-30.0486,0.3105,-100.53,0.000,-0.400,3.342,-27.52,NAVIGATING
2026-09-02T19:52:57.733665,1.198,12,-12.4205,-30.0486,0.3105,-100.53,0.000,-0.400,3.342,-27.52,NAVIGATING
2026-09-02T19:52:57.832399,1.297,13,-12.4205,-30.0486,0.3105,-100.53,0.000,-0.400,3.342,-27.52,NAVIGATING
2026-09-02T19:52:57.932299,1.397,14,-12.4205,-30.0486,0.3105,-100.53,0.000,-0.400,3.342,-27.52,NAVIGATING
2026-09-02T19:52:58.031999,1.496,15,-12.4205,-30.0486,0.3105,-100.53,0.000,-0.400,3.342,-27.52,NAVIGATING
2026-09-02T19:52:58.132029,1.596,16,-12.4211,-30.0594,0.3097,-105.27,0.300,-0.280,3.333,-22.88,NAVIGATING
2026-09-02T19:52:58.232514,1.697,17,-12.4211,-30.0594,0.3097,-105.27,0.500,0.000,3.333,-22.88,NAVIGATING
2026-09-02T19:52:58.332253,1.797,18,-12.4211,-30.0594,0.3097,-105.27,0.500,0.000,3.333,-22.88,NAVIGATING
2026-09-02T19:52:58.432046,1.896,19,-12.4211,-30.0594,0.3097,-105.27,0.500,0.000,3.333,-22.88,NAVIGATING
2026-09-02T19:52:58.533407,1.997,20,-12.4211,-30.0594,0.3097,-105.27,0.300,-0.280,3.333,-22.88,NAVIGATING
2026-09-02T19:52:58.632451,2.097,21,-12.4211,-30.0594,0.3097,-105.27,0.300,-0.280,3.333,-22.88,NAVIGATING
2026-09-02T19:52:58.732277,2.197,22,-12.4608,-30.1915,0.3049,-107.92,0.300,-0.280,3.205,-21.13,NAVIGATING
2026-09-02T19:52:58.832159,2.297,23,-12.4608,-30.1915,0.3049,-107.92,0.300,-0.280,3.205,-21.13,NAVIGATING
2026-09-02T19:52:58.933835,2.398,24,-12.4608,-30.1915,0.3049,-107.92,0.300,-0.280,3.205,-21.13,NAVIGATING
