frame_index,video_time_s,episode_time_s,source_receipt_unix_ns,source_header_ns,hold_age_s
305,20.333333333333332,20.333333333000002,1789314490055378628,1789314489997444631,0.055443601
306,20.4,20.400000000000002,1789314490126251067,1789314490066536233,0.051237829000000006
307,20.466666666666665,20.466666667000002,1789314490194816967,1789314490138632446,0.049338596000000005
308,20.533333333333335,20.533333333,1789314490263046983,1789314490206126079,0.047775246
309,20.6,20.6,1789314490331896216,1789314490277425229,0.045592680000000003
310,20.666666666666668,20.666666667,1789314490400324754,1789314490346535071,0.043830809000000005
311,20.733333333333334,20.733333333,1789314490471699658,1789314490428879459,0.039122571
312,20.8,20.8,1789314490539365473,1789314490487754664,0.038123423000000004
313,20.866666666666667,20.866666667,1789314490621804561,1789314490564481493,0.022351002000000002
314,20.933333333333334,20.933333333,1789314490700450806,1789314490645486763,0.010371423000000001
315,21.0,21.0,1789314490771902072,1789314490725054343,0.005586824000000001
316,21.066666666666666,21.066666667,1789314490834721884,1789314490780750033,0.009433679
317,21.133333333333333,21.133333333000003,1789314490834721884,1789314490780750033,0.076100345
318,21.2,21.200000000000003,1789314490928801294,1789314490850302013,0.048687602
319,21.266666666666666,21.266666667000003,1789314490986986107,1789314490910941126,0.057169456
320,21.333333333333332,21.333333333000002,1789314491044428607,1789314490978518898,0.066393622
321,21.4,21.400000000000002,1789314491175667779,1789314491119827857,0.0018211170000000001
322,21.466666666666665,21.466666667000002,1789314491239992381,1789314491185292831,0.0041631820000000005
323,21.533333333333335,21.533333333,1789314491239992381,1789314491185292831,0.070829848
324,21.6,21.6,1789314491314414321,1789314491260558240,0.06307457500000001
325,21.666666666666668,21.666666667,1789314491386680206,1789314491329107388,0.057475357000000005
326,21.733333333333334,21.733333333,1789314491452465478,1789314491406338235,0.058356751000000005
327,21.8,21.8,1789314491519237308,1789314491468790308,0.05825158800000001
328,21.866666666666667,21.866666667,1789314491597735903,1789314491539345156,0.04641966
329,21.933333333333334,21.933333333,1789314491669891726,1789314491609125119,0.040930503
330,22.0,22.0,1789314491744636363,1789314491687711917,0.032852533
331,22.066666666666666,22.066666667,1789314491806556175,1789314491747668819,0.037599388000000004
332,22.133333333333333,22.133333333000003,1789314491875148177,1789314491818190447,0.035674052000000005
333,22.2,22.200000000000003,1789314491941937674,1789314491887742669,0.035551222
334,22.266666666666666,22.266666667000003,1789314492018315288,1789314491960330932,0.025840275000000003
335,22.333333333333332,22.333333333000002,1789314492083053628,1789314492026799679,0.027768601
336,22.4,22.400000000000002,1789314492153289381,1789314492096183162,0.024199515
337,22.466666666666665,22.466666667000002,1789314492222120281,1789314492164727529,0.022035282
338,22.533333333333335,22.533333333,1789314492292799163,1789314492235600549,0.018023066
339,22.6,22.6,1789314492371474694,1789314492311938081,0.006014202000000001
340,22.666666666666668,22.666666667,1789314492371474694,1789314492311938081,0.07268086900000001
341,22.733333333333334,22.733333333,1789314492445643210,1789314492385255480,0.065179019
342,22.8,22.8,1789314492519674781,1789314492460162268,0.057814115000000006
343,22.866666666666667,22.866666667,1789314492587554423,1789314492520715012,0.05660114
344,22.933333333333334,22.933333333,1789314492648492528,1789314492587028819,0.062329701
345,23.0,23.0,1789314492722384977,1789314492659472153,0.055103919
346,23.066666666666666,23.066666667,1789314492801388646,1789314492736049908,0.042766917
347,23.133333333333333,23.133333333000003,1789314492858045686,1789314492800652871,0.052776543
348,23.2,23.200000000000003,1789314492953113412,1789314492870532258,0.024375484000000003
349,23.266666666666666,23.266666667000003,1789314493029414840,1789314492940709955,0.014740723
350,23.333333333333332,23.333333333000002,1789314493097645713,1789314493013168938,0.013176516000000001
351,23.4,23.400000000000002,1789314493157858369,1789314493082498961,0.019630527000000002
352,23.466666666666665,23.466666667000002,1789314493203331525,1789314493149226792,0.040824038
353,23.533333333333335,23.533333333,1789314493282464155,1789314493220735464,0.028358074
354,23.6,23.6,1789314493355703546,1789314493297475338,0.021785350000000002
355,23.666666666666668,23.666666667,1789314493419178895,1789314493360788202,0.024976668
356,23.733333333333334,23.733333333,1789314493491024346,1789314493429022147,0.019797883000000002
