run,step_index,raw_action,action_name,kind,target,measured_progress,measured_turn_deg,elapsed_s,goal_bearing_before_action_deg,pose_receipt_to_action_start_s,controller_status,direction_mapping_matches
direct_goal-goal-4-004,1,5,look_down,translate,0.20000000298023224,0.19655289628728065,,1.3927148350003336,-21.474401351105282,0.0356290340423584,OK,True
direct_goal-goal-4-004,2,1,move_forward,translate,0.25,0.26395618101622637,,1.4167806440000277,-24.598585646023764,0.045502662658691406,OK,True
direct_goal-goal-4-004,3,1,move_forward,translate,0.25,0.2510137204343899,,1.4434713929995269,-23.476776232927868,0.029667139053344727,OK,True
direct_goal-goal-4-004,4,1,move_forward,translate,0.25,0.2538368419500304,,1.4421255050001491,-25.076441693057507,0.0211484432220459,OK,True
direct_goal-goal-4-004,5,2,turn_left,rotate,0.5235987755982988,0.4940751946795764,28.30842341724423,3.6556883260000177,-26.302899578164638,0.03786182403564453,OK,True
direct_goal-goal-4-004,6,5,look_down,translate,0.20000000298023224,0.212005526419647,,1.167955773000358,-55.40305784194427,0.003545999526977539,OK,True
direct_goal-goal-4-004,7,5,look_down,translate,0.20000000298023224,0.2081209550452291,,1.2104964260006454,-57.55502424912385,0.018954992294311523,OK,True
direct_goal-goal-4-004,8,1,move_forward,translate,0.25,0.24732619081177054,,1.3758184409998648,-60.26801897970074,0.016831636428833008,OK,True
direct_goal-goal-4-004,9,5,look_down,translate,0.20000000298023224,0.20154380356162524,,1.4101535990002958,-61.736966757193876,0.00629425048828125,OK,True
direct_goal-goal-4-004,10,5,look_down,translate,0.20000000298023224,0.20997947290835184,,1.2637906719992316,-64.46451167091111,0.025002241134643555,OK,True
direct_goal-goal-4-004,11,2,turn_left,rotate,0.5235987755982988,0.534657198230344,30.633600944888137,3.876601557999493,-64.35413902270855,0.05326700210571289,OK,True
direct_goal-goal-4-004,12,1,move_forward,translate,0.25,0.26130356690480777,,1.2969731290004347,-95.65905887939468,0.012169599533081055,OK,True
direct_goal-goal-4-004,13,1,move_forward,translate,0.25,0.25564170659197677,,1.2942645110006197,-97.16943641939189,0.007617950439453125,OK,True
direct_goal-goal-4-004,14,3,turn_right,rotate,-0.5235987755982988,-0.4810821086793955,-27.563974426583354,6.533792734000599,-100.85682033739673,0.04010009765625,OK,True
direct_goal-goal-4-004,15,3,turn_right,rotate,-0.5235987755982988,-0.5492820870432537,-31.471545349715953,9.512395982000271,-73.24848124548875,0.006028652191162109,OK,True
direct_goal-goal-4-004,16,1,move_forward,translate,0.25,0.27394199317768475,,1.314500544999646,-42.24705284720634,0.04185748100280762,OK,True
direct_goal-goal-4-004,17,2,turn_left,rotate,0.5235987755982988,0.5213788632635873,29.872808392331994,2.3302041410006495,-46.13818292785863,0.008724451065063477,OK,True
direct_goal-goal-4-004,18,1,move_forward,translate,0.25,0.2748078583529103,,1.300312916000621,-75.73232353314796,0.017246007919311523,OK,True
direct_goal-goal-4-004,19,4,look_up,translate,0.20000000298023224,0.21704239221012034,,1.2953382859996054,-78.4236875210985,0.019068241119384766,OK,True
direct_goal-goal-4-004,20,5,look_down,translate,0.20000000298023224,0.22546879119862373,,1.1751346680002825,-81.10115220920052,0.0030896663665771484,OK,True
direct_goal-goal-4-004,21,1,move_forward,translate,0.25,0.2587414885885403,,1.4547975949999454,-82.53641034666994,0.01940631866455078,OK,True
direct_goal-goal-4-004,22,4,look_up,translate,0.20000000298023224,0.22463449389133838,,1.2455505449997872,-82.85644241268942,0.025899887084960938,OK,True
direct_goal-goal-4-004,23,3,turn_right,rotate,-0.5235987755982988,-0.5114129270128891,-29.301802306270556,3.4226088709992837,-85.29501315274119,0.05727362632751465,OK,True
direct_goal-goal-4-004,24,1,move_forward,translate,0.25,0.2629065685607298,,1.3481297250000353,-56.195180486328375,0.010419368743896484,OK,True
direct_goal-goal-4-004,25,4,look_up,translate,0.20000000298023224,0.21474130284039022,,1.164588382999682,-57.90107314825856,0.014829635620117188,OK,True
direct_goal-goal-4-004,26,4,look_up,translate,0.20000000298023224,0.22072305249484914,,1.2399616330003482,-63.35078793446158,0.01567554473876953,OK,True
direct_goal-goal-4-004,27,5,look_down,translate,0.20000000298023224,0.2148367129943013,,1.2082916760000444,-65.3008048188714,0.03161978721618652,OK,True
direct_goal-goal-4-005,0,5,look_down,translate,0.20000000298023224,0.2068175118629062,,1.2176959019998321,-20.151088625700105,0.0610809326171875,OK,True
direct_goal-goal-4-005,1,5,look_down,translate,0.20000000298023224,0.20647170996772818,,1.3202997299995332,-21.53235167115996,0.01918649673461914,OK,True
direct_goal-goal-4-005,2,1,move_forward,translate,0.25,0.2640443653630602,,1.4915578740001365,-24.26941189205169,0.03794050216674805,OK,True
direct_goal-goal-4-005,3,3,turn_right,rotate,-0.5235987755982988,-0.49516124583711285,-28.37064956490637,6.822398608000185,-24.092342952183692,0.0035157203674316406,OK,True
direct_goal-goal-4-005,4,3,turn_right,rotate,-0.5235987755982988,-0.4988729110679073,-28.583312317596345,2.238422623000588,3.847237954242906,0.0005040168762207031,OK,True
direct_goal-goal-4-005,5,3,turn_right,rotate,-0.5235987755982988,-0.5153391187549896,-29.526756522652033,5.175792564000403,32.351291112004986,0.01603078842163086,OK,True
direct_goal-goal-4-005,6,1,move_forward,translate,0.25,0.2714360901899247,,1.3407427160000225,61.60700279540188,0.022359848022460938,OK,True
direct_goal-goal-4-005,7,1,move_forward,translate,0.25,0.25251505561678034,,1.3366605199998958,61.81709958627739,0.023990869522094727,OK,True
direct_goal-goal-4-005,8,2,turn_left,rotate,0.5235987755982988,0.5668382005316435,32.477436557253384,1.9572774050002408,61.7945645398424,0.029673337936401367,OK,True
direct_goal-goal-4-005,9,1,move_forward,translate,0.25,0.26923389853036905,,1.3743447549995835,29.04482101815494,0.004723072052001953,OK,True
direct_goal-goal-4-005,10,1,move_forward,translate,0.25,0.2690418400340739,,1.3894365390005987,27.56518553639761,0.015140533447265625,OK,True
direct_goal-goal-4-005,11,1,move_forward,translate,0.25,0.2565401733301359,,1.334929437000028,29.09767499938941,0.03591418266296387,OK,True
direct_goal-goal-4-005,12,3,turn_right,rotate,-0.5235987755982988,-0.5246961379162006,-30.062874229412465,8.531282745999306,28.326596693864136,0.028654098510742188,OK,True
direct_goal-goal-4-005,13,1,move_forward,translate,0.25,0.265714711340549,,1.3278968889999305,58.014781937984075,0.003128528594970703,OK,True
direct_goal-goal-4-005,14,2,turn_left,rotate,0.5235987755982988,0.5394997234395771,30.9110572015629,3.800469773000259,58.998044816620045,0.03033924102783203,OK,True
direct_goal-goal-4-005,15,1,move_forward,translate,0.25,0.27077479233713675,,1.515698428000178,27.909530052115088,0.04930734634399414,OK,True
direct_goal-goal-4-005,16,5,look_down,translate,0.20000000298023224,0.22465465325318448,,1.216319551000197,27.67936889775405,0.02057480812072754,OK,True
direct_goal-goal-4-005,17,3,turn_right,rotate,-0.5235987755982988,-0.5365477118983054,-30.741919399174122,2.1561622000008356,26.772191606861735,0.022954940795898438,OK,True
direct_goal-goal-4-005,18,1,move_forward,translate,0.25,0.25384369040484245,,1.4251631120005186,57.5381982834127,0.004546165466308594,OK,True
direct_goal-goal-4-005,19,2,turn_left,rotate,0.5235987755982988,0.48326918179385303,27.6892844855283,2.6791890599997714,57.63572162494784,0.006371021270751953,OK,True
direct_goal-goal-4-006,0,5,look_down,translate,0.20000000298023224,0.21027486809102697,,1.2481184429998393,-20.15997640846866,0.0218203067779541,OK,True
direct_goal-goal-4-006,1,5,look_down,translate,0.20000000298023224,0.20853479028432692,,1.2360579999995025,-21.69078801466624,0.06282663345336914,OK,True
direct_goal-goal-4-006,2,1,move_forward,translate,0.25,0.2667403760918786,,1.512824677000026,-23.95570703004638,0.059119462966918945,OK,True
direct_goal-goal-4-006,3,1,move_forward,translate,0.25,0.2603455148308347,,1.3822015380001176,-24.51345160330987,0.011026859283447266,OK,True
direct_goal-goal-4-006,4,1,move_forward,translate,0.25,0.2595539624840753,,1.2724849899996116,-24.506056542856975,0.041040658950805664,OK,True
direct_goal-goal-4-006,5,2,turn_left,rotate,0.5235987755982988,0.5667224342997755,32.470803640757225,2.003521752000779,-25.358300579238453,0.033032894134521484,OK,True
direct_goal-goal-4-006,6,1,move_forward,translate,0.25,0.2591603225793373,,1.2886176179999893,-58.141180110584244,0.04066014289855957,OK,True
direct_goal-goal-4-006,7,1,move_forward,translate,0.25,0.26807755750659584,,1.375610351999967,-60.937610367835234,0.03482842445373535,OK,True
direct_goal-goal-4-006,8,1,move_forward,translate,0.25,0.2522327572818361,,1.3005568290000156,-61.9123010127193,0.019462108612060547,OK,True
direct_goal-goal-4-006,9,1,move_forward,translate,0.25,0.2653221078617467,,1.4188300880005045,-64.4815169275122,0.0038242340087890625,OK,True
direct_goal-goal-4-006,10,1,move_forward,translate,0.25,0.2512333687817581,,1.3012881699996797,-65.4372106110827,0.013501882553100586,OK,True
direct_goal-goal-4-006,11,1,move_forward,translate,0.25,0.26350812363117326,,1.4238947599997118,-67.27111038279773,0.04585528373718262,OK,True
direct_goal-goal-4-006,12,1,move_forward,translate,0.25,0.25498258964864845,,1.4007027409998045,-68.67155055199328,0.02662944793701172,OK,True
direct_goal-goal-4-006,13,1,move_forward,translate,0.25,0.26475338883932625,,1.4446275860000242,-70.38307222788761,0.012755393981933594,OK,True
direct_goal-goal-4-006,14,4,look_up,translate,0.20000000298023224,0.21165179755957914,,1.1632849070001612,-71.92056706246086,0.013190984725952148,OK,True
