run,index,kind,category,command_id,target,progress,status,start_unix,end_unix,elapsed_s,observed_nonzero_command_s,observed_zero_command_s,unclassified_macro_s,mean_progress_per_macro_s,first_zero_command_elapsed_s,correction_restarts,command_near_0p5_s,translation_nonzero_ticks,translation_with_yaw_correction_ticks,measured_moving_twist_median_mps,measured_turn_rate_median_radps,matched_moving_twist_samples,command_receipt_to_start_s,terminal_to_result_receipt_s
original5/full-goal-3-003,42,translate,look_forward_10cm,pixnav-711a081e2ba85da4837a0448-step-0,0.10000000149011612,0.10752972196202064,OK,1789296261.7251587,1789296262.777824,1.0526652539997485,0.6482087900003535,0.3611140189996149,0.04334244499978013,0.10214996795367422,0.6915512350001336,0,0.0,13,13,0.19587563894435325,,13,0.00601959228515625,0.05193901062011719
original5/full-goal-3-003,43,translate,look_forward_10cm,pixnav-e1654f4515dd73398419daaf-step-1,0.10000000149011612,0.11299036503595689,OK,1789296263.025191,1789296263.9683871,0.9431960169999911,0.649755561999882,0.2501367649997519,0.043303690000357165,0.1197952101148005,0.6930592520002392,0,0.0,13,13,0.13373706633909954,,13,0.005030155181884766,0.03495192527770996
original5/full-goal-3-003,44,translate,look_forward_10cm,pixnav-266962d4beb6c8732bf87ec1-step-2,0.10000000149011612,0.10791024121154194,OK,1789296264.2256382,1789296265.1736193,0.9479812340000535,0.7033890389998305,0.20085088899986658,0.04374130600035642,0.11383162170437632,0.7471303450001869,0,0.0,14,14,0.16412945270247215,,14,0.00683903694152832,0.024301767349243164
original5/full-goal-3-003,45,translate,forward,pixnav-fdd3546b842d4fc6a1ba9e2b-step-3,0.25,0.26862304990773234,OK,1789296265.4266806,1789296266.871118,1.4444374509998852,1.1003839719996904,0.30562547199997425,0.03842800700022053,0.18597070418091347,1.138811978999911,0,0.24528972199959753,22,22,0.21764466414204983,,22,0.013854503631591797,0.03029799461364746
original5/full-goal-3-003,46,rotate,policy_turn,pixnav-6feb512264cebb6a63629924-step-4,0.5235987755982988,0.5377560691781705,OK,1789296267.1023438,1789296269.7881448,2.6858009949996813,2.150232778999907,0.5227074330000505,0.012860782999723597,0.20022185939291245,2.1630935619996308,0,0.0,0,0,,0.2279665619134903,0,-0.009138107299804688,0.011611223220825195
original5/full-goal-3-003,47,rotate,observation_or_alignment_turn,rotate,-0.2933346772151047,-0.2752639229535732,OK,1789296269.963618,1789296274.5191743,4.555556410000008,2.5042717449996417,2.04889828100022,0.0023863840001467906,0.060423776632275904,2.107576821999828,1,0.0,0,0,,0.12320430121515957,0,,
original5/full-goal-3-003,48,rotate,observation_or_alignment_turn,rotate,0.5014442048060387,0.47532006756693423,OK,1789296276.5855906,1789296280.2212286,3.6356380669999453,2.4908494709998195,1.1047707430002447,0.04001785299988114,0.13073910516047565,2.5308673239997006,0,0.0,0,0,,0.2000736193719796,0,,
original5/full-goal-3-003,49,rotate,observation_or_alignment_turn,rotate,-1.0199031460795118,-0.9785737760720734,OK,1789296280.5880952,1789296293.1282575,12.540162363000036,5.19423947299947,7.31119737500012,0.03472551500044574,0.07803517592079766,4.0263305490002494,2,0.0,0,0,,0.23833684663938803,0,,
original5/full-goal-3-003,50,rotate,observation_or_alignment_turn,rotate,0.7731084073360324,0.7711643045886066,OK,1789296294.5817769,1789296300.1802518,5.598475064000013,3.046682013999998,2.5189160129998527,0.03287703700016209,0.13774542098926904,2.6830564550000418,2,0.0,0,0,,0.2747111524940913,0,,
original5/full-goal-3-003,51,translate,look_forward_10cm,pixnav-16d673a9b0d3570978ab3144-step-0,0.10000000149011612,0.11020516161571034,OK,1789296305.4648724,1789296306.468738,1.0038657939999212,0.7521105109999553,0.24880523199999516,0.002950050999970699,0.10978077176690712,0.755060561999926,0,0.0,15,4,0.110422887484573,,15,0.002313375473022461,0.06700801849365234
original5/full-goal-3-003,52,translate,look_forward_10cm,pixnav-146b6be5d28f0013338cc0ba-step-1,0.10000000149011612,0.09604013182024744,OK,1789296306.7796118,1789296307.866139,1.086526995999975,0.5979544339998029,0.4513186419999329,0.037253920000239304,0.08839185052356457,0.6352083540000422,0,0.0,12,12,0.15163486738858203,,12,0.002172708511352539,0.06170201301574707
original5/full-goal-3-003,53,translate,look_forward_10cm,pixnav-c6f0fc8e13c70b7df4130754-step-2,0.10000000149011612,0.09992692594373526,OK,1789296308.143271,1789296309.3249407,1.181669767999665,0.6946598509998694,0.4601760259997718,0.02683389100002387,0.08456417236847137,0.7214937419998932,0,0.0,14,14,0.20302090117608057,,14,-0.008511066436767578,0.06305932998657227
original5/full-goal-3-003,54,translate,look_forward_10cm,pixnav-9a46b97abd50471c25a99d9e-step-3,0.10000000149011612,0.09462449327235078,OK,1789296309.6599998,1789296310.8242927,1.1642927369998688,0.6998979139998482,0.45846172800020213,0.005933094999818422,0.08127208069353563,0.7058310089996667,0,0.0,14,14,0.15020518809393096,,14,0.0025339126586914062,0.05809831619262695
original5/full-goal-3-003,55,translate,look_forward_10cm,pixnav-13028f7c8f32c21442503bdf-step-0,0.10000000149011612,0.10472757822695833,OK,1789296311.2418,1789296312.271653,1.0298528409998653,0.6511868740003592,0.35200907399985226,0.026656892999653792,0.10169178940680519,0.677843767000013,0,0.0,13,13,0.15363352386623946,,13,-0.009215831756591797,0.05923604965209961
original5/full-goal-3-003,56,translate,look_forward_10cm,pixnav-dbf1398b4bb39f872bbc40b0-step-1,0.10000000149011612,0.10976349277602344,OK,1789296312.5148807,1789296313.420106,0.9052253690001635,0.71792696600005,0.18484056099987356,0.002457842000239907,0.1212554315587278,0.7203848080002899,0,0.0,14,14,0.15173484802670106,,14,-0.0023703575134277344,0.1305370330810547
original5/full-goal-3-003,57,translate,look_forward_10cm,pixnav-a753d6ddc0613b5d5397d185-step-2,0.10000000149011612,-0.013529658037280444,NO_MOTION_PROGRESS,1789296313.7860463,1789296316.5222867,2.736240412999905,2.70662796500028,0.0,0.029612447999625147,0.004944615967588559,,0,0.0,54,54,0.014351624699461711,,54,-0.0043926239013671875,0.06304526329040527
original5/full-goal-3-006,0,rotate,observation_or_alignment_turn,rotate,0.5235987755982988,0.49999979886064894,OK,1789300183.7854908,1789300186.7315285,2.946037712999896,1.8365222809998158,1.0818267419999756,0.027688690000104543,0.16971941555748393,1.8642109709999204,0,0.0,0,0,,0.27415827029919637,0,,
original5/full-goal-3-006,1,rotate,observation_or_alignment_turn,rotate,-1.0230336919409,-1.0063066823653546,OK,1789300187.657619,1789300196.752396,9.09477706600046,3.829748610000024,5.205660295000598,0.05936816099983844,0.11064665742355466,2.647660495999844,2,0.0,0,0,,0.3783409279794802,0,,
original5/full-goal-3-006,2,rotate,observation_or_alignment_turn,rotate,0.5101311699657681,0.4991642601613333,OK,1789300197.67673,1789300202.9071846,5.2304546440000195,2.0856937260004997,3.142358114999297,0.002402803000222775,0.09543420106585508,1.3239501440002641,3,0.0,0,0,,0.35788241000960974,0,,
original5/full-goal-3-006,3,translate,look_forward_20cm,pixnav-b136dfd58b78566f3610e57c-step-0,0.20000000298023224,0.21045673177148239,OK,1789300208.7509236,1789300210.0106196,1.2596961130002455,0.8907733500000177,0.3630830270003571,0.005839735999870754,0.16706944603507035,0.8966130859998884,0,0.041476254999906814,18,0,0.26497049704015424,,18,0.008821725845336914,0.046883344650268555
original5/full-goal-3-006,4,translate,look_forward_20cm,pixnav-ae309aa37e6e3ab014aab7f4-step-1,0.20000000298023224,0.205630049332788,OK,1789300210.3973978,1789300211.8034546,1.4060567899996386,0.9998328250003397,0.4033899409996593,0.002834023999639612,0.14624590613643768,1.0026668489999793,0,0.1023826230002669,20,20,0.24589203466825324,,20,0.007428646087646484,0.033225297927856445
original5/full-goal-3-006,5,rotate,policy_turn,pixnav-ef9ff7e6126da8e298242ad9-step-2,0.5235987755982988,0.5619280942027601,OK,1789300212.1089344,1789300214.4673803,2.358445994000249,1.4087343699993653,0.9112129840004854,0.038498640000398154,0.23826201474711436,1.4472330099997635,0,0.0,0,0,,0.3550948008649915,0,0.0036284923553466797,0.03587460517883301
original5/full-goal-3-006,6,translate,forward,pixnav-df6fa2290119a71ad10ef1ee-step-3,0.25,0.27229792321386004,OK,1789300214.8427584,1789300216.2517538,1.4089952829999675,1.0947993459994905,0.30328149600063625,0.010914440999840735,0.19325680255940667,1.1057137869993312,0,0.251958564999768,22,13,0.29612846670333876,,22,0.010097503662109375,0.10151410102844238
original5/full-goal-3-006,7,rotate,policy_turn,pixnav-14096f381ce1e2ea2754323e-preturn-0,-0.5235987755982988,-0.4852217169525196,OK,1789300216.558823,1789300219.1551862,2.5963629739999305,1.4067005010001594,1.1459772509997492,0.043685222000021895,0.18688516274941017,1.4503857230001813,0,0.0,0,0,,0.3508520355220055,0,0.01071619987487793,0.05446481704711914
original5/full-goal-3-006,8,translate,look_forward_20cm,pixnav-803ab344a3e025960bc3d7f1-step-0,0.20000000298023224,0.21300733915046158,OK,1789300219.4701977,1789300220.7569406,1.286742871999195,0.9003179279998221,0.35845656799938297,0.027968375999989803,0.16553994102917777,0.9282863039998119,0,0.03721204800058331,18,10,0.21456770375192746,,18,0.008405685424804688,0.026297330856323242
original5/full-goal-3-006,9,translate,look_forward_20cm,pixnav-85e1327038779ce8559b3bfb-step-1,0.20000000298023224,0.21066921144977058,OK,1789300220.9901576,1789300222.3075545,1.317396959000689,0.9492948150000302,0.3601634610004112,0.007938683000247693,0.15991323648535943,0.9572334980002779,0,0.050089974999536935,19,14,0.2739144691637024,,19,0.007256507873535156,0.030963420867919922
original5/full-goal-3-006,10,rotate,policy_turn,pixnav-51cdeda02aff55123de21649-step-2,0.5235987755982988,0.5451872924988738,OK,1789300222.5970318,1789300224.9087481,2.3117162890002874,1.404053240000394,0.9067670699996597,0.0008959790002336376,0.23583659253214095,1.4049492190006276,0,0.0,0,0,,0.366983562707901,0,-0.0057370662689208984,0.04915785789489746
