iso_timestamp,elapsed_s,pose_index,x_m,y_m,z_m,yaw_deg,cmd_vx,cmd_wz,dist_to_goal_m,rel_heading_deg,status
2026-09-02T19:51:42.532133,0.072,1,-11.6481,-27.2840,0.3097,-113.36,0.000,0.000,2.919,9.65,NAVIGATING
2026-09-02T19:51:42.632277,0.172,2,-11.6481,-27.2840,0.3097,-113.36,0.000,0.000,2.919,9.65,NAVIGATING
2026-09-02T19:51:42.732577,0.273,3,-11.6481,-27.2841,0.3098,-113.36,0.500,0.000,2.919,9.65,NAVIGATING
2026-09-02T19:51:42.832042,0.372,4,-11.6481,-27.2841,0.3098,-113.36,0.500,0.000,2.919,9.65,NAVIGATING
2026-09-02T19:51:42.932536,0.472,5,-11.6481,-27.2841,0.3098,-113.36,0.500,0.000,2.919,9.65,NAVIGATING
2026-09-02T19:51:43.032012,0.572,6,-11.6481,-27.2841,0.3098,-113.36,0.500,0.000,2.919,9.65,NAVIGATING
2026-09-02T19:51:43.132766,0.673,7,-11.6481,-27.2841,0.3098,-113.36,0.500,0.000,2.919,9.65,NAVIGATING
2026-09-02T19:51:43.234824,0.775,8,-11.6481,-27.2841,0.3098,-113.36,0.500,0.000,2.919,9.65,NAVIGATING
2026-09-02T19:51:43.332106,0.872,9,-11.7102,-27.4136,0.3033,-112.69,0.500,0.000,2.779,9.59,NAVIGATING
2026-09-02T19:51:43.432073,0.972,10,-11.7102,-27.4136,0.3033,-112.69,0.500,0.000,2.779,9.59,NAVIGATING
2026-09-02T19:51:43.532255,1.073,11,-11.7102,-27.4136,0.3033,-112.69,0.500,0.000,2.779,9.59,NAVIGATING
2026-09-02T19:51:43.632228,1.172,12,-11.7102,-27.4136,0.3033,-112.69,0.500,0.000,2.779,9.59,NAVIGATING
2026-09-02T19:51:43.732056,1.272,13,-11.7102,-27.4136,0.3033,-112.69,0.500,0.000,2.779,9.59,NAVIGATING
2026-09-02T19:51:43.831925,1.372,14,-11.7102,-27.4136,0.3033,-112.69,0.500,0.000,2.779,9.59,NAVIGATING
2026-09-02T19:51:43.932141,1.472,15,-11.7931,-27.6418,0.3003,-111.97,0.500,0.000,2.538,9.52,NAVIGATING
2026-09-02T19:51:44.032358,1.572,16,-11.7931,-27.6418,0.3003,-111.97,0.500,0.000,2.538,9.52,NAVIGATING
2026-09-02T19:51:44.132081,1.672,17,-11.7931,-27.6418,0.3003,-111.97,0.500,0.000,2.538,9.52,NAVIGATING
2026-09-02T19:51:44.232141,1.772,18,-11.7931,-27.6418,0.3003,-111.97,0.500,0.000,2.538,9.52,NAVIGATING
2026-09-02T19:51:44.332282,1.872,19,-11.7931,-27.6418,0.3003,-111.97,0.500,0.000,2.538,9.52,NAVIGATING
2026-09-02T19:51:44.432866,1.973,20,-11.7931,-27.6418,0.3003,-111.97,0.500,0.000,2.538,9.52,NAVIGATING
2026-09-02T19:51:44.532178,2.072,21,-11.8772,-27.8618,0.3074,-111.47,0.500,0.000,2.305,9.88,NAVIGATING
2026-09-02T19:51:44.632114,2.172,22,-11.8772,-27.8618,0.3074,-111.47,0.500,0.000,2.305,9.88,NAVIGATING
2026-09-02T19:51:44.732987,2.273,23,-11.8772,-27.8618,0.3074,-111.47,0.500,0.000,2.305,9.88,NAVIGATING
2026-09-02T19:51:44.831959,2.372,24,-11.8772,-27.8618,0.3074,-111.47,0.500,0.000,2.305,9.88,NAVIGATING
2026-09-02T19:51:44.932077,2.472,25,-11.8772,-27.8618,0.3074,-111.47,0.500,0.000,2.305,9.88,NAVIGATING
